Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceVariable,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountDeclClassMethod,CountDeclFile,CountDeclFunction,CountLineCode,RatioCommentToCode
Public Method,rx.SingleTest.testUnsubscribe2,,,,,,,,,,,48,0.13
Class,rx.SingleTest.testUnsubscribe2.(Anon_33),3,0,0,14,0,0,2,0,,,7,0.29
Public Method,rx.SingleTest.testUnsubscribe2.(Anon_33).onError,,,,,,,,,,,2,0.5
Public Method,rx.SingleTest.testUnsubscribe2.(Anon_33).onSuccess,,,,,,,,,,,2,0.5
Class,rx.SingleTest.testUnsubscribe2.(Anon_34),4,0,0,13,0,0,1,0,,,25,0
Public Method,rx.SingleTest.testUnsubscribe2.(Anon_34).call,,,,,,,,,,,23,0
Class,rx.SingleTest.testUnsubscribe2.(Anon_34).call.(Anon_35),8,0,0,13,0,0,2,0,,,11,0
Public Method,rx.SingleTest.testUnsubscribe2.(Anon_34).call.(Anon_35).run,,,,,,,,,,,9,0
Class,rx.SingleTest.testUnsubscribe2.(Anon_34).call.(Anon_36),6,0,0,13,0,0,1,0,,,7,0
Public Method,rx.SingleTest.testUnsubscribe2.(Anon_34).call.(Anon_36).call,,,,,,,,,,,5,0
Public Method,rx.SingleTest.testUnsubscribeViaReturnedSubscription,,,,,,,,,,,40,0.1
Class,rx.SingleTest.testUnsubscribeViaReturnedSubscription.(Anon_37),4,0,0,13,0,0,1,0,,,25,0
Public Method,rx.SingleTest.testUnsubscribeViaReturnedSubscription.(Anon_37).call,,,,,,,,,,,23,0
Class,rx.SingleTest.testUnsubscribeViaReturnedSubscription.(Anon_37).call.(Anon_38),8,0,0,13,0,0,2,0,,,11,0
Public Method,rx.SingleTest.testUnsubscribeViaReturnedSubscription.(Anon_37).call.(Anon_38).run,,,,,,,,,,,9,0
Class,rx.SingleTest.testUnsubscribeViaReturnedSubscription.(Anon_37).call.(Anon_39),6,0,0,13,0,0,1,0,,,7,0
Public Method,rx.SingleTest.testUnsubscribeViaReturnedSubscription.(Anon_37).call.(Anon_39).call,,,,,,,,,,,5,0
Public Method,rx.SingleTest.testZipWith,,,,,,,,,,,11,0
Class,rx.SingleTest.testZipWith.(Anon_17),2,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.testZipWith.(Anon_17).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.toCompletableError,,,,,,,,,,,9,0
Public Method,rx.SingleTest.toCompletableSuccess,,,,,,,,,,,8,0
Public Method,rx.SingleTest.toFunctionReceivesObservableReturnsResult,,,,,,,,,,,14,0
Class,rx.SingleTest.toFunctionReceivesObservableReturnsResult.(Anon_64),4,0,0,13,0,0,1,0,,,6,0
Public Method,rx.SingleTest.toFunctionReceivesObservableReturnsResult.(Anon_64).call,,,,,,,,,,,4,0
Public Method,rx.SingleTest.unsubscribeComposesThrough,,,,,,,,,,,13,0
Class,rx.SingleTest.unsubscribeComposesThrough.(Anon_57),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.unsubscribeComposesThrough.(Anon_57).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.unsubscribeComposesThroughAsync,,,,,,,,,,,15,0
Class,rx.SingleTest.unsubscribeComposesThroughAsync.(Anon_58),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.unsubscribeComposesThroughAsync.(Anon_58).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip2Singles,,,,,,,,,,,15,0
Class,rx.SingleTest.zip2Singles.(Anon_6),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip2Singles.(Anon_6).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip3Singles,,,,,,,,,,,16,0
Class,rx.SingleTest.zip3Singles.(Anon_7),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip3Singles.(Anon_7).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip4Singles,,,,,,,,,,,17,0
Class,rx.SingleTest.zip4Singles.(Anon_8),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip4Singles.(Anon_8).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip5Singles,,,,,,,,,,,18,0
Class,rx.SingleTest.zip5Singles.(Anon_9),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip5Singles.(Anon_9).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip6Singles,,,,,,,,,,,19,0
Class,rx.SingleTest.zip6Singles.(Anon_10),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip6Singles.(Anon_10).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip7Singles,,,,,,,,,,,20,0
Class,rx.SingleTest.zip7Singles.(Anon_11),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip7Singles.(Anon_11).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip8Singles,,,,,,,,,,,21,0
Class,rx.SingleTest.zip8Singles.(Anon_12),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip8Singles.(Anon_12).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zip9Singles,,,,,,,,,,,22,0
Class,rx.SingleTest.zip9Singles.(Anon_13),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zip9Singles.(Anon_13).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zipEmptyIterableShouldThrow,,,,,,,,,,,16,0
Class,rx.SingleTest.zipEmptyIterableShouldThrow.(Anon_16),2,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SingleTest.zipEmptyIterableShouldThrow.(Anon_16).call,,,,,,,,,,,3,0
Public Method,rx.SingleTest.zipIterableShouldZipListOfSingles,,,,,,,,,,,19,0
Class,rx.SingleTest.zipIterableShouldZipListOfSingles.(Anon_14),3,0,0,13,0,0,2,0,,,9,0
Public Method,rx.SingleTest.zipIterableShouldZipListOfSingles.(Anon_14).call,,,,,,,,,,,7,0
Public Method,rx.SingleTest.zipIterableShouldZipSetOfSingles,,,,,,,,,,,24,0
Class,rx.SingleTest.zipIterableShouldZipSetOfSingles.(Anon_15),3,0,0,13,0,0,2,0,,,9,0
Public Method,rx.SingleTest.zipIterableShouldZipSetOfSingles.(Anon_15).call,,,,,,,,,,,7,0
Public Class,rx.StartWithTests,5,0,0,15,0,0,3,0,,,30,0.5
Public Method,rx.StartWithTests.startWith1,,,,,,,,,,,5,0
Public Method,rx.StartWithTests.startWithIterable,,,,,,,,,,,10,0
Public Method,rx.StartWithTests.startWithObservable,,,,,,,,,,,10,0
Public Abstract Generic Class,rx.Subscriber,5,289,4,22,0,76,19,0,,,79,1.52
Protected Constructor,rx.Subscriber.Subscriber,,,,,,,,,,,3,2.67
Protected Constructor,rx.Subscriber.Subscriber,,,,,,,,,,,3,0
Protected Constructor,rx.Subscriber.Subscriber,,,,,,,,,,,4,4.5
TypeVariable,rx.Subscriber.T,0,0,0,0,0,0,0,0,,,0,0
Public Method,rx.Subscriber.add,,,,,,,,,,,3,2.67
Private Method,rx.Subscriber.addToRequested,,,,,,,,,,,12,0.08
Public Method,rx.Subscriber.isUnsubscribed,,,,,,,,,,,3,1.67
Public Method,rx.Subscriber.onStart,,,,,,,,,,,2,3
Protected Method,rx.Subscriber.request,,,,,,,,,,,15,1.53
Public Method,rx.Subscriber.setProducer,,,,,,,,,,,22,0.86
Public Method,rx.Subscriber.unsubscribe,,,,,,,,,,,3,0
Public Class,rx.SubscriberTest,19,0,0,27,0,0,15,0,,,345,0.09
Public Method,rx.SubscriberTest.testNegativeRequestThrowsIllegalArgumentException,,,,,,,,,,,24,0
Class,rx.SubscriberTest.testNegativeRequestThrowsIllegalArgumentException.(Anon_26),6,0,0,16,0,0,4,0,,,17,0
Public Method,rx.SubscriberTest.testNegativeRequestThrowsIllegalArgumentException.(Anon_26).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testNegativeRequestThrowsIllegalArgumentException.(Anon_26).onError,,,,,,,,,,,4,0
Public Method,rx.SubscriberTest.testNegativeRequestThrowsIllegalArgumentException.(Anon_26).onNext,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testNegativeRequestThrowsIllegalArgumentException.(Anon_26).onStart,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaLift,,,,,,,,,,,29,0
Class,rx.SubscriberTest.testOnStartCalledOnceViaLift.(Anon_24),2,0,0,13,0,0,1,0,,,24,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaLift.(Anon_24).call,,,,,,,,,,,22,0
Class,rx.SubscriberTest.testOnStartCalledOnceViaLift.(Anon_24).call.(Anon_25),6,0,0,16,0,0,4,0,,,19,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaLift.(Anon_24).call.(Anon_25).onCompleted,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaLift.(Anon_24).call.(Anon_25).onError,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaLift.(Anon_24).call.(Anon_25).onNext,,,,,,,,,,,4,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaLift.(Anon_24).call.(Anon_25).onStart,,,,,,,,,,,4,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaSubscribe,,,,,,,,,,,21,0
Class,rx.SubscriberTest.testOnStartCalledOnceViaSubscribe.(Anon_22),5,0,0,16,0,0,4,0,,,16,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaSubscribe.(Anon_22).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaSubscribe.(Anon_22).onError,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaSubscribe.(Anon_22).onNext,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaSubscribe.(Anon_22).onStart,,,,,,,,,,,4,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaUnsafeSubscribe,,,,,,,,,,,21,0
Class,rx.SubscriberTest.testOnStartCalledOnceViaUnsafeSubscribe.(Anon_23),5,0,0,16,0,0,4,0,,,16,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaUnsafeSubscribe.(Anon_23).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaUnsafeSubscribe.(Anon_23).onError,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaUnsafeSubscribe.(Anon_23).onNext,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testOnStartCalledOnceViaUnsafeSubscribe.(Anon_23).onStart,,,,,,,,,,,4,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditive,,,,,,,,,,,20,0
Class,rx.SubscriberTest.testOnStartRequestsAreAdditive.(Anon_27),5,0,0,16,0,0,4,0,,,15,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditive.(Anon_27).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditive.(Anon_27).onError,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditive.(Anon_27).onNext,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditive.(Anon_27).onStart,,,,,,,,,,,4,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditiveAndOverflowBecomesMaxValue,,,,,,,,,,,20,0
Class,rx.SubscriberTest.testOnStartRequestsAreAdditiveAndOverflowBecomesMaxValue.(Anon_28),6,0,0,16,0,0,4,0,,,15,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditiveAndOverflowBecomesMaxValue.(Anon_28).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditiveAndOverflowBecomesMaxValue.(Anon_28).onError,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditiveAndOverflowBecomesMaxValue.(Anon_28).onNext,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testOnStartRequestsAreAdditiveAndOverflowBecomesMaxValue.(Anon_28).onStart,,,,,,,,,,,4,0
Public Method,rx.SubscriberTest.testRequestFromChainedOperator,,,,,,,,,,,29,0.07
Class,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_3),2,0,0,13,0,0,1,0,,,15,0
Public Method,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_3).call,,,,,,,,,,,13,0
Class,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_3).call.(Anon_4),3,0,0,15,0,0,3,0,,,10,0
Public Method,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_3).call.(Anon_4).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_3).call.(Anon_4).onError,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_3).call.(Anon_4).onNext,,,,,,,,,,,2,0
Class,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_5),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestFromChainedOperator.(Anon_5).request,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperator,,,,,,,,,,,29,0.1
Class,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_6),2,0,0,13,0,0,1,0,,,15,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_6).call,,,,,,,,,,,13,0
Class,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_6).call.(Anon_7),3,0,0,15,0,0,3,0,,,10,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_6).call.(Anon_7).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_6).call.(Anon_7).onError,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_6).call.(Anon_7).onNext,,,,,,,,,,,2,0
Class,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_8),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperator.(Anon_8).request,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN,,,,,,,,,,,39,0.1
Class,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_12),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_12).request,,,,,,,,,,,3,0
Class,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9),2,0,0,13,0,0,1,0,,,23,0.09
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9).call,,,,,,,,,,,21,0.1
Class,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9).call.(Anon_10),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9).call.(Anon_10).request,,,,,,,,,,,3,0
Class,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9).call.(Anon_11),3,0,0,15,0,0,3,0,,,10,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9).call.(Anon_11).onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9).call.(Anon_11).onError,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testRequestFromDecoupledOperatorThatRequestsN.(Anon_9).call.(Anon_11).onNext,,,,,,,,,,,2,0
Public Method,rx.SubscriberTest.testRequestFromFinalSubscribeWithRequestValue,,,,,,,,,,,12,0.25
Class,rx.SubscriberTest.testRequestFromFinalSubscribeWithRequestValue.(Anon_1),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestFromFinalSubscribeWithRequestValue.(Anon_1).request,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testRequestFromFinalSubscribeWithoutRequestValue,,,,,,,,,,,11,0.27
Class,rx.SubscriberTest.testRequestFromFinalSubscribeWithoutRequestValue.(Anon_2),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestFromFinalSubscribeWithoutRequestValue.(Anon_2).request,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testRequestThroughMap,,,,,,,,,,,22,0
Class,rx.SubscriberTest.testRequestThroughMap.(Anon_15),2,0,0,13,0,0,1,0,,,10,0
Public Method,rx.SubscriberTest.testRequestThroughMap.(Anon_15).call,,,,,,,,,,,8,0
Class,rx.SubscriberTest.testRequestThroughMap.(Anon_15).call.(Anon_16),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestThroughMap.(Anon_15).call.(Anon_16).request,,,,,,,,,,,3,0
Class,rx.SubscriberTest.testRequestThroughMap.(Anon_17),2,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestThroughMap.(Anon_17).call,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testRequestThroughTakeThatReducesRequest,,,,,,,,,,,17,0
Class,rx.SubscriberTest.testRequestThroughTakeThatReducesRequest.(Anon_18),2,0,0,13,0,0,1,0,,,10,0
Public Method,rx.SubscriberTest.testRequestThroughTakeThatReducesRequest.(Anon_18).call,,,,,,,,,,,8,0
Class,rx.SubscriberTest.testRequestThroughTakeThatReducesRequest.(Anon_18).call.(Anon_19),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestThroughTakeThatReducesRequest.(Anon_18).call.(Anon_19).request,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testRequestThroughTakeWhereRequestIsSmallerThanTake,,,,,,,,,,,17,0
Class,rx.SubscriberTest.testRequestThroughTakeWhereRequestIsSmallerThanTake.(Anon_20),2,0,0,13,0,0,1,0,,,10,0
Public Method,rx.SubscriberTest.testRequestThroughTakeWhereRequestIsSmallerThanTake.(Anon_20).call,,,,,,,,,,,8,0
Class,rx.SubscriberTest.testRequestThroughTakeWhereRequestIsSmallerThanTake.(Anon_20).call.(Anon_21),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestThroughTakeWhereRequestIsSmallerThanTake.(Anon_20).call.(Anon_21).request,,,,,,,,,,,3,0
Public Method,rx.SubscriberTest.testRequestToObservable,,,,,,,,,,,17,0
Class,rx.SubscriberTest.testRequestToObservable.(Anon_13),2,0,0,13,0,0,1,0,,,10,0
Public Method,rx.SubscriberTest.testRequestToObservable.(Anon_13).call,,,,,,,,,,,8,0
Class,rx.SubscriberTest.testRequestToObservable.(Anon_13).call.(Anon_14),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscriberTest.testRequestToObservable.(Anon_13).call.(Anon_14).request,,,,,,,,,,,3,0
Public Class,rx.SubscribingPerf,6,0,2,24,0,50,12,0,,,167,0.16
Public Static Class,rx.SubscribingPerf.Chain,4,0,3,14,0,33,3,0,,,26,0
Public Method,rx.SubscribingPerf.Chain.mapped,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.Chain.setup,,,,,,,,,,,12,0
Class,rx.SubscribingPerf.Chain.setup.(for_loop_1).(Anon_1),2,0,0,13,0,0,1,0,,,5,0
Public Method,rx.SubscribingPerf.Chain.setup.(for_loop_1).(Anon_1).call,,,,,,,,,,,3,0
Static Generic Class,rx.SubscribingPerf.DirectSubscriber,3,0,2,27,1,60,5,0,,,22,0
Public Constructor,rx.SubscribingPerf.DirectSubscriber.DirectSubscriber,,,,,,,,,,,4,0
TypeVariable,rx.SubscribingPerf.DirectSubscriber.T,0,0,0,0,0,0,0,0,,,0,0
Public Method,rx.SubscribingPerf.DirectSubscriber.onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscribingPerf.DirectSubscriber.onError,,,,,,,,,,,3,0
Public Method,rx.SubscribingPerf.DirectSubscriber.onNext,,,,,,,,,,,3,0
Public Method,rx.SubscribingPerf.DirectSubscriber.setProducer,,,,,,,,,,,3,0
Static Generic Class,rx.SubscribingPerf.StartedSubscriber,2,0,2,27,1,60,5,0,,,22,0
Public Constructor,rx.SubscribingPerf.StartedSubscriber.StartedSubscriber,,,,,,,,,,,4,0
TypeVariable,rx.SubscribingPerf.StartedSubscriber.T,0,0,0,0,0,0,0,0,,,0,0
Public Method,rx.SubscribingPerf.StartedSubscriber.onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscribingPerf.StartedSubscriber.onError,,,,,,,,,,,3,0
Public Method,rx.SubscribingPerf.StartedSubscriber.onNext,,,,,,,,,,,3,0
Public Method,rx.SubscribingPerf.StartedSubscriber.onStart,,,,,,,,,,,3,0
Static Generic Class,rx.SubscribingPerf.UsualSubscriber,2,0,1,26,1,50,4,0,,,17,0.24
TypeVariable,rx.SubscribingPerf.UsualSubscriber.T,0,0,0,0,0,0,0,0,,,0,0
Public Constructor,rx.SubscribingPerf.UsualSubscriber.UsualSubscriber,,,,,,,,,,,4,0
Public Method,rx.SubscribingPerf.UsualSubscriber.onCompleted,,,,,,,,,,,2,0
Public Method,rx.SubscribingPerf.UsualSubscriber.onError,,,,,,,,,,,3,0
Public Method,rx.SubscribingPerf.UsualSubscriber.onNext,,,,,,,,,,,3,0
Public Method,rx.SubscribingPerf.justDirect,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.justDirectUnsafe,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.justStarted,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.justStartedUnsafe,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.justUsual,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.justUsualUnsafe,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.rangeDirect,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.rangeDirectUnsafe,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.rangeStarted,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.rangeStartedUnsafe,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.rangeUsual,,,,,,,,,,,5,0
Public Method,rx.SubscribingPerf.rangeUsualUnsafe,,,,,,,,,,,5,0
Public Interface,rx.Subscription,0,90,0,2,0,0,2,0,,,4,6.75
Abstract Method,rx.Subscription.isUnsubscribed,,,,,,,,,,,1,5
Abstract Method,rx.Subscription.unsubscribe,,,,,,,,,,,1,7
Public Enum Type,rx.TestUtil,17,0,0,29,0,0,11,2,,,57,0.54
Public Static Method,rx.TestUtil.checkUtilityClass,,,,,,,,,,,7,0.71
Public Static Method,rx.TestUtil.race,,,,,,,,,,,47,0.17
Class,rx.TestUtil.race.(Anon_1),5,0,0,13,0,0,4,0,,,13,0
Public Method,rx.TestUtil.race.(Anon_1).call,,,,,,,,,,,11,0
Public Method,rx.TestUtil.valueOf,,,,,,,,,,,0,0
Public Method,rx.TestUtil.values,,,,,,,,,,,0,0
Public Class,rx.ThrottleLastTests,7,0,0,13,0,0,1,0,,,30,0.77
Public Method,rx.ThrottleLastTests.testThrottle,,,,,,,,,,,27,0.3
Public Class,rx.ThrottleWithTimeoutTests,8,0,0,14,0,0,2,0,,,39,0.59
Public Method,rx.ThrottleWithTimeoutTests.testThrottle,,,,,,,,,,,27,0.3
Public Method,rx.ThrottleWithTimeoutTests.timed,,,,,,,,,,,8,0
Public Class,rx.ZipTests,18,0,3,15,0,66,3,0,,,74,0.34
Class,rx.ZipTests.(Anon_6),4,0,0,13,0,0,1,0,,,5,0
Public Method,rx.ZipTests.(Anon_6).call,,,,,,,,,,,3,0
Class,rx.ZipTests.(Anon_7),4,0,0,13,0,0,1,0,,,5,0
Public Method,rx.ZipTests.(Anon_7).call,,,,,,,,,,,3,0
Class,rx.ZipTests.(Anon_8),4,0,0,13,0,0,1,0,,,5,0
Public Method,rx.ZipTests.(Anon_8).call,,,,,,,,,,,3,0
Public Method,rx.ZipTests.nonBlockingObservable,,,,,,,,,,,13,0.46
Class,rx.ZipTests.nonBlockingObservable.(Anon_5),4,0,0,13,0,0,1,0,,,7,0
Public Method,rx.ZipTests.nonBlockingObservable.(Anon_5).call,,,,,,,,,,,5,0
Public Method,rx.ZipTests.testCovarianceOfZip,,,,,,,,,,,10,0.3
Public Method,rx.ZipTests.testZipObservableOfObservables,,,,,,,,,,,28,0.04
Class,rx.ZipTests.testZipObservableOfObservables.(Anon_1),3,0,0,13,0,0,1,0,,,5,0
Public Method,rx.ZipTests.testZipObservableOfObservables.(Anon_1).call,,,,,,,,,,,3,0
Class,rx.ZipTests.testZipObservableOfObservables.(Anon_2),5,0,0,13,0,0,1,0,,,11,0
Public Method,rx.ZipTests.testZipObservableOfObservables.(Anon_2).call,,,,,,,,,,,9,0
Class,rx.ZipTests.testZipObservableOfObservables.(Anon_2).call.(Anon_3),5,0,0,13,0,0,1,0,,,6,0
Public Method,rx.ZipTests.testZipObservableOfObservables.(Anon_2).call.(Anon_3).call,,,,,,,,,,,4,0
Class,rx.ZipTests.testZipObservableOfObservables.(Anon_4),4,0,0,13,0,0,1,0,,,5,0
Public Method,rx.ZipTests.testZipObservableOfObservables.(Anon_4).call,,,,,,,,,,,3,0
Package,rx.annotations,,,0,,,,0,0,3,,32,2.19
Public Annotation,rx.annotations.Beta,0,0,0,0,0,0,0,0,,,0,0
Public Annotation,rx.annotations.Experimental,0,0,0,0,0,0,0,0,,,0,0
Package,rx.exceptions,,,12,,,,238,17,15,,1139,0.59
Public Class,rx.exceptions.AssemblyStackTraceException,5,0,0,52,0,100,11,1,,,39,0.92
Public Constructor,rx.exceptions.AssemblyStackTraceException.AssemblyStackTraceException,,,,,,,,,,,3,1.33
Public Method,rx.exceptions.AssemblyStackTraceException.attachTo,,,,,,,,,,,14,0.36
Public Method,rx.exceptions.AssemblyStackTraceException.fillInStackTrace,,,,,,,,,,,3,0.33
Public Static Method,rx.exceptions.AssemblyStackTraceException.find,,,,,,,,,,,15,0.4
Public Class,rx.exceptions.CompositeException,21,0,3,61,0,82,37,0,,,198,0.45
Public Constructor,rx.exceptions.CompositeException.CompositeException,,,,,,,,,,,3,2
Public Constructor,rx.exceptions.CompositeException.CompositeException,,,,,,,,,,,21,0.29
Public Constructor,rx.exceptions.CompositeException.CompositeException,,,,,,,,,,,21,0.19
Static Class,rx.exceptions.CompositeException.CompositeExceptionCausalChain,2,0,0,49,0,50,1,0,,,7,0.14
Public Method,rx.exceptions.CompositeException.CompositeExceptionCausalChain.getMessage,,,,,,,,,,,3,0
Static Abstract Class,rx.exceptions.CompositeException.PrintStreamOrWriter,0,2,0,14,0,0,2,0,,,4,0.5
Abstract Method,rx.exceptions.CompositeException.PrintStreamOrWriter.lock,,,,,,,,,,,1,1
Abstract Method,rx.exceptions.CompositeException.PrintStreamOrWriter.println,,,,,,,,,,,1,1
Static Class,rx.exceptions.CompositeException.WrappedPrintStream,2,0,1,17,1,0,3,0,,,13,0.23
Constructor,rx.exceptions.CompositeException.WrappedPrintStream.WrappedPrintStream,,,,,,,,,,,3,0
Method,rx.exceptions.CompositeException.WrappedPrintStream.lock,,,,,,,,,,,3,0
Method,rx.exceptions.CompositeException.WrappedPrintStream.println,,,,,,,,,,,3,0
Static Class,rx.exceptions.CompositeException.WrappedPrintWriter,2,0,1,17,1,0,3,0,,,13,0
Constructor,rx.exceptions.CompositeException.WrappedPrintWriter.WrappedPrintWriter,,,,,,,,,,,3,0
