Kind,Name,PercentLackOfCohesion,MaxInheritanceTree,CountClassBase,CountClassCoupled,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod
Public Class,"org.trifort.rootbeer.generate.bytecode.AcceptableGpuTypes",50,1,1,0,2,2,1,2
Public Class,"org.trifort.rootbeer.generate.bytecode.BclMemory",12,1,1,1,39,39,2,39
Public Class,"org.trifort.rootbeer.generate.bytecode.BytecodeLanguage",79,1,1,2,64,64,7,64
Public Class,"org.trifort.rootbeer.generate.bytecode.CloneMethod",0,1,1,1,1,1,0,1
Public Class,"org.trifort.rootbeer.generate.bytecode.Constants",0,1,1,0,0,0,0,0
Public Class,"org.trifort.rootbeer.generate.bytecode.GenerateRuntimeBasicBlock",79,1,1,12,17,17,6,17
Public Class,"org.trifort.rootbeer.generate.bytecode.GpuCodeSplitter",0,1,1,0,1,1,0,1
Public Class,"org.trifort.rootbeer.generate.bytecode.JavaNameToOpenCL",0,1,1,0,1,0,0,1
Public Class,"org.trifort.rootbeer.generate.bytecode.MultiDimensionalArrayTypeCreator",0,1,1,0,2,2,0,2
Public Class,"org.trifort.rootbeer.generate.bytecode.ReadOnlyTypes",53,1,1,1,5,5,3,5
Public Class,"org.trifort.rootbeer.generate.bytecode.RegisterNamer",50,1,1,0,3,2,1,3
Public Class,"org.trifort.rootbeer.generate.bytecode.SafeUuidGenerator",0,1,1,0,1,0,0,1
Public Class,"org.trifort.rootbeer.generate.bytecode.SerializerAdder",33,1,1,2,3,3,1,3
Public Class,"org.trifort.rootbeer.generate.bytecode.StaticOffsets",77,1,1,4,12,12,7,12
Private Class,"org.trifort.rootbeer.generate.bytecode.StaticOffsets.SortableField",37,1,2,1,4,4,2,4
Public Class,"org.trifort.rootbeer.generate.bytecode.UnitAssembler",77,1,1,0,22,22,7,22
Public Class,"org.trifort.rootbeer.generate.bytecode.VisitorGen",81,2,1,11,29,17,5,17
Public Class,"org.trifort.rootbeer.generate.bytecode.VisitorReadGen",82,2,1,8,25,13,9,13
Public Class,"org.trifort.rootbeer.generate.bytecode.VisitorReadGenStatic",71,2,1,10,19,7,3,7
Public Class,"org.trifort.rootbeer.generate.bytecode.VisitorWriteGen",84,2,1,9,29,17,19,17
Public Class,"org.trifort.rootbeer.generate.bytecode.VisitorWriteGenStatic",77,2,1,11,21,9,3,9
Package,"org.trifort.rootbeer.generate.bytecode.permissiongraph",,,,,,9,3,9
Public Class,"org.trifort.rootbeer.generate.bytecode.permissiongraph.PermissionGraph",0,1,1,1,4,4,1,4
Public Class,"org.trifort.rootbeer.generate.bytecode.permissiongraph.PermissionGraphNode",30,1,1,0,5,5,2,5
Package,"org.trifort.rootbeer.generate.codesegment",,,,,,17,3,17
Public Interface,"org.trifort.rootbeer.generate.codesegment.CodeSegment",0,0,0,0,8,8,0,8
Public Class,"org.trifort.rootbeer.generate.codesegment.MethodCodeSegment",74,1,2,0,9,9,3,9
Package,"org.trifort.rootbeer.generate.opencl",,,,,,180,44,184
Public Class,"org.trifort.rootbeer.generate.opencl.ArrayCopyGenerate",60,1,1,2,5,5,1,5
Public Class,"org.trifort.rootbeer.generate.opencl.ArrayCopyTypeReduction",0,1,1,3,3,3,0,3
Public Class,"org.trifort.rootbeer.generate.opencl.ClassConstantNumbers",0,1,1,0,2,2,2,2
Public Class,"org.trifort.rootbeer.generate.opencl.FieldPackingSorter",0,1,1,2,1,1,0,1
Private Class,"org.trifort.rootbeer.generate.opencl.FieldPackingSorter.SortableField",0,1,2,1,3,3,1,3
Public Class,"org.trifort.rootbeer.generate.opencl.IsPolymorphic",50,1,1,0,4,4,2,4
Public Class,"org.trifort.rootbeer.generate.opencl.MethodHierarchies",37,1,1,3,4,4,2,4
Private Class,"org.trifort.rootbeer.generate.opencl.MethodHierarchies.MethodHierarchy",0,1,1,4,5,5,1,5
Public Class,"org.trifort.rootbeer.generate.opencl.NameMangling",66,1,1,1,8,7,2,8
Public Class,"org.trifort.rootbeer.generate.opencl.ObjectCloneGenerate",0,1,1,4,3,3,0,3
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLArrayType",45,1,1,5,22,22,1,22
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLClass",84,1,1,7,25,25,10,25
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLInstanceof",66,1,1,2,9,9,2,9
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLMethod",79,1,1,11,28,28,5,28
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLPolymorphicMethod",37,1,1,3,8,8,2,8
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLPolymorphicMethod.VirtualMethodComparator",0,1,2,0,1,1,0,1
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLScene",92,1,1,27,41,38,12,41
Public Class,"org.trifort.rootbeer.generate.opencl.OpenCLType",19,1,1,0,10,10,1,10
Public Abstract Class,"org.trifort.rootbeer.generate.opencl.UnitsSuitableForGpu",0,1,1,0,2,2,0,2
Package,"org.trifort.rootbeer.generate.opencl.body",,,,,,134,38,134
Public Class,"org.trifort.rootbeer.generate.opencl.body.ConstructorStmtSwitch",58,2,1,2,34,6,2,6
Public Class,"org.trifort.rootbeer.generate.opencl.body.MethodJimpleValueSwitch",90,1,2,7,63,63,9,63
Public Class,"org.trifort.rootbeer.generate.opencl.body.MethodStmtSwitch",75,1,2,9,28,28,7,28
Public Class,"org.trifort.rootbeer.generate.opencl.body.MonitorGroupItem",61,1,1,0,7,7,3,7
Public Class,"org.trifort.rootbeer.generate.opencl.body.MonitorGroups",0,1,1,2,4,4,0,4
Public Class,"org.trifort.rootbeer.generate.opencl.body.OpenCLBody",84,1,1,11,21,21,13,21
Public Class,"org.trifort.rootbeer.generate.opencl.body.TrapItem",60,1,1,0,5,5,4,5
Package,"org.trifort.rootbeer.generate.opencl.fields",,,,,,76,24,76
Public Class,"org.trifort.rootbeer.generate.opencl.fields.CompositeField",68,1,1,2,10,10,5,10
Public Class,"org.trifort.rootbeer.generate.opencl.fields.CompositeFieldFactory",66,1,1,5,6,6,3,6
Public Class,"org.trifort.rootbeer.generate.opencl.fields.FieldCodeGeneration",60,1,1,5,5,5,1,5
Public Class,"org.trifort.rootbeer.generate.opencl.fields.FieldTypeSwitch",50,1,1,3,5,5,2,5
Public Class,"org.trifort.rootbeer.generate.opencl.fields.NumberedTypeSortComparator",0,1,2,0,2,2,1,2
Public Class,"org.trifort.rootbeer.generate.opencl.fields.OffsetCalculator",61,1,1,5,7,7,3,7
Public Class,"org.trifort.rootbeer.generate.opencl.fields.OpenCLField",83,1,1,9,29,29,5,29
Public Class,"org.trifort.rootbeer.generate.opencl.fields.ReverseClassHierarchy",50,1,1,3,4,4,1,4
Public Class,"org.trifort.rootbeer.generate.opencl.fields.TreeNode",50,1,1,1,8,8,3,8
Package,"org.trifort.rootbeer.generate.opencl.tweaks",,,,,,46,13,48
Public Class,"org.trifort.rootbeer.generate.opencl.tweaks.CompileResult",50,1,1,0,4,4,3,4
Public Class,"org.trifort.rootbeer.generate.opencl.tweaks.CudaTweaks",0,2,1,7,23,11,0,11
Public Class,"org.trifort.rootbeer.generate.opencl.tweaks.GencodeOptions",0,1,1,3,2,2,0,2
Public Enum Type,"org.trifort.rootbeer.generate.opencl.tweaks.GencodeOptions.CompileArchitecture",100,2,1,0,2,2,3,2
Public Class,"org.trifort.rootbeer.generate.opencl.tweaks.NativeCpuTweaks",0,2,1,0,22,10,0,10
Public Class,"org.trifort.rootbeer.generate.opencl.tweaks.ParallelCompile",0,1,2,5,3,3,2,3
Public Class,"org.trifort.rootbeer.generate.opencl.tweaks.ParallelCompileJob",50,1,1,5,4,4,5,4
Public Abstract Class,"org.trifort.rootbeer.generate.opencl.tweaks.Tweaks",83,1,1,0,12,10,0,12
Package,"org.trifort.rootbeer.remap",,,,,,34,4,36
Public Class,"org.trifort.rootbeer.remap.DoesntCallPrivateMethod",0,1,1,0,1,1,0,1
Public Class,"org.trifort.rootbeer.remap.GpuAtomicLong",5,2,2,0,19,19,1,19
Public Class,"org.trifort.rootbeer.remap.Random",88,1,2,1,16,14,3,16
Package,"org.trifort.rootbeer.runtime",,,,,,409,105,446
Public Class,"org.trifort.rootbeer.runtime.BlockShaper",62,1,1,0,8,7,4,8
Public Generic Class,"org.trifort.rootbeer.runtime.BlockingQueue",0,1,1,0,4,4,1,4
TypeVariable,"org.trifort.rootbeer.runtime.BlockingQueue.T",0,0,1,0,0,0,0,0
Public Class,"org.trifort.rootbeer.runtime.BufferPrinter",0,1,1,1,4,4,0,4
Public Class,"org.trifort.rootbeer.runtime.CUDAContext",71,1,3,13,16,16,13,16
Public Class,"org.trifort.rootbeer.runtime.CUDALoader",60,1,1,1,5,5,3,5
Public Class,"org.trifort.rootbeer.runtime.CUDARuntime",33,1,2,0,3,3,1,3
Public Class,"org.trifort.rootbeer.runtime.CheckedFixedMemory",0,2,1,0,91,3,0,3
Public Interface,"org.trifort.rootbeer.runtime.CompiledKernel",0,0,0,2,8,8,0,8
Public Interface,"org.trifort.rootbeer.runtime.Context",0,0,0,3,7,7,0,7
Public Class,"org.trifort.rootbeer.runtime.FixedMemory",90,1,2,1,88,88,7,88
Private Class,"org.trifort.rootbeer.runtime.FixedMemory.MemPointer",41,1,1,2,9,9,4,9
Public Class,"org.trifort.rootbeer.runtime.GpuDevice",96,1,1,2,52,50,25,52
Public Class,"org.trifort.rootbeer.runtime.GpuStopwatch",66,1,1,0,3,3,2,3
Public Interface,"org.trifort.rootbeer.runtime.IRuntime",0,0,0,0,1,1,0,1
Public Interface,"org.trifort.rootbeer.runtime.Kernel",0,0,0,0,1,1,0,1
Public Class,"org.trifort.rootbeer.runtime.KernelLaunch",83,1,1,1,13,13,11,13
Public Interface,"org.trifort.rootbeer.runtime.Memory",0,0,0,0,56,56,0,56
Public Abstract Class,"org.trifort.rootbeer.runtime.Memory_old",91,1,1,1,55,55,4,55
Private Class,"org.trifort.rootbeer.runtime.Memory_old.Pointer",0,1,1,0,1,1,3,1
Public Class,"org.trifort.rootbeer.runtime.NativeRuntime",0,1,1,0,0,0,0,0
Public Class,"org.trifort.rootbeer.runtime.OpenCLRuntime",33,1,2,0,3,3,1,3
Public Class,"org.trifort.rootbeer.runtime.PointerStack",11,1,1,0,3,3,3,3
Public Class,"org.trifort.rootbeer.runtime.PrivateFields",0,1,1,0,17,17,0,17
Public Class,"org.trifort.rootbeer.runtime.Rootbeer",96,1,1,8,11,10,8,11
Public Class,"org.trifort.rootbeer.runtime.RootbeerAtomicInt",0,1,1,0,2,2,1,2
Public Class,"org.trifort.rootbeer.runtime.RootbeerGpu",85,1,1,0,32,0,0,32
Public Class,"org.trifort.rootbeer.runtime.Sentinal",0,1,1,0,0,0,0,0
Public Abstract Class,"org.trifort.rootbeer.runtime.Serializer",91,1,1,2,28,27,2,28
Private Static Class,"org.trifort.rootbeer.runtime.Serializer.WriteCacheResult",0,1,1,0,1,1,2,1
Public Class,"org.trifort.rootbeer.runtime.StatsRow",76,1,1,0,8,8,7,8
Public Class,"org.trifort.rootbeer.runtime.ThreadConfig",50,1,1,0,4,4,3,4
Package,"org.trifort.rootbeer.runtime.gpu",,,,,,0,0,0
Public Class,"org.trifort.rootbeer.runtime.gpu.DeviceNotSuitableException",0,2,1,0,0,0,0,0
Public Class,"org.trifort.rootbeer.runtime.gpu.OutOfGpuMemoryException",0,2,1,0,0,0,0,0
Package,"org.trifort.rootbeer.runtime.nemu",,,,,,17,4,18
Public Class,"org.trifort.rootbeer.runtime.nemu.NativeCpuDevice",85,1,1,6,14,14,3,14
Public Class,"org.trifort.rootbeer.runtime.nemu.NativeCpuRuntime",62,1,1,4,4,3,1,4
Package,"org.trifort.rootbeer.runtime.util",,,,,,7,4,7
Public Class,"org.trifort.rootbeer.runtime.util.Stopwatch",64,1,1,0,7,7,4,7
Package,"org.trifort.rootbeer.runtime2.cuda",,,,,,2,1,2
Public Class,"org.trifort.rootbeer.runtime2.cuda.CudaErrorException",50,2,1,0,2,2,1,2
Package,"org.trifort.rootbeer.runtimegpu",,,,,,0,3,1
Public Class,"org.trifort.rootbeer.runtimegpu.GpuException",0,1,1,0,1,0,3,1
Package,"org.trifort.rootbeer.test",,,,,,49,9,49
Public Class,"org.trifort.rootbeer.test.AlignmentCheckedMemory",0,2,1,0,100,12,0,12
Public Class,"org.trifort.rootbeer.test.ApplicationMain",0,1,2,1,1,1,0,1
Public Class,"org.trifort.rootbeer.test.ChangeThread",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.test.ExMain",0,1,2,4,1,1,0,1
Public Class,"org.trifort.rootbeer.test.KernelTemplateMain",0,1,2,1,1,1,0,1
Public Class,"org.trifort.rootbeer.test.LoadTestSerialization",0,1,1,4,5,5,0,5
Public Class,"org.trifort.rootbeer.test.Main",0,1,2,69,3,3,1,3
Public Class,"org.trifort.rootbeer.test.RootbeerTestAgent",42,1,1,13,7,7,5,7
Private Class,"org.trifort.rootbeer.test.RootbeerTestAgent.ChangeThread",0,1,2,6,2,2,3,2
Public Interface,"org.trifort.rootbeer.test.TestApplication",0,0,0,0,3,3,0,3
Public Interface,"org.trifort.rootbeer.test.TestApplicationFactory",0,0,0,0,1,1,0,1
Public Interface,"org.trifort.rootbeer.test.TestException",0,0,0,0,2,2,0,2
Public Interface,"org.trifort.rootbeer.test.TestExceptionFactory",0,0,0,0,1,1,0,1
Public Interface,"org.trifort.rootbeer.test.TestKernelTemplate",0,0,0,2,3,3,0,3
Public Interface,"org.trifort.rootbeer.test.TestKernelTemplateFactory",0,0,0,0,1,1,0,1
Public Interface,"org.trifort.rootbeer.test.TestSerialization",0,0,0,1,2,2,0,2
Public Interface,"org.trifort.rootbeer.test.TestSerializationFactory",0,0,0,0,2,2,0,2
Package,"org.trifort.rootbeer.testcases.everything",,,,,,5,2,5
Class,"org.trifort.rootbeer.testcases.everything.EverythingRunOnGpu",50,1,2,1,2,2,1,2
Public Class,"org.trifort.rootbeer.testcases.everything.EverythingSynch",0,1,1,0,1,1,1,1
Public Class,"org.trifort.rootbeer.testcases.everything.EverythingTest",0,1,2,3,2,2,0,2
Package,"org.trifort.rootbeer.testcases.otherpackage",,,,,,6,5,6
Class,"org.trifort.rootbeer.testcases.otherpackage.CompositeClass5",50,7,1,0,12,3,2,3
Public Class,"org.trifort.rootbeer.testcases.otherpackage.CompositeClass6",22,8,1,0,15,3,3,3
Package,"org.trifort.rootbeer.testcases.otherpackage2",,,,,,3,0,6
Class,"org.trifort.rootbeer.testcases.otherpackage2.StaticsTest2PrivateClass",50,1,1,0,3,0,0,3
Public Class,"org.trifort.rootbeer.testcases.otherpackage2.StaticsTest2PublicClass",66,1,1,1,3,3,0,3
Package,"org.trifort.rootbeer.testcases.rootbeertest",,,,,,17,9,17
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.CompositeClass0",50,2,1,0,1,1,2,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.CompositeClass1",0,3,1,0,3,2,1,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.CompositeClass2",0,4,1,0,5,2,2,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.CompositeClass3",0,5,1,0,7,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.CompositeClass4",0,6,1,0,9,2,1,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.PerformanceTests",0,1,2,5,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.SuperClass",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.SuperClassRunOnGpu",41,1,2,1,4,4,3,4
Package,"org.trifort.rootbeer.testcases.rootbeertest.arraysum",,,,,,5,3,5
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.arraysum.ArraySum",22,1,2,0,3,3,3,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.arraysum.ArraySumTest",0,1,2,2,2,2,0,2
Package,"org.trifort.rootbeer.testcases.rootbeertest.baseconversion",,,,,,24,8,24
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.baseconversion.BaseConversionRunOnGpu",22,1,2,2,3,3,3,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.baseconversion.BaseConversionTest",0,1,2,4,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.baseconversion.GpuList",37,1,1,0,8,8,2,8
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.baseconversion.GpuNumber",0,1,1,0,3,3,1,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.baseconversion.IntList",37,1,1,0,8,8,2,8
Package,"org.trifort.rootbeer.testcases.rootbeertest.exception",,,,,,19,14,19
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer1RunOnGpu",53,1,2,0,3,3,5,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer1Test",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer2Object",0,1,1,0,0,0,1,0
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer2RunOnGpu",50,1,2,1,2,2,1,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer2Test",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer3Object",0,1,1,0,0,0,1,0
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer3RunOnGpu",50,1,2,1,2,2,2,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer3Test",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer4Object",0,1,1,0,1,1,1,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer4RunOnGpu",44,1,2,1,3,3,3,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.exception.NullPointer4Test",0,1,2,2,2,2,0,2
Package,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired",,,,,,143,109,144
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.AtomicLongRunOnGpu",22,1,2,0,3,3,6,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.AtomicLongTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.BarrierRunOnGpu",16,1,2,1,3,3,2,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.BarrierTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.BitwiseRunOnGpu",0,1,2,0,3,3,4,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.BitwiseTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.BruteForceFFTRunOnGpu",16,1,2,0,3,3,4,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.BruteForceFFTTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ChangeThreadRunOnGpu",0,1,2,0,3,3,1,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ChangeThreadTest",50,1,2,4,2,2,1,2
Private Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ChangeThreadTest.CreateRootbeerThread",0,1,2,1,2,2,1,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.DotClassChild",0,1,1,0,2,2,1,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.DotClassRunOnGpu",53,1,2,1,3,3,5,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.DotClassTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ExceptionBasicRunOnGpu",50,1,2,1,4,4,1,4
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ExceptionBasicTest",0,1,2,3,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ExceptionTestException",0,2,1,0,1,1,0,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.LargeMemTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.LargeMemTestRunOnGpu",33,1,2,0,3,3,2,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.MultiArrayRunOnGpu",33,1,2,0,3,3,2,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.MultiArrayTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.NewOnGpu",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.NewOnGpuRefObject",0,1,1,0,1,1,1,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.NewOnGpuRunOnGpu",0,1,2,1,3,3,3,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.PrintRunOnGpu",0,1,2,0,2,2,1,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.PrintTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SharedMemSimpleRunOnGpu",66,1,2,1,6,6,8,6
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SharedMemSimpleTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ShiftRunOnGpu",11,1,2,0,3,3,12,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.ShiftTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SimpleSynchronizedObject",0,1,1,0,3,3,1,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SimpleSynchronizedRunOnGpu",0,1,2,1,3,3,1,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SimpleSynchronizedTest",0,1,2,3,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest1",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest1BaseClass",0,1,1,0,1,1,0,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest1RunOnGpu",30,2,2,1,4,3,7,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest2",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest2BaseClass",0,1,1,0,1,1,0,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest2RunOnGpu",30,2,2,2,4,3,7,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest3",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest3BaseClass",0,1,1,0,1,1,0,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StaticsTest3RunOnGpu",61,2,2,0,4,3,7,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StepFilterRunOnGpu",33,1,2,0,4,4,6,4
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.StepFilterTest",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethod2RunOnGpu",37,1,2,1,4,4,2,4
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethod2Shared",0,1,1,0,1,1,1,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethod2Test",0,1,2,3,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethod3Object",0,1,1,0,2,2,2,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethod3RunOnGpu",16,1,2,1,3,3,2,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethod3Test",0,1,2,3,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethodObject",0,1,1,0,1,1,1,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethodRunOnGpu",0,1,2,1,3,3,1,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedMethodTest",0,1,2,3,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedObjectRunOnGpu",30,1,2,1,3,3,11,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedObjectShared",0,1,1,0,1,1,1,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedObjectTest",0,1,2,3,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedStaticMethodRunOnGpu",37,1,2,1,4,4,2,4
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedStaticMethodShared",0,1,1,0,1,0,0,1
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.SynchronizedStaticMethodTest",0,1,2,3,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.WhileTrueRunOnGpu",16,1,2,0,3,3,2,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.gpurequired.WhileTrueTest",0,1,2,2,2,2,0,2
Package,"org.trifort.rootbeer.testcases.rootbeertest.kerneltemplate",,,,,,7,7,7
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.kerneltemplate.FastMatrixTest",25,1,2,3,4,4,2,4
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.kerneltemplate.MatrixKernel",26,1,2,1,3,3,5,3
Package,"org.trifort.rootbeer.testcases.rootbeertest.math",,,,,,5,2,5
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.math.BigDecimalRunOnGpu",33,1,2,0,3,3,2,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.math.BigDecimalTest",0,1,2,2,2,2,0,2
Package,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse",,,,,,81,34,134
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.BoundingBox",43,1,1,2,8,7,4,8
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.CoarseningPhysics",81,1,1,7,19,19,11,19
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.Droplet",53,1,1,2,9,9,6,9
Public Generic Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.GpuList",43,1,1,0,8,7,2,8
TypeVariable,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.GpuList.T",0,0,1,0,0,0,0,0
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.GpuNumber",0,1,1,0,3,3,1,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.GpuWorkItem",37,1,2,7,4,4,4,4
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.Main",0,1,2,2,2,2,0,2
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.OfCoarse",0,1,2,7,3,3,0,3
Public Class,"org.trifort.rootbeer.testcases.rootbeertest.ofcoarse.Point",16,1,1,0,6,6,2,6
