Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
Private Method,"io.realm.examples.concurrency.RealmExampleActivity.restart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,,,2,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Private Method,"io.realm.examples.concurrency.RealmExampleActivity.start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,0,,,,6,,,2,4,0,,,,,,4,,1,4,5,2,,,,3,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Private Method,"io.realm.examples.concurrency.RealmExampleActivity.stop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,2,3,0,,,,,,2,,1,3,4,2,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Package,"io.realm.examples.concurrency.model",,,,,,,1,1,1,1,,3,0,3,0,,,,6,0,0,6,,,,22,10,,,,,,,22,,,0,,,0,0,,22,,,,,,,270,,,,48,,,,106,,,54,26,116,,,,,,,,,46,74,52,,,,22,,,,,,,,,1,1,1,1,,,,0,,,1.09,22,22,22,22,
Public Class,"io.realm.examples.concurrency.model.Cat",,,,,,,1,1,1,1,,3,0,3,0,1,0,0,,0,0,,,,,2,1,,,,,,,2,3,,0,,,0,0,,2,,,,,,,12,,,,3,,,,9,,,4,2,0,,,,,,,,,3,6,4,,,,2,,,,,,,,,1,1,1,1,,,2,0,,0,0.00,2,2,2,2,
Public Class,"io.realm.examples.concurrency.model.Cat",,,,,,,1,1,1,1,,3,0,3,0,1,0,0,,0,0,,,,,3,1,,,,,,,3,4,,0,,,0,0,,3,,,,,,,18,,,,3,,,,15,,,6,5,0,,,,,,,,,4,8,5,,,,3,,,,,,,,,1,1,1,1,,,2,0,,0,0.00,3,3,3,3,
Public Method,"io.realm.examples.concurrency.model.Cat.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Cat.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Cat.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Cat.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Cat.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,3,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"io.realm.examples.concurrency.model.Dog",,,,,,,1,1,1,1,,3,0,3,0,1,0,0,,0,0,,,,,2,1,,,,,,,2,3,,0,,,0,0,,2,,,,,,,12,,,,3,,,,9,,,4,2,0,,,,,,,,,3,6,4,,,,2,,,,,,,,,1,1,1,1,,,2,0,,0,0.00,2,2,2,2,
Public Class,"io.realm.examples.concurrency.model.Dog",,,,,,,1,1,1,1,,3,0,3,0,1,0,0,,0,0,,,,,3,1,,,,,,,3,4,,0,,,0,0,,3,,,,,,,18,,,,3,,,,15,,,6,5,0,,,,,,,,,4,8,5,,,,3,,,,,,,,,1,1,1,1,,,2,0,,0,0.00,3,3,3,3,
Public Method,"io.realm.examples.concurrency.model.Dog.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Dog.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Dog.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Dog.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Dog.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,3,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"io.realm.examples.concurrency.model.Person",,,,,,,1,1,1,1,,3,0,3,0,1,2,0,,0,0,,,,,8,4,,,,,,,8,9,,0,,,0,0,,8,,,,,,,39,,,,10,,,,29,,,13,8,0,,,,,,,,,12,21,13,,,,8,,,,,,,,,1,1,1,1,,,2,0,,75,0.00,8,8,8,8,
Public Class,"io.realm.examples.concurrency.model.Person",,,,,,,1,1,1,1,,3,0,3,0,1,0,0,,0,0,,,,,4,2,,,,,,,4,5,,0,,,0,0,,4,,,,,,,22,,,,5,,,,15,,,7,4,2,,,,,,,,,6,11,7,,,,4,,,,,,,,,1,1,1,1,,,2,0,,50,0.13,4,4,4,4,
Public Method,"io.realm.examples.concurrency.model.Person.getAge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.getAge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.getCats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.getDog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.setAge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.setAge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.setCats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.setDog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.model.Person.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Package,"io.realm.examples.concurrency.services",,,,,,,1,1,2,1,,8,1,7,0,,,,3,0,6,2,,,,11,6,,,,,,,11,,,0,,,3,1,,7,,,,,,,197,,,,38,,,,121,,,54,66,38,,,,,,,,,70,91,48,,,,43,,,,,,,,,3,3,4,1,,,,2,,,0.31,20,19,22,11,
Public Class,"io.realm.examples.concurrency.services.SpawningService",,,,,,,1,1,1,1,,9,1,8,0,1,3,0,,0,3,,,,,4,1,,,,,,,4,4,,0,,,1,0,,3,,,,,,,54,,,,11,,,,42,,,16,26,1,,,,,,,,,22,31,14,,,,17,,,,,,,,,3,3,3,1,,,2,1,,68,0.02,7,7,7,4,
Public Method,"io.realm.examples.concurrency.services.SpawningService.onBind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.services.SpawningService.onDestroy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.services.SpawningService.onStartCommand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,27,,,,4,,,,22,,,5,18,1,,,,,,11,,4,15,18,5,,,,13,,,3,3,3,1,,,,,,,,,,1,,,0.05,,,,,
Private Method,"io.realm.examples.concurrency.services.SpawningService.quit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,2,0,,,,,,1,,2,1,4,2,,,,2,,,2,2,2,1,,,,,,,,,,1,,,0.00,,,,,
Public Class,"io.realm.examples.concurrency.services.TransactionService",,,,,,,2,2,2,1,,11,1,9,0,1,3,0,,0,3,,,,,5,3,,,,,,,5,5,,0,,,2,1,,2,,,,,,,87,,,,18,,,,63,,,22,40,6,,,,,,,,,32,44,18,,,,26,,,,,,,,,3,3,4,1,,,2,2,,50,0.10,11,10,13,5,
Public Enum Type,"io.realm.examples.concurrency.services.TransactionService.TestType",,,,,,,1,1,1,1,,0,0,0,0,1,0,0,,0,0,,,,,2,2,,,,,,,2,2,,0,,,0,0,,2,,,,,,,4,,,,0,,,,4,,,3,0,0,,,,,,,,,0,1,1,,,,0,,,,,,,,,1,1,1,1,,,2,0,,100,0.00,2,2,2,2,
Public Method,"io.realm.examples.concurrency.services.TransactionService.TestType.valueOf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,,,1,,0,0,0,0,,,,0,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.services.TransactionService.TestType.values",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,,,1,,0,0,0,0,,,,0,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Constructor,"io.realm.examples.concurrency.services.TransactionService.TransactionService",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Private Method,"io.realm.examples.concurrency.services.TransactionService.doSeveralTransactions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,,1,,,,13,,,3,9,0,,,,,,7,,3,7,10,3,,,,7,,,3,3,4,1,,,,,,,,,,2,,,0.00,,,,,
Private Method,"io.realm.examples.concurrency.services.TransactionService.doSingleTransaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,,,,2,,,,13,,,3,9,2,,,,,,7,,3,7,10,3,,,,7,,,3,3,4,1,,,,,,,,,,2,,,0.15,,,,,
Public Method,"io.realm.examples.concurrency.services.TransactionService.onDestroy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,,,2,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Protected Method,"io.realm.examples.concurrency.services.TransactionService.onHandleIntent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,,,,4,,,,16,,,2,13,0,,,,,,8,,3,9,11,2,,,,9,,,3,2,3,1,,,,,,,,,,1,,,0.00,,,,,
Package,"io.realm.examples.concurrency.threads",,,,,,,1,1,1,1,,6,0,6,0,,,,5,0,3,3,,,,13,6,,,,,,,13,,,0,,,0,0,,13,,,,,,,183,,,,35,,,,102,,,49,45,46,,,,,,,,,54,74,47,,,,27,,,,,,,,,4,4,5,1,,,,2,,,0.45,18,18,19,13,
Public Interface,"io.realm.examples.concurrency.threads.KillableThread",,,,,,,1,1,1,1,,1,0,1,0,0,0,2,,0,0,,,,,1,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,5,,,,2,,,,3,,,2,0,0,,,,,,,,,1,2,2,,,,0,,,,,,,,,1,1,1,1,,,0,0,,0,0.00,1,1,1,1,
Public Abstract Method,"io.realm.examples.concurrency.threads.KillableThread.terminate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,,,0,,1,1,1,1,,,,0,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"io.realm.examples.concurrency.threads.RealmReader",,,,,,,1,1,1,1,,7,0,6,0,2,1,0,,0,2,,,,,5,3,,,,,,,5,5,,0,,,0,0,,5,,,,,,,53,,,,10,,,,43,,,15,23,0,,,,,,,,,17,27,15,,,,12,,,,,,,,,1,1,1,1,,,2,0,,72,0.00,5,5,5,5,
Public Constructor,"io.realm.examples.concurrency.threads.RealmReader.RealmReader",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmReader.getReadCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmReader.run",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,,,,3,,,,22,,,3,16,0,,,,,,5,,1,8,13,5,,,,8,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Class,"io.realm.examples.concurrency.threads.RealmReader.run.(Anon_1)",,,,,,,2,2,2,1,,6,0,6,0,2,4,0,,0,0,,,,,1,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,9,,,,1,,,,8,,,1,6,0,,,,,,,,,2,4,2,,,,2,,,,,,,,,2,2,2,1,,,1,1,,0,0.00,2,2,2,1,
Public Method,"io.realm.examples.concurrency.threads.RealmReader.run.(Anon_1).onChange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,6,,,1,4,0,,,,,,3,,2,2,4,2,,,,2,,,2,2,2,1,,,,,,,,,,1,,,0.00,,,,,
Class,"io.realm.examples.concurrency.threads.RealmReader.run.(Anon_2)",,,,,,,2,2,2,1,,5,0,5,0,2,1,0,,0,0,,,,,1,0,,,,,,,1,1,,0,,,0,0,,1,,,,,,,7,,,,0,,,,7,,,0,5,0,,,,,,,,,1,3,1,,,,2,,,,,,,,,2,2,2,1,,,1,1,,0,0.00,2,2,2,1,
Public Method,"io.realm.examples.concurrency.threads.RealmReader.run.(Anon_2).handleMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,0,3,0,,,,,,2,,2,1,3,1,,,,2,,,2,2,2,1,,,,,,,,,,1,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmReader.setReadCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmReader.terminate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Class,"io.realm.examples.concurrency.threads.RealmWriter",,,,,,,1,1,1,1,,7,1,6,0,2,3,0,,0,1,,,,,5,3,,,,,,,5,5,,0,,,0,0,,5,,,,,,,54,,,,13,,,,40,,,16,22,1,,,,,,,,,20,29,14,,,,15,,,,,,,,,4,4,5,1,,,2,2,,60,0.03,8,8,9,5,
Public Constructor,"io.realm.examples.concurrency.threads.RealmWriter.RealmWriter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,2,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmWriter.getInsertCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmWriter.run",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27,,,,6,,,,20,,,5,15,1,,,,,,11,,5,12,16,5,,,,11,,,4,4,5,1,,,,,,,,,,2,,,0.05,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmWriter.setInsertCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.concurrency.threads.RealmWriter.terminate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Package,"io.realm.examples.encryptionexample",,,,,,,1,1,1,1,,13,1,10,1,,,,2,0,1,2,,,,9,3,,,,,,,9,,,0,,,3,2,,4,,,,,,,197,,,,34,,,,119,,,49,68,45,,,,,,,,,70,88,46,,,,42,,,,,,,,,4,4,4,1,,,,3,,,0.38,15,15,15,9,
Public Class,"io.realm.examples.encryptionexample.EncryptionExampleActivity",,,,,,,2,2,2,1,,21,2,16,2,1,3,0,,0,1,,,,,5,1,,,,,,,5,5,,0,,,3,2,,0,,,,,,,124,,,,22,,,,88,,,26,64,15,,,,,,,,,48,61,23,,,,38,,,,,,,,,4,4,4,1,,,2,3,,60,0.17,11,11,11,5,
Private Method,"io.realm.examples.encryptionexample.EncryptionExampleActivity.generateKeyPair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,1,,,,15,,,6,13,0,,,,,,11,,1,7,8,5,,,,3,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Private Method,"io.realm.examples.encryptionexample.EncryptionExampleActivity.getKey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,53,,,,8,,,,37,,,9,28,8,,,,,,15,,6,21,27,9,,,,18,,,4,4,4,1,,,,,,,,,,3,,,0.22,,,,,
Private Method,"io.realm.examples.encryptionexample.EncryptionExampleActivity.getKeyPair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,2,,,,9,,,3,6,0,,,,,,9,,2,5,7,3,,,,4,,,2,2,2,1,,,,,,,,,,1,,,0.00,,,,,
Protected Method,"io.realm.examples.encryptionexample.EncryptionExampleActivity.onCreate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23,,,,3,,,,17,,,2,14,3,,,,,,15,,3,11,13,2,,,,11,,,3,3,3,1,,,,,,,,,,1,,,0.18,,,,,
Protected Method,"io.realm.examples.encryptionexample.EncryptionExampleActivity.onDestroy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,1,,,,,,2,,1,2,3,1,,,,2,,,1,1,1,1,,,,,,,,,,0,,,0.25,,,,,
Public Class,"io.realm.examples.encryptionexample.Person",,,,,,,1,1,1,1,,3,0,3,0,1,0,0,,0,0,,,,,4,2,,,,,,,4,5,,0,,,0,0,,4,,,,,,,19,,,,4,,,,15,,,7,4,0,,,,,,,,,6,11,7,,,,4,,,,,,,,,1,1,1,1,,,2,0,,50,0.00,4,4,4,4,
Public Method,"io.realm.examples.encryptionexample.Person.getAge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.encryptionexample.Person.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.encryptionexample.Person.setAge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Public Method,"io.realm.examples.encryptionexample.Person.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,,1,,1,1,2,1,,,,1,,,1,1,1,1,,,,,,,,,,0,,,0.00,,,,,
Package,"io.realm.examples.intro",,,,,,,1,1,1,1,,17,2,12,2,,,,2,0,1,1,,,,10,2,,,,,,,10,,,0,,,6,4,,0,,,,,,,211,,,,42,,,,130,,,42,90,41,,,,,,,,,96,112,44,,,,68,,,,,,,,,5,5,5,1,,,,2,,,0.32,14,14,14,10,
Public Class,"io.realm.examples.intro.IntroExampleActivity",,,,,,,1,1,1,1,,20,3,13,3,1,7,0,,0,1,,,,,8,2,,,,,,,8,8,,0,,,6,2,,0,,,,,,,179,,,,37,,,,118,,,30,90,26,,,,,,,,,84,100,32,,,,68,,,,,,,,,5,5,5,1,,,2,2,,79,0.22,12,12,12,8,
Private Method,"io.realm.examples.intro.IntroExampleActivity.basicCRUD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,6,,,,18,,,2,16,6,,,,,,12,,1,16,17,2,,,,15,,,1,1,1,1,,,,,,,,,,0,,,0.33,,,,,
