Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
Package,"(Unnamed_Package)",,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,5,,,,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,645,,,,204,,,,0,,,0,0,441,,,,,,,,,0,0,0,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"AdapterExampleActivity.java",,,,,,,1,1,1,1,,8,0,8,0,,,,2,0,0,,,,5,5,1,,,,,,,5,,,0,,,0,2,,3,,,,,,,81,,,,11,,,,55,,,26,27,16,,,,,,,,,35,42,23,,,,19,,,,,,,,,2,2,2,1,,,,1,,,0.29,6,6,6,5,
File,"AddPersonJob.java",,,,,,,1,1,1,1,,5,0,4,0,,,,1,0,1,,,,7,7,3,,,,,,,7,,,0,,,2,2,,3,,,,,,,88,,,,18,,,,50,,,28,19,20,,,,,,,,,29,38,24,,,,14,,,,,,,,,2,2,2,1,,,,1,,,0.40,8,8,8,7,
File,"AllColumns.java",,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,101,,,,23,,,,0,,,0,0,78,,,,,,,,,0,0,0,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"AllTypes.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,14,14,7,,,,,,,14,,,0,,,0,0,,14,,,,,,,87,,,,18,,,,54,,,25,14,15,,,,,,,,,24,39,25,,,,14,,,,,,,,,1,1,1,1,,,,0,,,0.28,14,14,14,14,
File,"AllTypes.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,16,16,8,,,,,,,16,,,0,,,0,0,,16,,,,,,,96,,,,20,,,,61,,,28,16,15,,,,,,,,,27,44,28,,,,16,,,,,,,,,1,1,1,1,,,,0,,,0.25,16,16,16,16,
File,"AllTypesRealmProxy.java",,,,,,,2,2,2,1,,9,0,9,0,,,,1,3,0,,,,20,17,0,,,,,,,20,,,0,,,0,0,,20,,,,,,,238,,,,27,,,,211,,,62,123,0,,,,,,,,,119,161,46,,,,115,,,,,,,,,18,18,18,5,,,,2,,,0.00,46,46,47,24,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,4,0,0,0,19,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,5,0,0,0,31,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,1,0,0,0,19,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,2,0,0,0,19,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,3,0,0,0,18,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,3,0,0,0,18,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,5,0,0,0,19,0,0,,,16,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.84,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,5,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AndroidManifest.xml",,,,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,4,0,0,0,31,0,0,,,0,0,0,0,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,,,0.00,0,0,0,0,
File,"AnnotationNameConventions.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,10,10,5,,,,,,,10,,,0,,,0,0,,10,,,,,,,68,,,,14,,,,39,,,18,10,15,,,,,,,,,17,28,18,,,,10,,,,,,,,,1,1,1,1,,,,0,,,0.38,10,10,10,10,
File,"AnnotationTypes.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,6,6,3,,,,,,,6,,,0,,,0,0,,6,,,,,,,53,,,,9,,,,29,,,16,6,15,,,,,,,,,13,20,14,,,,6,,,,,,,,,1,1,1,1,,,,0,,,0.52,6,6,6,6,
File,"BgReaderThread.java",,,,,,,2,2,2,1,,6,0,6,0,,,,1,0,1,,,,3,3,3,,,,,,,3,,,0,,,0,0,,3,,,,,,,61,,,,12,,,,34,,,19,15,15,,,,,,,,,20,26,18,,,,8,,,,,,,,,3,3,3,1,,,,2,,,0.44,5,5,5,3,
File,"BgService.java",,,,,,,2,2,2,1,,9,1,8,0,,,,2,0,2,,,,4,4,2,,,,,,,4,,,0,,,0,1,,3,,,,,,,81,,,,17,,,,49,,,23,24,15,,,,,,,,,29,37,22,,,,15,,,,,,,,,4,4,5,1,,,,3,,,0.31,7,7,8,4,
File,"BgSpawningService.java",,,,,,,1,1,1,1,,6,0,6,0,,,,1,0,2,,,,5,5,5,,,,,,,5,,,0,,,1,0,,4,,,,,,,82,,,,16,,,,51,,,24,26,15,,,,,,,,,31,40,22,,,,18,,,,,,,,,2,2,2,1,,,,1,,,0.29,7,7,7,5,
File,"BgWriterThread.java",,,,,,,2,2,2,1,,7,0,6,0,,,,1,0,1,,,,3,3,3,,,,,,,3,,,0,,,0,0,,3,,,,,,,64,,,,13,,,,35,,,19,16,16,,,,,,,,,22,28,18,,,,10,,,,,,,,,3,3,4,1,,,,2,,,0.46,5,5,6,3,
File,"Booleans.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,6,6,3,,,,,,,6,,,0,,,0,0,,6,,,,,,,49,,,,9,,,,25,,,12,6,15,,,,,,,,,11,18,12,,,,6,,,,,,,,,1,1,1,1,,,,0,,,0.60,6,6,6,6,
File,"BooleansRealmProxy.java",,,,,,,3,3,3,1,,9,0,8,0,,,,1,3,0,,,,12,9,0,,,,,,,12,,,0,,,0,0,,12,,,,,,,146,,,,19,,,,127,,,46,71,0,,,,,,,,,75,101,38,,,,63,,,,,,,,,10,10,10,5,,,,2,,,0.00,30,30,31,16,
File,"Cat.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,2,2,1,,,,,,,2,,,0,,,0,0,,2,,,,,,,31,,,,5,,,,11,,,6,2,15,,,,,,,,,5,8,6,,,,2,,,,,,,,,1,1,1,1,,,,0,,,1.36,2,2,2,2,
File,"Cat.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,3,3,1,,,,,,,3,,,0,,,0,0,,3,,,,,,,38,,,,6,,,,17,,,8,5,15,,,,,,,,,6,10,7,,,,3,,,,,,,,,1,1,1,1,,,,0,,,0.88,3,3,3,3,
File,"Cat.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,2,2,1,,,,,,,2,,,0,,,0,0,,2,,,,,,,32,,,,6,,,,11,,,6,2,15,,,,,,,,,5,8,6,,,,2,,,,,,,,,1,1,1,1,,,,0,,,1.36,2,2,2,2,
File,"Cat.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,14,14,7,,,,,,,14,,,0,,,0,0,,14,,,,,,,88,,,,19,,,,54,,,25,14,15,,,,,,,,,24,39,25,,,,14,,,,,,,,,1,1,1,1,,,,0,,,0.28,14,14,14,14,
File,"City.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,4,4,2,,,,,,,4,,,0,,,0,0,,4,,,,,,,42,,,,9,,,,18,,,9,4,15,,,,,,,,,8,13,9,,,,4,,,,,,,,,1,1,1,1,,,,0,,,0.83,4,4,4,4,
File,"CityAdapter.java",,,,,,,2,2,2,1,,5,0,5,0,,,,1,0,1,,,,6,6,2,,,,,,,6,,,0,,,0,0,,6,,,,,,,86,,,,18,,,,49,,,23,18,19,,,,,,,,,23,34,19,,,,15,,,,,,,,,3,3,3,1,,,,1,,,0.39,10,10,11,6,
File,"CodeGenTest.java",,,,,,,0,0,0,0,,0,0,0,0,,,,2,0,0,,,,0,0,2,,,,,,,0,,,0,,,0,0,,0,,,,,,,16,,,,4,,,,9,,,7,0,4,,,,,,,,,4,6,6,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.44,0,0,0,0,
Function Template,"ColIndexAndTypeValid",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,5,,,,0,,,,5,,,1,2,0,,,,0,0,3,,1,1,1,0,,,0,1,,,1,1,2,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function Template,"ColIndexValid",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,,,,0,,,,13,,,2,8,0,,,,0,0,5,,4,7,10,1,,,1,8,,,4,4,4,1,,2,,,,,0,,,2,0,,0.00,,,,,
File,"ColumnType.java",,,,,,,4,2,9,2,,6,0,6,0,,,,1,1,1,,,,4,5,13,,,,,,,6,,,1,,,1,0,,4,,,,,,,94,,,,12,,,,62,,,24,31,20,,,,,,,,,25,33,13,,,,20,,,,,,,,,10,3,28,3,,,,2,,,0.32,17,9,36,8,
File,"ColumnTypeData.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,1,1,1,,,,,,,1,,,0,,,0,0,,1,,,,,,,27,,,,4,,,,8,,,5,1,15,,,,,,,,,4,6,5,,,,1,,,,,,,,,1,1,1,1,,,,0,,,1.88,1,1,1,1,
File,"ConcurrencyExampleActivity.java",,,,,,,1,1,1,1,,7,0,6,0,,,,2,0,1,,,,13,13,1,,,,,,,13,,,0,,,7,2,,4,,,,,,,163,,,,26,,,,110,,,50,57,28,,,,,,,,,66,83,44,,,,39,,,,,,,,,4,4,4,1,,,,1,,,0.25,16,16,16,13,
File,"Context.java",,,,,,,2,2,2,1,,8,0,8,0,,,,1,0,0,,,,8,8,5,,,,,,,8,,,0,,,0,1,,7,,,,,,,111,,,,17,,,,74,,,17,39,20,,,,,,,,,28,51,21,,,,30,,,,,,,,,5,5,5,1,,,,1,,,0.27,16,16,17,8,
Function,"CreateJMixedFromMixed",,,,3,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,85,,,,3,,,,81,,,17,58,2,,,,0,0,20,,4027,37,62,16,,,2,44,,,25,15,25,23,,88,,,,,86,,,2,86,,0.02,,,,,
File,"CyclicType.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,6,6,3,,,,,,,6,,,0,,,0,0,,6,,,,,,,35,,,,9,,,,26,,,13,6,0,,,,,,,,,12,19,13,,,,6,,,,,,,,,1,1,1,1,,,,0,,,0.00,6,6,6,6,
File,"DataProviderUtil.java",,,,,,,1,1,1,1,,4,0,4,0,,,,1,1,0,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,15,,,,5,,,,10,,,7,2,0,,,,,,,,,6,8,7,,,,1,,,,,,,,,1,1,1,1,,,,0,,,0.00,1,1,1,1,
File,"DefineTable.java",,,,,,,1,1,1,1,,1,0,1,0,,,,1,0,0,,,,4,4,0,,,,,,,4,,,4,,,0,0,,0,,,,,,,41,,,,8,,,,13,,,12,0,20,,,,,,,,,9,10,10,,,,0,,,,,,,,,1,1,1,1,,,,0,,,1.54,4,4,4,4,
File,"Dog.java",,,,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,47,,,,10,,,,0,,,0,0,37,,,,,,,,,0,0,0,,,,0,,,,,,,,,0,0,0,0,,,,0,,,0.00,0,0,0,0,
File,"Dog.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,2,2,1,,,,,,,2,,,0,,,0,0,,2,,,,,,,31,,,,5,,,,11,,,6,2,15,,,,,,,,,5,8,6,,,,2,,,,,,,,,1,1,1,1,,,,0,,,1.36,2,2,2,2,
File,"Dog.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,3,3,1,,,,,,,3,,,0,,,0,0,,3,,,,,,,38,,,,6,,,,17,,,8,5,15,,,,,,,,,6,10,7,,,,3,,,,,,,,,1,1,1,1,,,,0,,,0.88,3,3,3,3,
File,"Dog.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,2,2,1,,,,,,,2,,,0,,,0,0,,2,,,,,,,32,,,,6,,,,11,,,6,2,15,,,,,,,,,5,8,6,,,,2,,,,,,,,,1,1,1,1,,,,0,,,1.36,2,2,2,2,
File,"Dog.java",,,,,,,1,1,1,1,,3,0,3,0,,,,1,0,0,,,,14,14,7,,,,,,,14,,,0,,,0,0,,14,,,,,,,91,,,,20,,,,56,,,27,14,15,,,,,,,,,25,40,26,,,,14,,,,,,,,,1,1,1,1,,,,0,,,0.27,14,14,14,14,
File,"EmployeeData.java",,,,,,,5,2,5,1,,16,0,16,0,,,,1,0,0,,,,2,2,8,,,,,,,2,,,0,,,0,0,,2,,,,,,,53,,,,7,,,,46,,,15,27,0,,,,,,,,,29,33,15,,,,18,,,,,,,,,9,2,9,1,,,,1,,,0.00,10,3,10,2,
File,"EmployeesFixture.java",,,,,,,2,2,2,1,,9,2,7,0,,,,1,1,2,,,,1,0,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,27,,,,8,,,,19,,,13,10,0,,,,,,,,,9,12,8,,,,4,,,,,,,,,2,2,2,1,,,,1,,,0.00,2,2,2,1,
File,"EncryptionExampleActivity.java",,,,,,,2,2,2,1,,21,2,16,2,,,,1,0,1,,,,5,5,1,,,,,,,5,,,0,,,3,2,,0,,,,,,,158,,,,27,,,,102,,,40,64,30,,,,,,,,,62,75,37,,,,38,,,,,,,,,4,4,4,1,,,,3,,,0.29,11,11,11,5,
File,"ExtraTests.java",,,,,,,2,2,2,1,,8,0,7,0,,,,4,2,1,,,,11,9,3,,,,,,,11,,,0,,,2,2,,7,,,,,,,123,,,,19,,,,104,,,34,53,0,,,,,,,,,49,76,36,,,,40,,,,,,,,,7,7,8,1,,,,3,,,0.00,23,23,25,11,
Function,"GetBinaryData",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,,,,0,,,,15,,,3,10,0,,,,0,0,6,,3,8,10,2,,,0,8,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,,
Function,"GetClass",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,,1,,,,11,,,3,7,0,,,,0,0,5,,2,6,7,2,,,0,5,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetClassMixed",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,2,0,,,,0,0,2,,1,2,2,1,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"GetClassTableSpec",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,2,0,,,,0,0,2,,1,2,2,1,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"GetColumnTypeFromJColumnType",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,1,,,,8,,,3,5,0,,,,0,0,3,,2,4,5,2,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Static Function,"GetFieldIDColumnType",,,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,1,,,,12,,,3,8,0,,,,0,0,4,,3,6,8,2,,,0,6,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,,
Function,"GetJColumnTypeFromColumnType",,,,5,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,,,,5,,,,12,,,2,8,29,,,,0,0,3,,12,11,16,1,,,4,11,,,6,6,6,1,,5,,,,,0,,,2,0,,2.42,,,,,
Function,"GetMemUsage",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"GetMixedBinaryType",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedBooleanValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedByteArrayValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedByteBufferValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedDateTimeValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedDoubleValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedFloatValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedIntValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetMixedMethodID",,,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,,,,1,,,,12,,,3,8,0,,,,0,0,4,,3,6,8,2,,,0,6,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,,
Function,"GetMixedObjectType",,,,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,1,,,,8,,,3,5,2,,,,0,0,4,,2,4,5,2,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.25,,,,,
Function,"GetMixedStringValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,1,,,,7,,,2,4,0,,,,0,0,3,,2,4,5,1,,,1,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"GetTableSpecMethodID",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,,,,0,,,,13,,,3,8,0,,,,0,0,4,,3,6,8,2,,,0,6,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,,
File,"GridViewExampleActivity.java",,,,,,,2,2,2,1,,15,2,9,2,,,,1,0,1,,,,6,6,3,,,,,,,6,,,0,,,1,2,,3,,,,,,,146,,,,30,,,,85,,,42,45,32,,,,,,,,,60,71,39,,,,32,,,,,,,,,3,3,3,1,,,,1,,,0.38,9,9,9,6,
File,"Group.java",,,,,,,1,1,1,1,,5,0,5,0,,,,2,0,0,,,,41,29,7,,,,,,,29,,,1,,,4,3,,21,,,,,,,320,,,,58,,,,187,,,62,93,76,,,,,,,,,95,139,56,,,,83,,,,,,,,,5,5,6,4,,,,2,,,0.41,45,45,47,30,
File,"IOException.java",,,,,,,1,1,1,1,,2,0,2,0,,,,1,0,0,,,,4,4,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,37,,,,7,,,,15,,,7,3,15,,,,,,,,,4,9,6,,,,3,,,,,,,,,1,1,1,1,,,,0,,,1.00,4,4,4,4,
File,"Ignore.java",,,,,,,0,0,0,0,,0,0,0,0,,,,1,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,21,,,,3,,,,3,,,2,0,15,,,,,,,,,1,2,2,,,,0,,,,,,,,,0,0,0,0,,,,0,,,5.00,0,0,0,0,
File,"IllegalMixedTypeException.java",,,,,,,1,1,1,1,,2,0,2,0,,,,1,0,0,,,,4,4,0,,,,,,,4,,,0,,,0,0,,4,,,,,,,37,,,,7,,,,15,,,7,3,15,,,,,,,,,4,9,6,,,,3,,,,,,,,,1,1,1,1,,,,0,,,1.00,4,4,4,4,
File,"ImplicitTransaction.java",,,,,,,1,1,1,1,,4,0,4,0,,,,1,0,0,,,,7,7,1,,,,,,,7,,,0,,,0,1,,6,,,,,,,61,,,,11,,,,35,,,10,16,16,,,,,,,,,14,24,10,,,,14,,,,,,,,,2,2,2,1,,,,1,,,0.46,9,9,9,7,
File,"Index.java",,,,,,,0,0,0,0,,0,0,0,0,,,,1,0,0,,,,0,0,0,,,,,,,0,,,0,,,0,0,,0,,,,,,,26,,,,3,,,,3,,,2,0,20,,,,,,,,,1,2,2,,,,0,,,,,,,,,0,0,0,0,,,,0,,,6.67,0,0,0,0,
Function Template,"IndexAndTypeValid",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,0,,,,5,,,1,2,0,,,,0,0,3,,1,1,1,0,,,0,1,,,1,1,2,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function Template,"IndexValid",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,0,,,,5,,,1,2,0,,,,0,0,3,,1,1,1,0,,,0,1,,,1,1,2,1,,0,,,,,0,,,0,0,,0.00,,,,,
File,"IntroExampleActivity.java",,,,,,,1,1,1,1,,17,2,12,2,,,,2,0,1,,,,10,10,2,,,,,,,10,,,0,,,6,4,,0,,,,,,,211,,,,42,,,,130,,,42,90,41,,,,,,,,,96,112,44,,,,68,,,,,,,,,5,5,5,1,,,,2,,,0.32,14,14,14,10,
File,"JNIBinaryTypeTest.java",,,,,,,1,1,1,1,,5,0,4,1,,,,1,0,0,,,,2,2,2,,,,,,,2,,,0,,,0,0,,2,,,,,,,26,,,,8,,,,16,,,9,5,2,,,,,,,,,8,11,7,,,,4,,,,,,,,,1,1,1,1,,,,0,,,0.13,2,2,2,2,
File,"JNICloseTest.java",,,,,,,3,3,3,1,,20,3,16,1,,,,1,0,0,,,,5,5,0,,,,,,,5,,,0,,,0,0,,5,,,,,,,170,,,,32,,,,89,,,30,65,49,,,,,,,,,69,88,32,,,,56,,,,,,,,,6,6,6,1,,,,2,,,0.55,17,17,17,5,
File,"JNIColumnInfoTest.java",,,,,,,1,1,1,1,,9,3,6,0,,,,1,0,0,,,,3,3,1,,,,,,,3,,,0,,,0,0,,3,,,,,,,42,,,,18,,,,24,,,9,12,0,,,,,,,,,15,19,8,,,,11,,,,,,,,,1,1,1,1,,,,0,,,0.00,3,3,3,3,
File,"JNIDistinctTest.java",,,,,,,2,2,2,1,,11,0,10,0,,,,1,0,0,,,,5,5,1,,,,,,,5,,,1,,,0,0,,4,,,,,,,73,,,,12,,,,59,,,15,40,2,,,,,,,,,37,46,14,,,,32,,,,,,,,,2,2,2,1,,,,1,,,0.03,8,8,8,5,
