Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceVariable,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountDeclClassMethod,CountDeclFile,CountLineCode,RatioCommentToCode,CountDeclFunction
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.R,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T0,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T1,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T2,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T3,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T4,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T5,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T6,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T7,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T8,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.NullFunction.T9,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Method,rx.internal.util.UtilityFunctions.NullFunction.call,,,,,,,,,,3,0,
Public Static Generic Method,rx.internal.util.UtilityFunctions.alwaysFalse,,,,,,,,,,3,1.67,
TypeVariable,rx.internal.util.UtilityFunctions.alwaysFalse.T,0,0,0,0,0,0,0,0,,0,0,
Public Static Generic Method,rx.internal.util.UtilityFunctions.alwaysTrue,,,,,,,,,,3,1.67,
TypeVariable,rx.internal.util.UtilityFunctions.alwaysTrue.T,0,0,0,0,0,0,0,0,,0,0,
Public Static Generic Method,rx.internal.util.UtilityFunctions.identity,,,,,,,,,,8,0.63,
Class,rx.internal.util.UtilityFunctions.identity.(Anon_1),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.util.UtilityFunctions.identity.(Anon_1).call,,,,,,,,,,3,0,
TypeVariable,rx.internal.util.UtilityFunctions.identity.T,0,0,0,0,0,0,0,0,,0,0,
Public Static Generic Method,rx.internal.util.UtilityFunctions.returnNull,,,,,,,,,,3,1.67,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.R,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T0,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T1,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T2,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T3,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T4,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T5,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T6,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T7,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T8,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.internal.util.UtilityFunctions.returnNull.T9,0,0,0,0,0,0,0,0,,0,0,
Package,rx.internal.util.atomic,,,3,,,,38,0,4,166,1.17,
Abstract Generic Class,rx.internal.util.atomic.BaseLinkedAtomicQueue,6,2,2,46,0,59,13,0,,49,0.39,
Public Constructor,rx.internal.util.atomic.BaseLinkedAtomicQueue.BaseLinkedAtomicQueue,,,,,,,,,,4,0,
TypeVariable,rx.internal.util.atomic.BaseLinkedAtomicQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.isEmpty,,,,,,,,,,3,3.33,
Public Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.iterator,,,,,,,,,,3,0,
Protected Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.lpConsumerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.lpProducerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.lvConsumerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.lvProducerNode,,,,,,,,,,3,0,
Public Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.size,,,,,,,,,,12,0.75,
Protected Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.spConsumerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.spProducerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.atomic.BaseLinkedAtomicQueue.xchgProducerNode,,,,,,,,,,3,0,
Public Generic Class,rx.internal.util.atomic.LinkedQueueNode,0,0,1,32,0,85,7,0,,25,0.24,
TypeVariable,rx.internal.util.atomic.LinkedQueueNode.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.atomic.LinkedQueueNode.LinkedQueueNode,,,,,,,,,,2,0,
Public Constructor,rx.internal.util.atomic.LinkedQueueNode.LinkedQueueNode,,,,,,,,,,3,0,
Public Method,rx.internal.util.atomic.LinkedQueueNode.getAndNullValue,,,,,,,,,,5,1,
Public Method,rx.internal.util.atomic.LinkedQueueNode.lpValue,,,,,,,,,,3,0,
Public Method,rx.internal.util.atomic.LinkedQueueNode.lvNext,,,,,,,,,,3,0,
Public Method,rx.internal.util.atomic.LinkedQueueNode.soNext,,,,,,,,,,3,0,
Public Method,rx.internal.util.atomic.LinkedQueueNode.spValue,,,,,,,,,,3,0,
Public Generic Class,rx.internal.util.atomic.MpscLinkedAtomicQueue,3,0,0,50,1,0,11,0,,47,0.94,
TypeVariable,rx.internal.util.atomic.MpscLinkedAtomicQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.atomic.MpscLinkedAtomicQueue.MpscLinkedAtomicQueue,,,,,,,,,,6,0.17,
Public Method,rx.internal.util.atomic.MpscLinkedAtomicQueue.offer,,,,,,,,,,9,2.11,
Public Method,rx.internal.util.atomic.MpscLinkedAtomicQueue.peek,,,,,,,,,,12,0.25,
Public Method,rx.internal.util.atomic.MpscLinkedAtomicQueue.poll,,,,,,,,,,16,1.31,
Public Generic Class,rx.internal.util.atomic.SpscLinkedAtomicQueue,3,0,0,50,1,0,7,0,,37,0.84,
TypeVariable,rx.internal.util.atomic.SpscLinkedAtomicQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.atomic.SpscLinkedAtomicQueue.SpscLinkedAtomicQueue,,,,,,,,,,7,0.14,
Public Method,rx.internal.util.atomic.SpscLinkedAtomicQueue.offer,,,,,,,,,,9,1.67,
Public Method,rx.internal.util.atomic.SpscLinkedAtomicQueue.peek,,,,,,,,,,8,0,
Public Method,rx.internal.util.atomic.SpscLinkedAtomicQueue.poll,,,,,,,,,,9,1.67,
Package,rx.internal.util.unsafe,,,232,,,,148,8,11,776,0.78,
Abstract Generic Class,rx.internal.util.unsafe.BaseLinkedQueue,5,2,16,44,4,100,5,0,,23,1.22,
TypeVariable,rx.internal.util.unsafe.BaseLinkedQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.util.unsafe.BaseLinkedQueue.isEmpty,,,,,,,,,,3,3.33,
Public Method,rx.internal.util.unsafe.BaseLinkedQueue.iterator,,,,,,,,,,3,0,
Public Method,rx.internal.util.unsafe.BaseLinkedQueue.size,,,,,,,,,,12,0.92,
Abstract Generic Class,rx.internal.util.unsafe.BaseLinkedQueueConsumerNodeRef,5,1,1,41,3,50,3,0,,13,0,
TypeVariable,rx.internal.util.unsafe.BaseLinkedQueueConsumerNodeRef.E,0,0,0,0,0,0,0,0,,0,0,
Protected Method,rx.internal.util.unsafe.BaseLinkedQueueConsumerNodeRef.lpConsumerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.BaseLinkedQueueConsumerNodeRef.lvConsumerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.BaseLinkedQueueConsumerNodeRef.spConsumerNode,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.BaseLinkedQueuePad0,0,1,16,35,0,0,0,0,,4,0,
TypeVariable,rx.internal.util.unsafe.BaseLinkedQueuePad0.E,0,0,0,0,0,0,0,0,,0,0,
Abstract Generic Class,rx.internal.util.unsafe.BaseLinkedQueuePad1,0,1,16,38,2,0,0,0,,3,0,
TypeVariable,rx.internal.util.unsafe.BaseLinkedQueuePad1.E,0,0,0,0,0,0,0,0,,0,0,
Abstract Generic Class,rx.internal.util.unsafe.BaseLinkedQueueProducerNodeRef,5,1,1,38,1,50,3,0,,13,0,
TypeVariable,rx.internal.util.unsafe.BaseLinkedQueueProducerNodeRef.E,0,0,0,0,0,0,0,0,,0,0,
Protected Method,rx.internal.util.unsafe.BaseLinkedQueueProducerNodeRef.lpProducerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.BaseLinkedQueueProducerNodeRef.lvProducerNode,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.BaseLinkedQueueProducerNodeRef.spProducerNode,,,,,,,,,,3,0,
Public Abstract Generic Class,rx.internal.util.unsafe.ConcurrentCircularArrayQueue,9,3,3,48,1,87,14,0,,66,1.23,
Public Constructor,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.ConcurrentCircularArrayQueue,,,,,,,,,,5,0.2,
TypeVariable,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.E,0,0,0,0,0,0,0,0,,0,0,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.calcElementOffset,,,,,,,,,,3,1.33,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.calcElementOffset,,,,,,,,,,3,1.67,
Public Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.clear,,,,,,,,,,4,0.25,
Public Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.iterator,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.lpElement,,,,,,,,,,3,2,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.lpElement,,,,,,,,,,3,2.33,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.lvElement,,,,,,,,,,3,2.33,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.lvElement,,,,,,,,,,3,2,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.soElement,,,,,,,,,,3,2.33,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.soElement,,,,,,,,,,3,2,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.spElement,,,,,,,,,,3,2,
Protected Method,rx.internal.util.unsafe.ConcurrentCircularArrayQueue.spElement,,,,,,,,,,3,2.33,
Abstract Generic Class,rx.internal.util.unsafe.ConcurrentCircularArrayQueueL0Pad,0,1,16,35,0,0,0,0,,4,0,
TypeVariable,rx.internal.util.unsafe.ConcurrentCircularArrayQueueL0Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Abstract Generic Class,rx.internal.util.unsafe.ConcurrentSequencedCircularArrayQueue,3,1,2,52,2,81,5,0,,31,0.06,
Public Constructor,rx.internal.util.unsafe.ConcurrentSequencedCircularArrayQueue.ConcurrentSequencedCircularArrayQueue,,,,,,,,,,8,0.13,
TypeVariable,rx.internal.util.unsafe.ConcurrentSequencedCircularArrayQueue.E,0,0,0,0,0,0,0,0,,0,0,
Protected Method,rx.internal.util.unsafe.ConcurrentSequencedCircularArrayQueue.calcSequenceOffset,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.ConcurrentSequencedCircularArrayQueue.lvSequence,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.ConcurrentSequencedCircularArrayQueue.soSequence,,,,,,,,,,3,0,
Generic Interface,rx.internal.util.unsafe.MessagePassingQueue,0,1,0,5,0,0,5,0,,7,4.29,
TypeVariable,rx.internal.util.unsafe.MessagePassingQueue.M,0,0,0,0,0,0,0,0,,0,0,
Abstract Method,rx.internal.util.unsafe.MessagePassingQueue.isEmpty,,,,,,,,,,1,5,
Abstract Method,rx.internal.util.unsafe.MessagePassingQueue.offer,,,,,,,,,,1,7,
Abstract Method,rx.internal.util.unsafe.MessagePassingQueue.peek,,,,,,,,,,1,6,
Abstract Method,rx.internal.util.unsafe.MessagePassingQueue.poll,,,,,,,,,,1,6,
Abstract Method,rx.internal.util.unsafe.MessagePassingQueue.size,,,,,,,,,,1,6,
Public Generic Class,rx.internal.util.unsafe.MpmcArrayQueue,4,0,15,66,7,100,18,0,,89,0.82,
TypeVariable,rx.internal.util.unsafe.MpmcArrayQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.MpmcArrayQueue.MpmcArrayQueue,,,,,,,,,,3,0,
Public Method,rx.internal.util.unsafe.MpmcArrayQueue.isEmpty,,,,,,,,,,3,1.33,
Public Method,rx.internal.util.unsafe.MpmcArrayQueue.offer,,,,,,,,,,29,0.55,
Public Method,rx.internal.util.unsafe.MpmcArrayQueue.peek,,,,,,,,,,9,0.22,
Public Method,rx.internal.util.unsafe.MpmcArrayQueue.poll,,,,,,,,,,26,0.81,
Public Method,rx.internal.util.unsafe.MpmcArrayQueue.size,,,,,,,,,,11,0.55,
Abstract Generic Class,rx.internal.util.unsafe.MpmcArrayQueueConsumerField,5,1,1,60,6,66,3,0,,20,0,
TypeVariable,rx.internal.util.unsafe.MpmcArrayQueueConsumerField.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.MpmcArrayQueueConsumerField.MpmcArrayQueueConsumerField,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.MpmcArrayQueueConsumerField.casConsumerIndex,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.MpmcArrayQueueConsumerField.lvConsumerIndex,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.MpmcArrayQueueL1Pad,0,1,15,53,3,100,1,0,,7,0,
TypeVariable,rx.internal.util.unsafe.MpmcArrayQueueL1Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.MpmcArrayQueueL1Pad.MpmcArrayQueueL1Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.MpmcArrayQueueL2Pad,0,1,15,57,5,100,1,0,,6,0,
TypeVariable,rx.internal.util.unsafe.MpmcArrayQueueL2Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.MpmcArrayQueueL2Pad.MpmcArrayQueueL2Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.MpmcArrayQueueProducerField,5,1,1,56,4,66,3,0,,20,0,
TypeVariable,rx.internal.util.unsafe.MpmcArrayQueueProducerField.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.MpmcArrayQueueProducerField.MpmcArrayQueueProducerField,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.MpmcArrayQueueProducerField.casProducerIndex,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.MpmcArrayQueueProducerField.lvProducerIndex,,,,,,,,,,3,0,
Public Generic Class,rx.internal.util.unsafe.MpscLinkedQueue,6,0,0,49,5,0,13,0,,53,0.83,
TypeVariable,rx.internal.util.unsafe.MpscLinkedQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.MpscLinkedQueue.MpscLinkedQueue,,,,,,,,,,4,0.25,
Public Method,rx.internal.util.unsafe.MpscLinkedQueue.offer,,,,,,,,,,9,2.11,
Public Method,rx.internal.util.unsafe.MpscLinkedQueue.peek,,,,,,,,,,12,0.25,
Public Method,rx.internal.util.unsafe.MpscLinkedQueue.poll,,,,,,,,,,16,1.31,
Protected Method,rx.internal.util.unsafe.MpscLinkedQueue.xchgProducerNode,,,,,,,,,,7,0,
Public Class,rx.internal.util.unsafe.Pow2,2,0,0,15,0,0,3,2,,10,1.3,
Private Constructor,rx.internal.util.unsafe.Pow2.Pow2,,,,,,,,,,3,0,
Public Static Method,rx.internal.util.unsafe.Pow2.isPowerOfTwo,,,,,,,,,,3,2,
Public Static Method,rx.internal.util.unsafe.Pow2.roundToPowerOfTwo,,,,,,,,,,3,2.33,
Public Generic Class,rx.internal.util.unsafe.SpmcArrayQueue,2,0,0,67,9,0,18,0,,81,0.2,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueue.SpmcArrayQueue,,,,,,,,,,3,0,
Public Method,rx.internal.util.unsafe.SpmcArrayQueue.isEmpty,,,,,,,,,,3,1.33,
Public Method,rx.internal.util.unsafe.SpmcArrayQueue.offer,,,,,,,,,,21,0.14,
Public Method,rx.internal.util.unsafe.SpmcArrayQueue.peek,,,,,,,,,,17,0,
Public Method,rx.internal.util.unsafe.SpmcArrayQueue.poll,,,,,,,,,,20,0.2,
Public Method,rx.internal.util.unsafe.SpmcArrayQueue.size,,,,,,,,,,11,0.45,
Abstract Generic Class,rx.internal.util.unsafe.SpmcArrayQueueConsumerField,5,1,1,56,5,66,3,0,,20,0,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueueConsumerField.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueueConsumerField.SpmcArrayQueueConsumerField,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.SpmcArrayQueueConsumerField.casHead,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.SpmcArrayQueueConsumerField.lvConsumerIndex,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpmcArrayQueueL1Pad,0,1,15,49,2,100,1,0,,7,0,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueueL1Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueueL1Pad.SpmcArrayQueueL1Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpmcArrayQueueL2Pad,0,1,15,53,4,100,1,0,,6,0,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueueL2Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueueL2Pad.SpmcArrayQueueL2Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpmcArrayQueueL3Pad,0,1,15,61,8,100,1,0,,6,0,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueueL3Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueueL3Pad.SpmcArrayQueueL3Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpmcArrayQueueMidPad,0,1,15,57,6,100,1,0,,6,0,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueueMidPad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueueMidPad.SpmcArrayQueueMidPad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpmcArrayQueueProducerField,5,1,1,52,3,66,3,0,,20,0,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueueProducerField.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueueProducerField.SpmcArrayQueueProducerField,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.SpmcArrayQueueProducerField.lvProducerIndex,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.SpmcArrayQueueProducerField.soTail,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpmcArrayQueueProducerIndexCacheField,0,1,1,60,7,33,3,0,,11,0.18,
TypeVariable,rx.internal.util.unsafe.SpmcArrayQueueProducerIndexCacheField.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpmcArrayQueueProducerIndexCacheField.SpmcArrayQueueProducerIndexCacheField,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.SpmcArrayQueueProducerIndexCacheField.lvProducerIndexCache,,,,,,,,,,3,0,
Protected Method,rx.internal.util.unsafe.SpmcArrayQueueProducerIndexCacheField.svProducerIndexCache,,,,,,,,,,3,0,
Public Generic Class,rx.internal.util.unsafe.SpscArrayQueue,3,0,0,63,8,0,13,0,,57,0.47,
TypeVariable,rx.internal.util.unsafe.SpscArrayQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscArrayQueue.SpscArrayQueue,,,,,,,,,,3,0,
Private Method,rx.internal.util.unsafe.SpscArrayQueue.lvConsumerIndex,,,,,,,,,,3,0,
Private Method,rx.internal.util.unsafe.SpscArrayQueue.lvProducerIndex,,,,,,,,,,3,0,
Public Method,rx.internal.util.unsafe.SpscArrayQueue.offer,,,,,,,,,,11,0.73,
Public Method,rx.internal.util.unsafe.SpscArrayQueue.peek,,,,,,,,,,3,1.67,
Public Method,rx.internal.util.unsafe.SpscArrayQueue.poll,,,,,,,,,,12,0.75,
Public Method,rx.internal.util.unsafe.SpscArrayQueue.size,,,,,,,,,,11,0.45,
Private Method,rx.internal.util.unsafe.SpscArrayQueue.soConsumerIndex,,,,,,,,,,3,0,
Private Method,rx.internal.util.unsafe.SpscArrayQueue.soProducerIndex,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpscArrayQueueColdField,2,1,1,49,2,0,1,0,,8,0,
TypeVariable,rx.internal.util.unsafe.SpscArrayQueueColdField.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscArrayQueueColdField.SpscArrayQueueColdField,,,,,,,,,,4,0,
Abstract Generic Class,rx.internal.util.unsafe.SpscArrayQueueConsumerField,5,1,1,53,6,100,1,0,,14,0,
TypeVariable,rx.internal.util.unsafe.SpscArrayQueueConsumerField.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscArrayQueueConsumerField.SpscArrayQueueConsumerField,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpscArrayQueueL1Pad,0,1,15,50,3,100,1,0,,6,0,
TypeVariable,rx.internal.util.unsafe.SpscArrayQueueL1Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscArrayQueueL1Pad.SpscArrayQueueL1Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpscArrayQueueL2Pad,0,1,15,52,5,100,1,0,,6,0,
TypeVariable,rx.internal.util.unsafe.SpscArrayQueueL2Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscArrayQueueL2Pad.SpscArrayQueueL2Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpscArrayQueueL3Pad,0,1,15,54,7,100,1,0,,6,0,
TypeVariable,rx.internal.util.unsafe.SpscArrayQueueL3Pad.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscArrayQueueL3Pad.SpscArrayQueueL3Pad,,,,,,,,,,3,0,
Abstract Generic Class,rx.internal.util.unsafe.SpscArrayQueueProducerFields,5,1,2,51,4,100,1,0,,15,0,
TypeVariable,rx.internal.util.unsafe.SpscArrayQueueProducerFields.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscArrayQueueProducerFields.SpscArrayQueueProducerFields,,,,,,,,,,3,0,
Public Generic Class,rx.internal.util.unsafe.SpscLinkedQueue,3,0,0,48,5,0,7,0,,35,0.89,
TypeVariable,rx.internal.util.unsafe.SpscLinkedQueue.E,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.internal.util.unsafe.SpscLinkedQueue.SpscLinkedQueue,,,,,,,,,,5,0.2,
Public Method,rx.internal.util.unsafe.SpscLinkedQueue.offer,,,,,,,,,,9,1.67,
Public Method,rx.internal.util.unsafe.SpscLinkedQueue.peek,,,,,,,,,,8,0,
Public Method,rx.internal.util.unsafe.SpscLinkedQueue.poll,,,,,,,,,,9,1.67,
Public Class,rx.internal.util.unsafe.UnsafeAccess,9,0,2,19,0,71,14,6,,54,0.72,
Private Constructor,rx.internal.util.unsafe.UnsafeAccess.UnsafeAccess,,,,,,,,,,3,0,
Public Static Method,rx.internal.util.unsafe.UnsafeAccess.addressOf,,,,,,,,,,10,1,
Public Static Method,rx.internal.util.unsafe.UnsafeAccess.compareAndSwapInt,,,,,,,,,,3,0,
Public Static Method,rx.internal.util.unsafe.UnsafeAccess.getAndAddInt,,,,,,,,,,8,0,
Public Static Method,rx.internal.util.unsafe.UnsafeAccess.getAndIncrementInt,,,,,,,,,,8,0,
Public Static Method,rx.internal.util.unsafe.UnsafeAccess.getAndSetInt,,,,,,,,,,7,0,
Public Static Method,rx.internal.util.unsafe.UnsafeAccess.isUnsafeAvailable,,,,,,,,,,3,0,
Package,rx.jmh,,,8,,,,20,0,2,101,0.33,
Public Abstract Class,rx.jmh.InputWithIncrementingInteger,6,16,5,16,0,70,4,0,,70,0.26,
Public Abstract Method,rx.jmh.InputWithIncrementingInteger.getSize,,,,,,,,,,1,0,
Public Method,rx.jmh.InputWithIncrementingInteger.newLatchedObserver,,,,,,,,,,3,0,
Public Method,rx.jmh.InputWithIncrementingInteger.newSubscriber,,,,,,,,,,14,0,
Class,rx.jmh.InputWithIncrementingInteger.newSubscriber.(Anon_5),4,0,0,15,0,0,3,0,,11,0,
Public Method,rx.jmh.InputWithIncrementingInteger.newSubscriber.(Anon_5).onCompleted,,,,,,,,,,2,0,
Public Method,rx.jmh.InputWithIncrementingInteger.newSubscriber.(Anon_5).onError,,,,,,,,,,2,0,
Public Method,rx.jmh.InputWithIncrementingInteger.newSubscriber.(Anon_5).onNext,,,,,,,,,,3,0,
Public Method,rx.jmh.InputWithIncrementingInteger.setup,,,,,,,,,,44,0,
Class,rx.jmh.InputWithIncrementingInteger.setup.(Anon_1),4,0,0,13,0,0,2,0,,8,0,
Public Method,rx.jmh.InputWithIncrementingInteger.setup.(Anon_1).call,,,,,,,,,,6,0,
