Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceVariable,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountDeclClassMethod,CountDeclFile,CountLineCode,RatioCommentToCode,CountDeclFunction
Class,rx.internal.operators.OperatorSwitchTest.testSwitchIssue737.(Anon_23),4,0,0,13,0,0,1,0,,23,0.04,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchIssue737.(Anon_23).call,,,,,,,,,,21,0.05,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchIssue737.(Anon_23).call.(Anon_24),3,0,0,13,0,0,1,0,,8,0.13,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchIssue737.(Anon_23).call.(Anon_24).call,,,,,,,,,,6,0.17,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchIssue737.(Anon_23).call.(Anon_25),3,0,0,13,0,0,1,0,,8,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchIssue737.(Anon_23).call.(Anon_25).call,,,,,,,,,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWhenInnerCompleteBeforeOuter,,,,,,,,,,36,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWhenInnerCompleteBeforeOuter.(Anon_3),4,0,0,13,0,0,1,0,,21,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWhenInnerCompleteBeforeOuter.(Anon_3).call,,,,,,,,,,19,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWhenInnerCompleteBeforeOuter.(Anon_3).call.(Anon_4),3,0,0,13,0,0,1,0,,7,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWhenInnerCompleteBeforeOuter.(Anon_3).call.(Anon_4).call,,,,,,,,,,5,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWhenInnerCompleteBeforeOuter.(Anon_3).call.(Anon_5),3,0,0,13,0,0,1,0,,7,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWhenInnerCompleteBeforeOuter.(Anon_3).call.(Anon_5).call,,,,,,,,,,5,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWhenOuterCompleteBeforeInner,,,,,,,,,,22,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWhenOuterCompleteBeforeInner.(Anon_1),4,0,0,13,0,0,1,0,,13,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWhenOuterCompleteBeforeInner.(Anon_1).call,,,,,,,,,,11,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWhenOuterCompleteBeforeInner.(Anon_1).call.(Anon_2),3,0,0,13,0,0,1,0,,7,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWhenOuterCompleteBeforeInner.(Anon_1).call.(Anon_2).call,,,,,,,,,,5,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithComplete,,,,,,,,,,45,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithComplete.(Anon_6),4,0,0,13,0,0,1,0,,19,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithComplete.(Anon_6).call,,,,,,,,,,17,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithComplete.(Anon_6).call.(Anon_7),3,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithComplete.(Anon_6).call.(Anon_7).call,,,,,,,,,,4,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithComplete.(Anon_6).call.(Anon_8),3,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithComplete.(Anon_6).call.(Anon_8).call,,,,,,,,,,4,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithError,,,,,,,,,,45,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithError.(Anon_9),5,0,0,13,0,0,1,0,,19,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithError.(Anon_9).call,,,,,,,,,,17,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithError.(Anon_9).call.(Anon_10),3,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithError.(Anon_9).call.(Anon_10).call,,,,,,,,,,4,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithError.(Anon_9).call.(Anon_11),3,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithError.(Anon_9).call.(Anon_11).call,,,,,,,,,,4,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete,,,,,,,,,,41,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12),4,0,0,13,0,0,1,0,,23,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12).call,,,,,,,,,,21,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12).call.(Anon_13),3,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12).call.(Anon_13).call,,,,,,,,,,4,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12).call.(Anon_14),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12).call.(Anon_14).call,,,,,,,,,,3,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12).call.(Anon_15),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceComplete.(Anon_12).call.(Anon_15).call,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError,,,,,,,,,,41,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16),4,0,0,13,0,0,1,0,,23,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16).call,,,,,,,,,,21,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16).call.(Anon_17),3,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16).call.(Anon_17).call,,,,,,,,,,4,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16).call.(Anon_18),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16).call.(Anon_18).call,,,,,,,,,,3,0,
Class,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16).call.(Anon_19),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testSwitchWithSubsequenceError.(Anon_16).call.(Anon_19).call,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testUnsubscribe,,,,,,,,,,13,0,
Class,rx.internal.operators.OperatorSwitchTest.testUnsubscribe.(Anon_34),6,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorSwitchTest.testUnsubscribe.(Anon_34).call,,,,,,,,,,4,0,
Public Generic Class,rx.internal.operators.OperatorTake,3,0,1,14,0,0,3,0,,65,0.62,
Public Constructor,rx.internal.operators.OperatorTake.OperatorTake,,,,,,,,,,3,0,
TypeVariable,rx.internal.operators.OperatorTake.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.operators.OperatorTake.call,,,,,,,,,,58,0.26,
Class,rx.internal.operators.OperatorTake.call.(Anon_1),4,0,2,16,0,50,9,0,,49,0.12,
Public Method,rx.internal.operators.OperatorTake.call.(Anon_1).onCompleted,,,,,,,,,,5,0,
Public Method,rx.internal.operators.OperatorTake.call.(Anon_1).onError,,,,,,,,,,5,0,
Public Method,rx.internal.operators.OperatorTake.call.(Anon_1).onNext,,,,,,,,,,12,0,
Public Method,rx.internal.operators.OperatorTake.call.(Anon_1).setProducer,,,,,,,,,,20,0.3,
Class,rx.internal.operators.OperatorTake.call.(Anon_1).setProducer.(Anon_2),5,0,1,13,0,0,5,0,,17,0.18,
Public Method,rx.internal.operators.OperatorTake.call.(Anon_1).setProducer.(Anon_2).request,,,,,,,,,,14,0.14,
Public Generic Class,rx.internal.operators.OperatorTakeLast,7,0,1,14,0,50,3,0,,42,0.57,
Public Constructor,rx.internal.operators.OperatorTakeLast.OperatorTakeLast,,,,,,,,,,6,0,
TypeVariable,rx.internal.operators.OperatorTakeLast.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.operators.OperatorTakeLast.call,,,,,,,,,,32,0.13,
Class,rx.internal.operators.OperatorTakeLast.call.(Anon_1),7,0,0,16,0,0,6,0,,25,0.16,
Public Method,rx.internal.operators.OperatorTakeLast.call.(Anon_1).onCompleted,,,,,,,,,,4,0,
Public Method,rx.internal.operators.OperatorTakeLast.call.(Anon_1).onError,,,,,,,,,,4,0,
Public Method,rx.internal.operators.OperatorTakeLast.call.(Anon_1).onNext,,,,,,,,,,9,0.22,
Public Method,rx.internal.operators.OperatorTakeLast.call.(Anon_1).onStart,,,,,,,,,,3,0.33,
Public Generic Class,rx.internal.operators.OperatorTakeLastOne,5,0,0,15,0,0,3,1,,103,0.4,
Private Static Class,rx.internal.operators.OperatorTakeLastOne.Holder,1,0,0,12,0,0,0,0,,3,0,
Private Constructor,rx.internal.operators.OperatorTakeLastOne.OperatorTakeLastOne,,,,,,,,,,2,0,
Private Static Generic Class,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber,4,0,3,28,1,60,22,0,,79,0.52,
Constructor,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber.ParentSubscriber,,,,,,,,,,3,0,
TypeVariable,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber.T,0,0,0,0,0,0,0,0,,0,0,
Private Method,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber.emit,,,,,,,,,,18,0.5,
Public Method,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber.onCompleted,,,,,,,,,,20,0.45,
Public Method,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber.onError,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber.onNext,,,,,,,,,,3,0,
Method,rx.internal.operators.OperatorTakeLastOne.ParentSubscriber.requestMore,,,,,,,,,,19,0.42,
TypeVariable,rx.internal.operators.OperatorTakeLastOne.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.operators.OperatorTakeLastOne.call,,,,,,,,,,11,0,
Class,rx.internal.operators.OperatorTakeLastOne.call.(Anon_1),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeLastOne.call.(Anon_1).request,,,,,,,,,,3,0,
Public Static Generic Method,rx.internal.operators.OperatorTakeLastOne.instance,,,,,,,,,,3,0,
TypeVariable,rx.internal.operators.OperatorTakeLastOne.instance.T,0,0,0,0,0,0,0,0,,0,0,
Public Class,rx.internal.operators.OperatorTakeLastOneTest,11,0,0,18,0,0,6,0,,87,0,
Private Static Generic Class,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber,4,0,2,28,1,75,6,0,,23,0,
Constructor,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber.MySubscriber,,,,,,,,,,3,0,
TypeVariable,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber.onCompleted,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber.onError,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber.onNext,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber.onStart,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.MySubscriber.requestMore,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testLastOfEmptyReturnsEmpty,,,,,,,,,,8,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testLastOfManyReturnsLast,,,,,,,,,,8,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testLastOfOneReturnsLast,,,,,,,,,,8,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testLastWithBackpressure,,,,,,,,,,7,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testTakeLastZeroProcessesAllItemsButIgnoresThem,,,,,,,,,,12,0,
Class,rx.internal.operators.OperatorTakeLastOneTest.testTakeLastZeroProcessesAllItemsButIgnoresThem.(Anon_2),4,0,0,13,0,0,1,0,,4,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testTakeLastZeroProcessesAllItemsButIgnoresThem.(Anon_2).call,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testUnsubscribesFromUpstream,,,,,,,,,,12,0,
Class,rx.internal.operators.OperatorTakeLastOneTest.testUnsubscribesFromUpstream.(Anon_1),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeLastOneTest.testUnsubscribesFromUpstream.(Anon_1).call,,,,,,,,,,3,0,
Public Class,rx.internal.operators.OperatorTakeLastTest,18,0,0,28,0,0,16,0,,225,0.09,
Private Method,rx.internal.operators.OperatorTakeLastTest.newSlowProcessor,,,,,,,,,,15,0,
Class,rx.internal.operators.OperatorTakeLastTest.newSlowProcessor.(Anon_1),4,0,1,13,0,0,3,0,,12,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.newSlowProcessor.(Anon_1).call,,,,,,,,,,9,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testBackpressure1,,,,,,,,,,7,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testBackpressure2,,,,,,,,,,7,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest1,,,,,,,,,,18,0.06,
Class,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest1.(Anon_2),4,0,0,16,0,0,4,0,,15,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest1.(Anon_2).onCompleted,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest1.(Anon_2).onError,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest1.(Anon_2).onNext,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest1.(Anon_2).onStart,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest2,,,,,,,,,,18,0.06,
Class,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest2.(Anon_3),3,0,0,16,0,0,4,0,,15,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest2.(Anon_3).onCompleted,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest2.(Anon_3).onError,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest2.(Anon_3).onNext,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest2.(Anon_3).onStart,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest3,,,,,,,,,,18,0.06,
Class,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest3.(Anon_4),4,0,0,16,0,0,4,0,,15,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest3.(Anon_4).onCompleted,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest3.(Anon_4).onError,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest3.(Anon_4).onNext,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest3.(Anon_4).onStart,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest4,,,,,,,,,,18,0.06,
Class,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest4.(Anon_5),4,0,0,16,0,0,4,0,,15,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest4.(Anon_5).onCompleted,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest4.(Anon_5).onError,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest4.(Anon_5).onNext,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIgnoreRequest4.(Anon_5).onStart,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testIssue1522,,,,,,,,,,8,0.13,
Public Method,rx.internal.operators.OperatorTakeLastTest.testRequestOverflow,,,,,,,,,,20,0,
Class,rx.internal.operators.OperatorTakeLastTest.testRequestOverflow.(Anon_7),6,0,0,16,0,0,4,0,,15,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testRequestOverflow.(Anon_7).onCompleted,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testRequestOverflow.(Anon_7).onError,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testRequestOverflow.(Anon_7).onNext,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testRequestOverflow.(Anon_7).onStart,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testTakeLast1,,,,,,,,,,13,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testTakeLast2,,,,,,,,,,10,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testTakeLastEmpty,,,,,,,,,,10,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testTakeLastWithNegativeCount,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testTakeLastWithNull,,,,,,,,,,12,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testTakeLastWithZeroCount,,,,,,,,,,10,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testUnsubscribeTakesEffectEarlyOnFastPath,,,,,,,,,,21,0,
Class,rx.internal.operators.OperatorTakeLastTest.testUnsubscribeTakesEffectEarlyOnFastPath.(Anon_6),6,0,0,16,0,0,4,0,,16,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testUnsubscribeTakesEffectEarlyOnFastPath.(Anon_6).onCompleted,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testUnsubscribeTakesEffectEarlyOnFastPath.(Anon_6).onError,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testUnsubscribeTakesEffectEarlyOnFastPath.(Anon_6).onNext,,,,,,,,,,4,0,
Public Method,rx.internal.operators.OperatorTakeLastTest.testUnsubscribeTakesEffectEarlyOnFastPath.(Anon_6).onStart,,,,,,,,,,3,0,
Public Generic Class,rx.internal.operators.OperatorTakeLastTimed,10,0,3,15,0,33,4,0,,67,0.36,
Public Constructor,rx.internal.operators.OperatorTakeLastTimed.OperatorTakeLastTimed,,,,,,,,,,8,0,
Public Constructor,rx.internal.operators.OperatorTakeLastTimed.OperatorTakeLastTimed,,,,,,,,,,5,0,
TypeVariable,rx.internal.operators.OperatorTakeLastTimed.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.internal.operators.OperatorTakeLastTimed.call,,,,,,,,,,48,0.08,
Class,rx.internal.operators.OperatorTakeLastTimed.call.(Anon_1),8,0,0,17,0,0,8,0,,40,0.1,
Public Method,rx.internal.operators.OperatorTakeLastTimed.call.(Anon_1).onCompleted,,,,,,,,,,6,0,
Public Method,rx.internal.operators.OperatorTakeLastTimed.call.(Anon_1).onError,,,,,,,,,,5,0,
Public Method,rx.internal.operators.OperatorTakeLastTimed.call.(Anon_1).onNext,,,,,,,,,,6,0,
Public Method,rx.internal.operators.OperatorTakeLastTimed.call.(Anon_1).onStart,,,,,,,,,,3,0.33,
Protected Method,rx.internal.operators.OperatorTakeLastTimed.call.(Anon_1).runEvictionPolicy,,,,,,,,,,15,0.13,
Public Class,rx.internal.operators.OperatorTakeLastTimedTest,10,0,0,18,0,0,6,0,,130,0.35,
Public Method,rx.internal.operators.OperatorTakeLastTimedTest.takeLastTimed,,,,,,,,,,26,0.23,
Public Method,rx.internal.operators.OperatorTakeLastTimedTest.takeLastTimedDelayCompletion,,,,,,,,,,23,0.26,
Public Method,rx.internal.operators.OperatorTakeLastTimedTest.takeLastTimedThrowingSource,,,,,,,,,,23,0.26,
Public Method,rx.internal.operators.OperatorTakeLastTimedTest.takeLastTimedWithCapacity,,,,,,,,,,24,0.25,
Public Method,rx.internal.operators.OperatorTakeLastTimedTest.takeLastTimedWithZeroCapacity,,,,,,,,,,23,0.26,
Public Method,rx.internal.operators.OperatorTakeLastTimedTest.testTakeLastTimedWithNegativeCount,,,,,,,,,,3,0,
Public Class,rx.internal.operators.OperatorTakeTest,28,0,0,27,0,86,16,0,,300,0.07,
Class,rx.internal.operators.OperatorTakeTest.(Anon_11),3,0,0,13,0,0,2,0,,9,0,
Public Method,rx.internal.operators.OperatorTakeTest.(Anon_11).call,,,,,,,,,,7,0,
Private Static Class,rx.internal.operators.OperatorTakeTest.TestObservableFunc,6,0,2,14,0,50,2,0,,28,0,
Public Constructor,rx.internal.operators.OperatorTakeTest.TestObservableFunc.TestObservableFunc,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.TestObservableFunc.call,,,,,,,,,,21,0,
Class,rx.internal.operators.OperatorTakeTest.TestObservableFunc.call.(Anon_10),8,0,0,13,0,0,3,0,,14,0,
Public Method,rx.internal.operators.OperatorTakeTest.TestObservableFunc.call.(Anon_10).run,,,,,,,,,,12,0,
Public Method,rx.internal.operators.OperatorTakeTest.testDoesntRequestMoreThanNeededFromUpstream,,,,,,,,,,20,0.15,
Class,rx.internal.operators.OperatorTakeTest.testDoesntRequestMoreThanNeededFromUpstream.(Anon_17),4,0,0,13,0,0,1,0,,4,0,
Public Method,rx.internal.operators.OperatorTakeTest.testDoesntRequestMoreThanNeededFromUpstream.(Anon_17).call,,,,,,,,,,2,0,
Public Method,rx.internal.operators.OperatorTakeTest.testInterrupt,,,,,,,,,,19,0,
Class,rx.internal.operators.OperatorTakeTest.testInterrupt.(Anon_16),8,0,0,13,0,0,2,0,,12,0,
Public Method,rx.internal.operators.OperatorTakeTest.testInterrupt.(Anon_16).call,,,,,,,,,,10,0,
Public Method,rx.internal.operators.OperatorTakeTest.testMultiTake,,,,,,,,,,19,0,
Class,rx.internal.operators.OperatorTakeTest.testMultiTake.(Anon_8),7,0,0,13,0,0,2,0,,9,0,
Public Method,rx.internal.operators.OperatorTakeTest.testMultiTake.(Anon_8).call,,,,,,,,,,7,0,
Class,rx.internal.operators.OperatorTakeTest.testMultiTake.(Anon_9),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeTest.testMultiTake.(Anon_9).call,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTake,,,,,,,,,,17,0,
Class,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTake.(Anon_12),2,0,0,13,0,0,1,0,,10,0,
Public Method,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTake.(Anon_12).call,,,,,,,,,,8,0,
Class,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTake.(Anon_12).call.(Anon_13),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTake.(Anon_12).call.(Anon_13).request,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTakeIsModified,,,,,,,,,,17,0,
Class,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTakeIsModified.(Anon_14),2,0,0,13,0,0,1,0,,10,0,
Public Method,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTakeIsModified.(Anon_14).call,,,,,,,,,,8,0,
Class,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTakeIsModified.(Anon_14).call.(Anon_15),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeTest.testProducerRequestThroughTakeIsModified.(Anon_14).call.(Anon_15).request,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTake1,,,,,,,,,,12,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTake2,,,,,,,,,,12,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeDoesntLeakErrors,,,,,,,,,,16,0.06,
Class,rx.internal.operators.OperatorTakeTest.testTakeDoesntLeakErrors.(Anon_4),4,0,0,13,0,0,1,0,,6,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeDoesntLeakErrors.(Anon_4).call,,,,,,,,,,4,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeObserveOn,,,,,,,,,,12,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeWithError,,,,,,,,,,8,0,
Class,rx.internal.operators.OperatorTakeTest.testTakeWithError.(Anon_1),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeWithError.(Anon_1).call,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeWithErrorHappeningInOnNext,,,,,,,,,,14,0,
Class,rx.internal.operators.OperatorTakeTest.testTakeWithErrorHappeningInOnNext.(Anon_2),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeWithErrorHappeningInOnNext.(Anon_2).call,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeWithErrorHappeningInTheLastOnNext,,,,,,,,,,14,0,
Class,rx.internal.operators.OperatorTakeTest.testTakeWithErrorHappeningInTheLastOnNext.(Anon_3),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeWithErrorHappeningInTheLastOnNext.(Anon_3).call,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeZeroDoesntLeakError,,,,,,,,,,30,0.03,
Class,rx.internal.operators.OperatorTakeTest.testTakeZeroDoesntLeakError.(Anon_5),6,0,0,13,0,0,1,0,,16,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeZeroDoesntLeakError.(Anon_5).call,,,,,,,,,,14,0,
Class,rx.internal.operators.OperatorTakeTest.testTakeZeroDoesntLeakError.(Anon_5).call.(Anon_6),3,0,0,14,0,0,2,0,,9,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeZeroDoesntLeakError.(Anon_5).call.(Anon_6).isUnsubscribed,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testTakeZeroDoesntLeakError.(Anon_5).call.(Anon_6).unsubscribe,,,,,,,,,,3,0,
Public Method,rx.internal.operators.OperatorTakeTest.testUnsubscribeAfterTake,,,,,,,,,,24,0.04,
Public Method,rx.internal.operators.OperatorTakeTest.testUnsubscribeFromSynchronousInfiniteObservable,,,,,,,,,,10,0,
Class,rx.internal.operators.OperatorTakeTest.testUnsubscribeFromSynchronousInfiniteObservable.(Anon_7),4,0,0,13,0,0,1,0,,5,0,
