gns,861110,100,100,100,100,0
cvn,861110,60,60,60,60,10600
csr,861110,300,300,290,292,355700
bmp,861110,163,163,163,163,4500
bhp,861110,587,592,585,587,317600
bic,861110,187,187,177,187,10800
pia,861110,160,160,160,160,0
erg,861110,161,161,157,161,9900
dgd,861110,43,44,42,43,41600
ptz,861110,148,148,132,148,8200
gpy,861110,89,89,89,89,10100
hrg,861110,452,452,387,452,4800
ihn,861110,50,50,50,50,0
wrf,861110,171,186,171,171,64000
mrc,861110,59,59,59,59,1600
lsc,861110,80,80,80,80,0
nph,861110,163,163,163,163,3600
brd,861110,45,45,45,45,0
cbl,861110,13,13,13,13,22500
syl,861110,60,60,60,60,0
mim,861110,146,149,146,146,1551400
gwf,861110,19,19,19,19,0
cag,861110,65,65,62,65,164200
aad,861110,154,154,154,154,3500
tir,861110,37,42,37,37,77900
npc,861110,231,231,231,231,0
tru,861110,956,956,956,956,0
seg,861110,44,44,44,44,23100
wdi,861110,522,522,522,522,0
cad,861110,113,113,113,113,0
clr,861110,82,85,82,82,21200
fim,861110,16,16,16,16,0
sog,861110,157,157,157,157,0
fri,861110,460,460,440,460,4600
cis,861110,38,38,38,38,6000
ala,861110,203,206,203,203,4100
seq,861110,146,146,146,146,0
rai,861110,47,47,47,47,0
sft,861110,141,141,131,141,6600
nab,861110,414,414,403,405,79700
aca,861110,323,328,312,323,143800
rio,861110,706,708,704,706,420100
anz,861110,347,347,342,343,331900
ppt,861110,680,680,680,680,13900
tgl,861110,10,10,10,10,0
mrh,861110,52,52,49,52,53600
msf,861110,517,517,517,517,0
tre,861110,45,45,45,45,0
cml,861110,200,200,197,197,270600
bor,861110,322,325,320,322,53200
sdy,861110,144,144,144,144,0
mac,861110,160,164,160,160,6700
vwd,861110,10,10,10,10,15800
her,861110,67,68,66,67,125000
cng,861110,181,184,181,181,31000
bil,861110,645,655,645,655,404000
pmt,861110,540,540,540,540,0
pmm,861110,390,412,390,390,72500
bae,861110,48,48,48,48,0
xpta,861110,96000,96050,94720,94970,0
amc,861110,355,360,355,360,26700
drm,861110,85,85,85,85,0
awi,861110,63,63,61,63,12400
cir,861110,47,50,47,47,51300
scm,861110,81,81,81,81,0
agd,861110,56,56,56,56,0
cfr,861110,15,17,15,15,180700
wlh,861110,11274,11274,11274,11274,3600
mxt,861110,18,18,17,18,144100
bsc,861110,64,64,64,64,6300
fmh,861110,203,207,203,203,12200
