sol,861202,810,810,810,810,0
ans,861202,102,102,102,102,100
sid,861202,222,222,222,222,0
alx,861202,67,73,67,67,5600
bid,861202,159,159,159,159,0
eml,861202,203,203,203,203,5700
pnx,861202,167,167,167,167,500
ccl,861202,227,227,227,227,368400
rtm,861202,72,75,72,72,36000
fcl,861202,27,27,27,27,5600
snm,861202,263,281,263,263,2900
bsd,861202,34,38,34,34,83000
rgc,861202,440,440,435,440,22300
bds,861202,150,150,150,150,2000
mgg,861202,26,26,26,26,18500
crs,861202,16,16,16,16,0
ihn,861202,53,53,53,53,0
gpt,861202,254,258,254,254,104300
ror,861202,135,145,135,135,21000
wrf,861202,147,147,147,147,61000
dtv,861202,317,317,317,317,0
ncl,861202,244,244,244,244,1500
jen,861202,165,169,165,165,16900
cim,861202,50,50,46,50,142000
fhf,861202,231,231,231,231,0
wmt,861202,276,276,276,276,70000
qrl,861202,162,162,161,162,542700
shr,861202,200,200,200,200,5000
arn,861202,417,417,417,417,0
moh,861202,21,21,21,21,30000
plp,861202,255,260,255,255,29600
cpv,861202,105,105,105,105,3000
sks,861202,129,129,129,129,800
kgm,861202,765,765,740,765,8700
emd,861202,240,240,240,240,0
fbg,861202,341,343,338,341,880300
mlg,861202,121,121,117,121,39100
pay,861202,78,78,78,78,6000
nio,861202,208,208,208,208,100
vpe,861202,11,11,11,11,0
qst,861202,75,75,75,75,6900
wmc,861202,262,262,257,262,1513100
sed,861202,74,74,74,74,14600
mac,861202,160,160,160,160,500
bil,861202,673,691,673,673,90100
lko,861202,45,45,45,45,0
xpta,861202,92720,93030,92380,92550,0
lyg,861202,23,25,23,23,287100
bpt,861202,60,60,60,60,0
scm,861202,102,102,102,102,0
abc,861202,233,233,233,233,0
fmh,861202,184,184,184,184,400
jsm,861202,692,692,669,692,7200
ahd,861202,130,130,130,130,0
nml,861202,320,320,320,320,0
sst,861202,240,240,240,240,800
aov,861202,100,100,100,100,0
ash,861202,215,215,210,215,0
wwh,861202,153,153,153,153,0
dat,861202,30,30,30,30,2000
nfm,861202,398,402,398,398,39500
pia,861202,165,165,165,165,0
gvm,861202,240,255,240,240,3800
cnw,861202,45,45,45,45,0
ahy,861202,16,16,16,16,150000
cho,861202,348,348,348,348,800
mag,861202,116,116,116,116,0
ggr,861202,51,54,51,51,26900
aqc,861202,78,78,78,78,13500
ctr,861202,63,63,57,63,40700
lsc,861202,78,78,78,78,20000
glp,861202,20,20,20,20,0
gal,861202,23,23,23,23,0
mim,861202,144,144,141,144,394700
nom,861202,338,338,329,338,95300
vpm,861202,106,106,106,106,0
aui,861202,180,180,180,180,0
wdi,861202,392,392,392,392,0
swh,861202,200,200,200,200,300
cad,861202,149,149,149,149,0
dor,861202,33,33,29,33,61200
fri,861202,380,380,380,380,200
cis,861202,30,30,30,30,0
osh,861202,88,89,87,88,102500
dmc,861202,360,360,360,360,1300
eac,861202,222,222,222,222,200
bgm,861202,13,13,13,13,536000
cpc,861202,41,41,41,41,6800
gmf,861202,258,258,258,258,390800
bkw,861202,1776,1776,1776,1776,0
pmu,861202,228,228,220,228,500
mtk,861202,62,62,62,62,67500
wsl,861202,202,202,202,202,100
tnt,861202,263,268,258,263,103000
ssn,861202,24,24,24,24,1200
wjm,861202,297,297,297,297,0
gow,861202,288,288,288,288,0
csd,861202,170,175,170,170,4300
khl,861202,100,100,100,100,10000
hco,861202,265,265,265,265,1700
amc,861202,358,360,351,358,86400
lmc,861202,37,37,37,37,0
ssl,861202,46,46,46,46,0
run,861202,175,175,175,175,0
kup,861202,105,105,105,105,1100
tny,861202,70,70,70,70,0
cfr,861202,14,14,14,14,232200
tmm,861202,80,80,80,80,200
tal,861202,135,135,135,135,1400
btg,861202,40,40,40,40,470100
olh,861202,121,121,121,121,0
aum,861202,108,108,105,108,25000
era,861202,660,660,660,660,500
cvn,861202,52,52,52,52,1200
jrv,861202,12,12,12,12,0
nts,861202,24,24,24,24,0
ops,861202,332,332,332,332,7400
mtb,861202,22,22,22,22,0
grv,861202,26,26,26,26,0
bhp,861202,585,586,578,585,476400
bry,861202,277,282,277,277,8700
apg,861202,29,29,29,29,0
pdp,861202,276,280,270,276,366100
alc,861202,130,130,130,130,5000
erg,861202,161,161,161,161,46000
dnr,861202,45,45,43,45,57300
isr,861202,69,69,68,69,28900
imm,861202,142,144,137,142,0
syl,861202,60,60,60,60,0
ate,861202,73,73,73,73,0
gep,861202,60,60,60,60,25000
pgo,861202,355,360,350,355,29200
gcm,861202,4,4,3,4,1008500
tru,861202,911,911,911,911,0
krs,861202,165,165,165,165,9600
klz,861202,109,109,109,109,0
bog,861202,50,50,50,50,2400
jla,861202,535,540,535,535,87300
cnl,861202,240,240,240,240,48000
flc,861202,335,335,335,335,0
alk,861202,150,150,150,150,300
fim,861202,15,15,15,15,0
abf,861202,302,302,302,302,354100
ara,861202,6605,6703,6408,6605,9400
seq,861202,190,190,190,190,0
nps,861202,40,40,40,40,1000
mln,861202,38,38,38,38,8000
hrl,861202,101,101,98,101,78600
brh,861202,61,61,61,61,0
tct,861202,325,325,319,325,44000
caa,861202,130,130,130,130,5000
lan,861202,128,128,128,128,0
tgl,861202,9,9,9,9,0
mrh,861202,92,92,90,92,149200
bhh,861202,256,265,256,256,15000
plu,861202,145,145,145,145,27000
sdy,861202,144,144,144,144,0
tkr,861202,245,245,245,245,5800
psa,861202,48,48,48,48,0
her,861202,58,60,58,58,42500
sdi,861202,45,45,45,45,4000
bae,861202,56,56,56,56,0
clm,861202,110,114,110,110,19100
tth,861202,264,264,264,264,300
far,861202,41,41,41,41,0
afi,861202,89,89,88,89,202900
adv,861202,98,98,95,98,300000
anf,861202,210,210,210,210,600
cly,861202,155,155,155,155,45800
smi,861202,281,281,281,281,0
oec,861202,364,378,364,364,48400
wad,861202,85,85,85,85,0
ccn,861202,75,75,75,75,8000
cna,861202,415,415,415,415,0
mex,861202,23,23,23,23,46100
mgl,861202,28,28,28,28,0
mat,861202,92,92,92,92,6600
srp,861202,138,142,138,138,1658700
zel,861202,350,350,350,350,0
amx,861202,229,229,225,229,3000
wbc,861202,362,362,358,362,104200
mrc,861202,42,42,42,42,0
ctm,861202,85,85,85,85,100
nph,861202,171,171,171,171,0
brd,861202,47,47,47,47,0
awa,861202,224,224,224,224,1900
gwf,861202,17,17,17,17,0
cag,861202,66,69,66,66,45900
hma,861202,135,135,135,135,2700
ach,861202,189,189,189,189,0
akc,861202,215,215,215,215,0
vee,861202,35,35,35,35,0
ghr,861202,257,257,242,257,12400
fai,861202,388,388,383,388,499800
ala,861202,225,235,225,225,2800
ynx,861202,23,23,23,23,20000
sub,861202,32,32,32,32,11000
pcm,861202,244,249,244,244,292000
rai,861202,44,44,44,44,0
cmc,861202,235,235,235,235,56800
wba,861202,127,127,127,127,0
mgt,861202,11,11,11,11,0
zap,861202,40,40,40,40,2200
prm,861202,70,71,70,70,16000
pni,861202,268,270,267,268,92300
ctx,861202,172,175,172,172,25900
kgr,861202,12,12,12,12,14800
wtp,861202,60,60,60,60,2000
hlx,861202,123,128,123,123,14700
hao,861202,17,17,17,17,21700
utl,861202,1085,1085,1085,1085,4400
emm,861202,15,15,15,15,11000
bnw,861202,130,130,130,130,2000
cmt,861202,139,139,139,139,0
smc,861202,114,117,114,114,40800
ewl,861202,3007,3007,3007,3007,1200
acp,861202,236,236,236,236,1000
wnr,861202,115,115,115,115,7500
gma,861202,133,133,133,133,8000
fdr,861202,10,10,10,10,0
dci,861202,622,622,622,622,1300
wyl,861202,183,183,183,183,1400
bgf,861202,86,87,86,86,172700
hah,861202,223,226,223,223,54000
weg,861202,239,239,239,239,0
bic,861202,148,148,148,148,12000
lei,861202,74,76,74,74,26000
pae,861202,33,33,33,33,0
crr,861202,1275,1363,1275,1275,400
btr,861202,60,61,60,60,808600
rag,861202,186,187,186,186,764400
pfp,861202,169,169,169,169,0
auc,861202,283,285,281,283,232900
gpy,861202,82,82,82,82,0
ckg,861202,55,55,55,55,0
ici,861202,231,237,228,231,66400
bpc,861202,239,239,237,239,90000
ion,861202,11,11,11,11,37500
nlb,861202,70,70,70,70,0
zex,861202,181,181,181,181,0
nci,861202,73,73,73,73,2300
eqt,861202,375,375,375,375,0
dks,861202,175,175,175,175,0
met,861202,323,323,323,323,600
jod,861202,378,378,378,378,0
aog,861202,68,68,68,68,800
cog,861202,33,33,33,33,156400
hak,861202,155,155,155,155,0
pha,861202,83,83,83,83,7200
cmx,861202,70,72,70,70,70500
cin,861202,517,517,517,517,0
nab,861202,372,375,369,372,853400
wak,861202,75,75,75,75,0
ptd,861202,155,155,155,155,3100
bkl,861202,97,97,97,97,0
aro,861202,39,40,38,39,278000
hcl,861202,260,261,260,260,32200
ark,861202,21,21,21,21,42000
bgd,861202,120,120,120,120,1000
kmt,861202,291,291,291,291,0
irc,861202,369,369,369,369,0
vss,861202,1045,1045,1045,1045,100
nbh,861202,211,213,211,211,587900
ppp,861202,6,6,6,6,61600
crt,861202,77,77,77,77,0
rth,861202,417,417,417,417,0
scn,861202,28,28,28,28,1000
hil,861202,159,159,159,159,5500
mah,861202,154,154,154,154,0
mlt,861202,362,362,362,362,0
ssg,861202,416,416,416,416,500
agd,861202,56,56,56,56,0
cbn,861202,32,32,32,32,21100
nmp,861202,101,101,101,101,1100
cdg,861202,28,28,28,28,0
cnt,861202,17,17,17,17,0
gdm,861202,66,66,64,66,37900
cvc,861202,36,36,36,36,0
wvi,861202,21,21,21,21,0
dav,861202,226,226,226,226,0
grm,861202,40,40,40,40,11000
dom,861202,66,66,66,66,31400
skl,861202,199,199,199,199,5000
cud,861202,216,216,216,216,0
dgd,861202,40,40,37,40,36000
sgf,861202,559,559,559,559,100
gme,861202,17,18,17,17,28800
bsg,861202,146,146,146,146,200
mld,861202,202,207,202,202,2200
txr,861202,17,17,17,17,10300
pch,861202,115,115,115,115,7100
bty,861202,129,129,129,129,4800
cbl,861202,13,13,13,13,24800
gmk,861202,139,139,138,139,39000
chr,861202,147,147,147,147,0
quf,861202,194,194,194,194,0
