Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceVariable,SumCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,CountDeclMethodAll,RatioCommentToCode,CountDeclClassMethod,CountLineCode,CountDeclFile,CountDeclFunction
TypeVariable,rx.plugins.RxJavaObservableExecutionHook.onSubscribeReturn.T,0,0,0,0,0,0,0,0,0,0,,
Public Generic Method,rx.plugins.RxJavaObservableExecutionHook.onSubscribeStart,,,,,,,,4,,3,,
TypeVariable,rx.plugins.RxJavaObservableExecutionHook.onSubscribeStart.T,0,0,0,0,0,0,0,0,0,0,,
Class,rx.plugins.RxJavaObservableExecutionHookDefault,0,0,0,1,1,0,16,3.17,1,6,,
Public Static Method,rx.plugins.RxJavaObservableExecutionHookDefault.getInstance,,,,,,,,0,,3,,
Public Class,rx.plugins.RxJavaPlugins,14,0,2,18,0,76,19,1.14,2,63,,
Constructor,rx.plugins.RxJavaPlugins.RxJavaPlugins,,,,,,,,0.5,,2,,
Public Method,rx.plugins.RxJavaPlugins.getErrorHandler,,,,,,,,1.09,,11,,
Public Static Method,rx.plugins.RxJavaPlugins.getInstance,,,,,,,,0,,3,,
Public Method,rx.plugins.RxJavaPlugins.getObservableExecutionHook,,,,,,,,1.09,,11,,
Private Static Method,rx.plugins.RxJavaPlugins.getPluginImplementationViaProperty,,,,,,,,0.33,,21,,
Public Method,rx.plugins.RxJavaPlugins.registerErrorHandler,,,,,,,,1.6,,5,,
Public Method,rx.plugins.RxJavaPlugins.registerObservableExecutionHook,,,,,,,,1.6,,5,,
Public Class,rx.plugins.RxJavaPluginsTest,11,0,0,7,0,0,19,0.33,1,58,,
Public Static Class,rx.plugins.RxJavaPluginsTest.RxJavaErrorHandlerTestImpl,0,0,0,0,1,0,13,1,0,1,,
Public Static Class,rx.plugins.RxJavaPluginsTest.RxJavaObservableExecutionHookTestImpl,0,0,0,0,1,0,15,1,0,1,,
Private Static Method,rx.plugins.RxJavaPluginsTest.getFullClassNameForTestClass,,,,,,,,0,,3,,
Public Method,rx.plugins.RxJavaPluginsTest.testErrorHandlerDefaultImpl,,,,,,,,0,,4,,
Public Method,rx.plugins.RxJavaPluginsTest.testErrorHandlerViaProperty,,,,,,,,0,,11,,
Public Method,rx.plugins.RxJavaPluginsTest.testErrorHandlerViaRegisterMethod,,,,,,,,0,,6,,
Public Method,rx.plugins.RxJavaPluginsTest.testObservableExecutionHookDefaultImpl,,,,,,,,0,,5,,
Public Method,rx.plugins.RxJavaPluginsTest.testObservableExecutionHookViaProperty,,,,,,,,0,,11,,
Public Method,rx.plugins.RxJavaPluginsTest.testObservableExecutionHookViaRegisterMethod,,,,,,,,0,,6,,
Package,rx.subjects,,,17,133,,,,0.31,8,1030,10,
Public Generic Class,rx.subjects.AsyncSubject,7,0,3,8,2,46,238,0.14,1,49,,
Protected Constructor,rx.subjects.AsyncSubject.AsyncSubject,,,,,,,,0,,5,,
TypeVariable,rx.subjects.AsyncSubject.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.subjects.AsyncSubject.create,,,,,,,,0.39,,18,,
Class,rx.subjects.AsyncSubject.create.(Anon_1),6,0,0,1,0,0,13,0.15,0,13,,
Public Method,rx.subjects.AsyncSubject.create.(Anon_1).onSubscribe,,,,,,,,0.18,,11,,
Class,rx.subjects.AsyncSubject.create.(Anon_1).onSubscribe.(Anon_2),4,0,0,1,0,0,13,0.2,0,5,,
Public Method,rx.subjects.AsyncSubject.create.(Anon_1).onSubscribe.(Anon_2).unsubscribe,,,,,,,,0.33,,3,,
TypeVariable,rx.subjects.AsyncSubject.create.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.subjects.AsyncSubject.onCompleted,,,,,,,,0,,9,,
Public Method,rx.subjects.AsyncSubject.onError,,,,,,,,0,,5,,
Public Method,rx.subjects.AsyncSubject.onNext,,,,,,,,0,,4,,
Public Class,rx.subjects.AsyncSubjectTest,9,0,1,6,0,66,18,0.15,0,100,,
Public Method,rx.subjects.AsyncSubjectTest.testCompleted,,,,,,,,0,,13,,
Public Method,rx.subjects.AsyncSubjectTest.testEmptySubjectCompleted,,,,,,,,0,,12,,
Public Method,rx.subjects.AsyncSubjectTest.testError,,,,,,,,0,,16,,
Public Method,rx.subjects.AsyncSubjectTest.testNeverCompleted,,,,,,,,0,,12,,
Public Method,rx.subjects.AsyncSubjectTest.testUnsubscribe,,,,,,,,0,,21,,
Class,rx.subjects.AsyncSubjectTest.testUnsubscribe.(Anon_1),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.AsyncSubjectTest.testUnsubscribe.(Anon_1).call,,,,,,,,0,,3,,
Class,rx.subjects.AsyncSubjectTest.testUnsubscribe.(Anon_2),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.AsyncSubjectTest.testUnsubscribe.(Anon_2).call,,,,,,,,0,,3,,
Class,rx.subjects.AsyncSubjectTest.testUnsubscribe.(Anon_3),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.AsyncSubjectTest.testUnsubscribe.(Anon_3).call,,,,,,,,0,,3,,
Public Method,rx.subjects.AsyncSubjectTest.testUnsubscribeBeforeCompleted,,,,,,,,0,,17,,
Public Generic Class,rx.subjects.BehaviorSubject,6,0,2,8,2,40,238,0.19,1,48,,
Protected Constructor,rx.subjects.BehaviorSubject.BehaviorSubject,,,,,,,,0,,5,,
TypeVariable,rx.subjects.BehaviorSubject.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.subjects.BehaviorSubject.createWithDefaultValue,,,,,,,,0.45,,20,,
Class,rx.subjects.BehaviorSubject.createWithDefaultValue.(Anon_1),7,0,0,1,0,0,13,0.14,0,14,,
Public Method,rx.subjects.BehaviorSubject.createWithDefaultValue.(Anon_1).onSubscribe,,,,,,,,0.17,,12,,
Class,rx.subjects.BehaviorSubject.createWithDefaultValue.(Anon_1).onSubscribe.(Anon_2),4,0,0,1,0,0,13,0.2,0,5,,
Public Method,rx.subjects.BehaviorSubject.createWithDefaultValue.(Anon_1).onSubscribe.(Anon_2).unsubscribe,,,,,,,,0.33,,3,,
TypeVariable,rx.subjects.BehaviorSubject.createWithDefaultValue.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.subjects.BehaviorSubject.onCompleted,,,,,,,,0,,5,,
Public Method,rx.subjects.BehaviorSubject.onError,,,,,,,,0,,5,,
Public Method,rx.subjects.BehaviorSubject.onNext,,,,,,,,0,,6,,
Public Class,rx.subjects.BehaviorSubjectTest,7,0,1,9,0,55,21,0.15,0,100,,
Private Method,rx.subjects.BehaviorSubjectTest.assertCompletedObserver,,,,,,,,0,,6,,
Private Method,rx.subjects.BehaviorSubjectTest.assertDidNotReceiveTheDefaultValue,,,,,,,,0,,8,,
Private Method,rx.subjects.BehaviorSubjectTest.assertErrorObserver,,,,,,,,0,,5,,
Private Method,rx.subjects.BehaviorSubjectTest.assertReceivedAllEvents,,,,,,,,0,,8,,
Public Method,rx.subjects.BehaviorSubjectTest.testCompleted,,,,,,,,0,,9,,
Public Method,rx.subjects.BehaviorSubjectTest.testCompletedAfterError,,,,,,,,0,,11,,
Public Method,rx.subjects.BehaviorSubjectTest.testThatObserverDoesNotReceiveDefaultValueIfSomethingWasPublished,,,,,,,,0,,10,,
Public Method,rx.subjects.BehaviorSubjectTest.testThatObserverReceivesDefaultValueIfNothingWasPublished,,,,,,,,0,,10,,
Public Method,rx.subjects.BehaviorSubjectTest.testUnsubscribe,,,,,,,,0,,25,,
Class,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_1),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_1).call,,,,,,,,0,,3,,
Class,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_2),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_2).call,,,,,,,,0,,3,,
Class,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_3),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_3).call,,,,,,,,0,,3,,
Class,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_4),2,0,0,1,0,0,13,0,0,6,,
Public Method,rx.subjects.BehaviorSubjectTest.testUnsubscribe.(Anon_4).call,,,,,,,,0,,3,,
Public Generic Class,rx.subjects.PublishSubject,7,0,1,9,2,33,239,0.25,1,48,,
Protected Constructor,rx.subjects.PublishSubject.PublishSubject,,,,,,,,0,,4,,
TypeVariable,rx.subjects.PublishSubject.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.subjects.PublishSubject.create,,,,,,,,0.11,,18,,
Class,rx.subjects.PublishSubject.create.(Anon_1),6,0,0,1,0,0,13,0.15,0,13,,
Public Method,rx.subjects.PublishSubject.create.(Anon_1).onSubscribe,,,,,,,,0.18,,11,,
Class,rx.subjects.PublishSubject.create.(Anon_1).onSubscribe.(Anon_2),4,0,0,1,0,0,13,0.2,0,5,,
Public Method,rx.subjects.PublishSubject.create.(Anon_1).onSubscribe.(Anon_2).unsubscribe,,,,,,,,0.33,,3,,
TypeVariable,rx.subjects.PublishSubject.create.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.subjects.PublishSubject.onCompleted,,,,,,,,0,,6,,
Public Method,rx.subjects.PublishSubject.onError,,,,,,,,0,,6,,
Public Method,rx.subjects.PublishSubject.onNext,,,,,,,,0,,5,,
Private Method,rx.subjects.PublishSubject.snapshotOfValues,,,,,,,,3.33,,3,,
Public Class,rx.subjects.PublishSubjectTest,15,0,1,14,0,84,25,0.17,0,241,,
Private Method,rx.subjects.PublishSubjectTest.assertCompletedObserver,,,,,,,,0,,7,,
Private Method,rx.subjects.PublishSubjectTest.assertCompletedStartingWithThreeObserver,,,,,,,,0,,7,,
Private Method,rx.subjects.PublishSubjectTest.assertErrorObserver,,,,,,,,0,,7,,
Private Method,rx.subjects.PublishSubjectTest.assertObservedUntilTwo,,,,,,,,0,,7,,
Public Method,rx.subjects.PublishSubjectTest.test,,,,,,,,0.05,,41,,
Class,rx.subjects.PublishSubjectTest.test.(Anon_1),4,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.PublishSubjectTest.test.(Anon_1).call,,,,,,,,0,,3,,
Class,rx.subjects.PublishSubjectTest.test.(Anon_2),5,0,0,1,0,0,13,0,0,21,,
Public Method,rx.subjects.PublishSubjectTest.test.(Anon_2).onSubscribe,,,,,,,,0,,19,,
Class,rx.subjects.PublishSubjectTest.test.(Anon_2).onSubscribe.(Anon_3),4,0,0,2,0,0,13,0,0,9,,
Public Method,rx.subjects.PublishSubjectTest.test.(Anon_2).onSubscribe.(Anon_3).run,,,,,,,,0,,7,,
Class,rx.subjects.PublishSubjectTest.test.(Anon_2).onSubscribe.(Anon_4),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.PublishSubjectTest.test.(Anon_2).onSubscribe.(Anon_4).unsubscribe,,,,,,,,0,,3,,
Public Method,rx.subjects.PublishSubjectTest.testCompleted,,,,,,,,0.06,,17,,
Public Method,rx.subjects.PublishSubjectTest.testError,,,,,,,,0.06,,17,,
Public Method,rx.subjects.PublishSubjectTest.testNestedSubscribe,,,,,,,,0.16,,31,,
Class,rx.subjects.PublishSubjectTest.testNestedSubscribe.(Anon_11),5,0,0,1,0,0,13,0,0,6,,
Public Method,rx.subjects.PublishSubjectTest.testNestedSubscribe.(Anon_11).call,,,,,,,,0,,4,,
Class,rx.subjects.PublishSubjectTest.testNestedSubscribe.(Anon_9),5,0,0,1,0,0,13,0.08,0,12,,
Public Method,rx.subjects.PublishSubjectTest.testNestedSubscribe.(Anon_9).call,,,,,,,,0.1,,10,,
Class,rx.subjects.PublishSubjectTest.testNestedSubscribe.(Anon_9).call.(Anon_10),6,0,0,1,0,0,13,0,0,6,,
Public Method,rx.subjects.PublishSubjectTest.testNestedSubscribe.(Anon_9).call.(Anon_10).call,,,,,,,,0,,4,,
Public Method,rx.subjects.PublishSubjectTest.testReSubscribe,,,,,,,,0.5,,18,,
Public Method,rx.subjects.PublishSubjectTest.testReSubscribeAfterTerminalState,,,,,,,,0.47,,19,,
Public Method,rx.subjects.PublishSubjectTest.testSubscribeMidSequence,,,,,,,,0,,16,,
Public Method,rx.subjects.PublishSubjectTest.testUnsubscribe,,,,,,,,0,,25,,
Class,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_5),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_5).call,,,,,,,,0,,3,,
Class,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_6),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_6).call,,,,,,,,0,,3,,
Class,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_7),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_7).call,,,,,,,,0,,3,,
Class,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_8),2,0,0,1,0,0,13,0,0,6,,
Public Method,rx.subjects.PublishSubjectTest.testUnsubscribe.(Anon_8).call,,,,,,,,0,,3,,
Public Method,rx.subjects.PublishSubjectTest.testUnsubscribeFirstObserver,,,,,,,,0,,17,,
Public Generic Class,rx.subjects.ReplaySubject,10,0,4,9,2,65,238,0.33,1,106,,
Private Static Generic Class,rx.subjects.ReplaySubject.DelegateSubscriptionFunc,5,0,1,3,0,0,14,0,0,16,,
TypeVariable,rx.subjects.ReplaySubject.DelegateSubscriptionFunc.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.subjects.ReplaySubject.DelegateSubscriptionFunc.onSubscribe,,,,,,,,0,,4,,
Public Method,rx.subjects.ReplaySubject.DelegateSubscriptionFunc.wrap,,,,,,,,0,,7,,
Private Class,rx.subjects.ReplaySubject.RepeatSubjectSubscription,3,0,0,1,0,0,13,0,0,9,,
Public Method,rx.subjects.ReplaySubject.RepeatSubjectSubscription.unsubscribe,,,,,,,,0,,6,,
Private Constructor,rx.subjects.ReplaySubject.ReplaySubject,,,,,,,,0,,4,,
Private Class,rx.subjects.ReplaySubject.SubscriptionFunc,8,0,0,6,0,0,13,0,0,29,,
Public Method,rx.subjects.ReplaySubject.SubscriptionFunc.call,,,,,,,,0,,26,,
TypeVariable,rx.subjects.ReplaySubject.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.subjects.ReplaySubject.create,,,,,,,,0,,3,,
TypeVariable,rx.subjects.ReplaySubject.create.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.subjects.ReplaySubject.onCompleted,,,,,,,,0,,10,,
Public Method,rx.subjects.ReplaySubject.onError,,,,,,,,0,,14,,
Public Method,rx.subjects.ReplaySubject.onNext,,,,,,,,0,,9,,
Public Class,rx.subjects.ReplaySubjectTest,8,0,1,8,0,75,20,0.13,0,123,,
Private Method,rx.subjects.ReplaySubjectTest.assertCompletedObserver,,,,,,,,0,,9,,
Private Method,rx.subjects.ReplaySubjectTest.assertErrorObserver,,,,,,,,0,,7,,
Private Method,rx.subjects.ReplaySubjectTest.assertObservedUntilTwo,,,,,,,,0,,7,,
Public Method,rx.subjects.ReplaySubjectTest.testCompleted,,,,,,,,0.06,,16,,
Public Method,rx.subjects.ReplaySubjectTest.testError,,,,,,,,0,,16,,
Public Method,rx.subjects.ReplaySubjectTest.testSubscribeMidSequence,,,,,,,,0,,15,,
Public Method,rx.subjects.ReplaySubjectTest.testUnsubscribe,,,,,,,,0,,25,,
Class,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_1),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_1).call,,,,,,,,0,,3,,
Class,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_2),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_2).call,,,,,,,,0,,3,,
Class,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_3),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_3).call,,,,,,,,0,,3,,
Class,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_4),2,0,0,1,0,0,13,0,0,6,,
Public Method,rx.subjects.ReplaySubjectTest.testUnsubscribe.(Anon_4).call,,,,,,,,0,,3,,
Public Method,rx.subjects.ReplaySubjectTest.testUnsubscribeFirstObserver,,,,,,,,0,,16,,
Public Abstract Generic Class,rx.subjects.Subject,1,4,0,1,1,0,233,0,0,5,,
TypeVariable,rx.subjects.Subject.R,0,0,0,0,0,0,0,0,0,0,,
Protected Constructor,rx.subjects.Subject.Subject,,,,,,,,0,,3,,
TypeVariable,rx.subjects.Subject.T,0,0,0,0,0,0,0,0,0,0,,
Class,rx.subjects.UnsubscribeTester,5,0,2,13,0,72,21,0.32,4,122,,
Public Constructor,rx.subjects.UnsubscribeTester.UnsubscribeTester,,,,,,,,0,,2,,
Private Method,rx.subjects.UnsubscribeTester.assertPassed,,,,,,,,0,,4,,
Private Static Generic Method,rx.subjects.UnsubscribeTester.createOnCompleted,,,,,,,,0,,23,,
Class,rx.subjects.UnsubscribeTester.createOnCompleted.(Anon_1),3,0,0,3,0,0,15,0,0,16,,
Public Method,rx.subjects.UnsubscribeTester.createOnCompleted.(Anon_1).onCompleted,,,,,,,,0,,4,,
Public Method,rx.subjects.UnsubscribeTester.createOnCompleted.(Anon_1).onError,,,,,,,,0,,4,,
Public Method,rx.subjects.UnsubscribeTester.createOnCompleted.(Anon_1).onNext,,,,,,,,0,,4,,
TypeVariable,rx.subjects.UnsubscribeTester.createOnCompleted.T,0,0,0,0,0,0,0,0,0,0,,
Private Static Generic Method,rx.subjects.UnsubscribeTester.createOnError,,,,,,,,0,,23,,
Class,rx.subjects.UnsubscribeTester.createOnError.(Anon_2),3,0,0,3,0,0,15,0,0,16,,
Public Method,rx.subjects.UnsubscribeTester.createOnError.(Anon_2).onCompleted,,,,,,,,0,,4,,
Public Method,rx.subjects.UnsubscribeTester.createOnError.(Anon_2).onError,,,,,,,,0,,4,,
Public Method,rx.subjects.UnsubscribeTester.createOnError.(Anon_2).onNext,,,,,,,,0,,4,,
TypeVariable,rx.subjects.UnsubscribeTester.createOnError.T,0,0,0,0,0,0,0,0,0,0,,
Private Static Generic Method,rx.subjects.UnsubscribeTester.createOnNext,,,,,,,,0,,23,,
Class,rx.subjects.UnsubscribeTester.createOnNext.(Anon_3),3,0,0,3,0,0,15,0,0,16,,
Public Method,rx.subjects.UnsubscribeTester.createOnNext.(Anon_3).onCompleted,,,,,,,,0,,4,,
Public Method,rx.subjects.UnsubscribeTester.createOnNext.(Anon_3).onError,,,,,,,,0,,4,,
Public Method,rx.subjects.UnsubscribeTester.createOnNext.(Anon_3).onNext,,,,,,,,0,,4,,
TypeVariable,rx.subjects.UnsubscribeTester.createOnNext.T,0,0,0,0,0,0,0,0,0,0,,
Private Method,rx.subjects.UnsubscribeTester.doUnsubscribe,,,,,,,,0,,8,,
Private Method,rx.subjects.UnsubscribeTester.gotEvent,,,,,,,,0,,4,,
Private Method,rx.subjects.UnsubscribeTester.setSubscription,,,,,,,,0,,4,,
Public Static Generic Method,rx.subjects.UnsubscribeTester.test,,,,,,,,0.52,,27,,
TypeVariable,rx.subjects.UnsubscribeTester.test.O,0,0,0,0,1,0,0,0,0,0,,
TypeVariable,rx.subjects.UnsubscribeTester.test.T,0,0,0,0,0,0,0,0,0,0,,
Package,rx.subscriptions,,,9,64,,,,0.57,6,366,8,
Public Class,rx.subscriptions.BooleanSubscription,2,0,1,2,0,0,14,2,0,10,,
Public Method,rx.subscriptions.BooleanSubscription.isUnsubscribed,,,,,,,,0,,3,,
Public Method,rx.subscriptions.BooleanSubscription.unsubscribe,,,,,,,,0,,3,,
Public Class,rx.subscriptions.CompositeSubscription,9,0,2,19,0,35,19,0.53,0,64,,
Public Constructor,rx.subscriptions.CompositeSubscription.CompositeSubscription,,,,,,,,0,,5,,
Public Constructor,rx.subscriptions.CompositeSubscription.CompositeSubscription,,,,,,,,0,,5,,
Public Method,rx.subscriptions.CompositeSubscription.add,,,,,,,,0,,7,,
Public Method,rx.subscriptions.CompositeSubscription.clear,,,,,,,,0.18,,17,,
Public Method,rx.subscriptions.CompositeSubscription.isUnsubscribed,,,,,,,,0,,3,,
Public Method,rx.subscriptions.CompositeSubscription.remove,,,,,,,,1.5,,4,,
Public Method,rx.subscriptions.CompositeSubscription.unsubscribe,,,,,,,,0,,18,,
Public Class,rx.subscriptions.CompositeSubscriptionTest,5,0,0,6,0,0,17,0.2,0,90,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testClear,,,,,,,,0,,18,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testException,,,,,,,,0.09,,23,,
Class,rx.subscriptions.CompositeSubscriptionTest.testException.(Anon_3),2,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testException.(Anon_3).unsubscribe,,,,,,,,0,,3,,
Class,rx.subscriptions.CompositeSubscriptionTest.testException.(Anon_4),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testException.(Anon_4).unsubscribe,,,,,,,,0,,3,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testRemoveUnsubscribes,,,,,,,,0,,10,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testSuccess,,,,,,,,0,,18,,
Class,rx.subscriptions.CompositeSubscriptionTest.testSuccess.(Anon_1),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testSuccess.(Anon_1).unsubscribe,,,,,,,,0,,3,,
Class,rx.subscriptions.CompositeSubscriptionTest.testSuccess.(Anon_2),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testSuccess.(Anon_2).unsubscribe,,,,,,,,0,,3,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testUnsubscribeIdempotence,,,,,,,,0.07,,14,,
Class,rx.subscriptions.CompositeSubscriptionTest.testUnsubscribeIdempotence.(Anon_5),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.CompositeSubscriptionTest.testUnsubscribeIdempotence.(Anon_5).unsubscribe,,,,,,,,0,,3,,
Public Class,rx.subscriptions.MultipleAssignmentSubscription,3,0,2,6,0,37,16,0.8,0,25,,
Public Method,rx.subscriptions.MultipleAssignmentSubscription.getSubscription,,,,,,,,0,,3,,
Public Method,rx.subscriptions.MultipleAssignmentSubscription.isUnsubscribed,,,,,,,,0,,3,,
Public Method,rx.subscriptions.MultipleAssignmentSubscription.setSubscription,,,,,,,,0,,7,,
Public Method,rx.subscriptions.MultipleAssignmentSubscription.unsubscribe,,,,,,,,0,,7,,
Public Class,rx.subscriptions.SerialSubscription,1,0,3,9,0,11,15,0.5,0,42,,
Public Method,rx.subscriptions.SerialSubscription.getSubscription,,,,,,,,0,,5,,
Public Method,rx.subscriptions.SerialSubscription.setSubscription,,,,,,,,0,,16,,
Public Method,rx.subscriptions.SerialSubscription.unsubscribe,,,,,,,,0,,15,,
Public Class,rx.subscriptions.SerialSubscriptionTests,3,0,1,6,0,0,18,0.34,0,44,,
Public Method,rx.subscriptions.SerialSubscriptionTests.replacingFirstUnderlyingCausesUnsubscription,,,,,,,,0,,7,,
Public Method,rx.subscriptions.SerialSubscriptionTests.setUp,,,,,,,,0,,4,,
Public Method,rx.subscriptions.SerialSubscriptionTests.settingUnderlyingWhenUnsubscribedCausesImmediateUnsubscription,,,,,,,,0,,7,,
Public Method,rx.subscriptions.SerialSubscriptionTests.unsubscribingWithSingleUnderlyingUnsubscribes,,,,,,,,0,,6,,
Public Method,rx.subscriptions.SerialSubscriptionTests.unsubscribingWithoutUnderlyingDoesNothing,,,,,,,,0,,3,,
Public Method,rx.subscriptions.SerialSubscriptionTests.whenUnsubscribingSecondUnderlyingUnsubscribed,,,,,,,,0,,8,,
Public Class,rx.subscriptions.Subscriptions,5,0,0,6,0,83,18,1.67,6,39,,
Class,rx.subscriptions.Subscriptions.(Anon_4),0,0,0,1,0,0,13,0,0,3,,
Public Method,rx.subscriptions.Subscriptions.(Anon_4).unsubscribe,,,,,,,,0,,2,,
Public Static Method,rx.subscriptions.Subscriptions.create,,,,,,,,0.88,,8,,
Public Static Method,rx.subscriptions.Subscriptions.create,,,,,,,,1.13,,8,,
Public Static Method,rx.subscriptions.Subscriptions.create,,,,,,,,2.67,,3,,
Class,rx.subscriptions.Subscriptions.create.(Anon_1),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.Subscriptions.create.(Anon_1).unsubscribe,,,,,,,,0,,3,,
Class,rx.subscriptions.Subscriptions.create.(Anon_3),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.Subscriptions.create.(Anon_3).unsubscribe,,,,,,,,0,,3,,
Public Static Method,rx.subscriptions.Subscriptions.empty,,,,,,,,1.67,,3,,
Public Static Method,rx.subscriptions.Subscriptions.from,,,,,,,,1,,8,,
Public Static Method,rx.subscriptions.Subscriptions.from,,,,,,,,2.33,,3,,
Class,rx.subscriptions.Subscriptions.from.(Anon_2),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.subscriptions.Subscriptions.from.(Anon_2).unsubscribe,,,,,,,,0,,3,,
Public Class,rx.subscriptions.SubscriptionsTest,4,0,0,1,0,0,13,1.5,0,10,,
Public Method,rx.subscriptions.SubscriptionsTest.testUnsubscribeOnlyOnce,,,,,,,,0,,7,,
Package,rx.swing,,,0,0,,,,0,0,0,0,
Package,rx.swing.sources,,,9,64,,,,0.22,8,423,4,
Public Enum Type,rx.swing.sources.AbstractButtonSource,3,0,0,3,0,0,28,0.36,1,53,,
Public Static Class,rx.swing.sources.AbstractButtonSource.UnitTest,10,0,0,1,0,0,13,0,0,31,,
Public Method,rx.swing.sources.AbstractButtonSource.UnitTest.testObservingActionEvents,,,,,,,,0,,28,,
Class,rx.swing.sources.AbstractButtonSource.UnitTest.testObservingActionEvents.TestButton,1,0,0,1,0,0,793,0,0,5,,
Method,rx.swing.sources.AbstractButtonSource.UnitTest.testObservingActionEvents.TestButton.testAction,,,,,,,,0,,3,,
Public Static Method,rx.swing.sources.AbstractButtonSource.fromActionOf,,,,,,,,0.15,,20,,
Class,rx.swing.sources.AbstractButtonSource.fromActionOf.(Anon_1),7,0,0,1,0,0,13,0,0,17,,
Public Method,rx.swing.sources.AbstractButtonSource.fromActionOf.(Anon_1).onSubscribe,,,,,,,,0,,15,,
Class,rx.swing.sources.AbstractButtonSource.fromActionOf.(Anon_1).onSubscribe.(Anon_2),4,0,0,1,0,0,13,0,0,5,,
Public Method,rx.swing.sources.AbstractButtonSource.fromActionOf.(Anon_1).onSubscribe.(Anon_2).actionPerformed,,,,,,,,0,,3,,
Class,rx.swing.sources.AbstractButtonSource.fromActionOf.(Anon_1).onSubscribe.(Anon_3),4,0,0,1,0,0,13,0,0,5,,
Public Method,rx.swing.sources.AbstractButtonSource.fromActionOf.(Anon_1).onSubscribe.(Anon_3).call,,,,,,,,0,,3,,
Public Method,rx.swing.sources.AbstractButtonSource.valueOf,,,,,,,,0,,0,,
Public Method,rx.swing.sources.AbstractButtonSource.values,,,,,,,,0,,0,,
Public Enum Type,rx.swing.sources.ComponentEventSource,4,0,0,4,0,0,29,0.45,2,56,,
