Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"MenuItem::SetSubmenu",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,1,7,0,0,0,5,4,4,6,0,0,6,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::SetTooltip",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,3,0,0,0,2,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::SetTooltip",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::UpdateKeys",,,,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,16,1,12,0,0,0,4,4,4,6,0,0,6,3,3,4,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::UpdateKeys",,,,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,0,16,1,11,0,0,0,2,5,4,7,0,0,7,4,4,4,1,1,,,,,0,,2,0,,0.00,,,,
Public Function,"MenuItem::~MenuItem",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"MenuItemDelegate",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"Minimize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"Move",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindow::CapturePage",,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,5,1,3,1,0,0,2,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.20,,,,
Public Function,"NativeWindow::Create",,,,2,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,2,11,7,11,2,3,5,4,4,5,7,1,0,6,3,3,3,1,0,,,,,0,,1,0,,0.18,,,,
Public Function,"NativeWindow::InitFromManifest",,,,1,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,62,1,53,13,34,2,4,2,15,1536,27,38,12,0,26,12,12,17,1,1,,,,,0,,1,0,,0.04,,,,
Public Function,"NativeWindow::LoadAppIconFromPackage",,,,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,10,2,6,2,0,0,6,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.20,,,,
Public Function,"NativeWindow::NativeWindow",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1,8,5,2,0,0,0,3,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NativeWindow::web_contents",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindow::~NativeWindow",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::AddToolbar",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Close",,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,5,1,3,0,0,0,3,2,2,3,0,0,3,2,2,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::CreateToolbar",,,,7,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,7,31,2,29,0,0,0,12,1,23,23,1,0,22,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::FlashFrame",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Focus",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,4,0,0,0,4,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetBounds",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,7,3,3,0,0,0,3,1,5,5,2,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetPosition",,,,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,6,3,3,0,0,0,5,1,4,4,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetSize",,,,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,6,3,3,0,0,0,5,1,4,4,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetWindowEdge",,,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,2,7,1,5,0,0,0,6,3,3,5,0,0,5,3,3,4,3,2,,,,,2,,1,2,,0.00,,,,
Public Function,"NativeWindowGtk::HandleKeyboardEvent",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"NativeWindowGtk::Hide",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::InitialFocus",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::IsFullscreen",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::IsKiosk",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NativeWindowGtk::IsMaximized",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NativeWindowGtk::IsMinimized",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Maximize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Minimize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Move",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,8,5,6,0,0,0,7,1,6,6,4,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::NativeWindowGtk",,,,16,71,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,98,16,71,17,56,11,0,0,32,128,39,46,6,0,40,8,8,10,1,1,,,,,0,,1,0,,0.15,,,,
Public Function,"NativeWindowGtk::OnBackButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnButtonPress",,,,3,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,53,3,43,10,31,7,0,0,18,13,18,28,6,0,22,11,11,17,8,15,,,,,14,,4,14,,0.16,,,,
Public Function,"NativeWindowGtk::OnDevReloadButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnDevtoolsButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnFocusIn",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,1,4,0,0,0,7,2,3,4,0,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnFocusOut",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,0,0,3,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnForwardButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnMouseMoveEvent",,,,5,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,38,5,31,10,21,2,0,0,10,11,17,23,7,0,16,8,8,8,3,2,,,,,2,,2,2,,0.06,,,,
Public Function,"NativeWindowGtk::OnRefreshStopButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnURLEntryActivate",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,3,5,0,0,0,5,4,4,6,2,0,4,3,3,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnWindowConfigureEvent",,,,2,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,2,29,6,19,0,0,0,4,9,19,23,4,0,19,5,5,7,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnWindowDeleteEvent",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,2,3,0,0,0,3,2,2,3,0,0,3,2,2,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnWindowDestroyed",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnWindowState",,,,2,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,2,40,3,32,0,0,0,6,16,15,27,1,0,26,12,10,13,1,9,,,,,0,,3,0,,0.00,,,,
Public Function,"NativeWindowGtk::Restore",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetAlwaysOnTop",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,2,2,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetAsDesktop",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,2,5,0,0,0,5,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetBadgeLabel",,,,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.50,,,,
Public Function,"NativeWindowGtk::SetFullscreen",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,0,0,2,2,3,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetInitialFocus",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetKiosk",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetMaximumSize",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,3,6,0,0,0,4,1,5,5,2,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetMenu",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,0,0,4,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetMinimumSize",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,3,6,0,0,0,4,1,5,5,2,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetPosition",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,4,0,0,0,1,3,2,4,0,0,4,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetPosition",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetResizable",,,,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,9,2,5,2,0,0,4,2,5,6,1,0,5,2,2,2,1,0,,,,,0,,1,0,,0.22,,,,
Public Function,"NativeWindowGtk::SetShowInTaskbar",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,2,2,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetSize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetTitle",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetToolbarButtonEnabled",,,,2,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,2,25,3,21,0,0,0,3,7,14,21,1,0,20,7,3,7,1,11,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetToolbarIsLoading",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,10,1,8,0,0,0,2,3,3,5,0,0,5,3,3,3,1,2,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetToolbarUrlEntry",,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,1,3,0,0,0,3,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetWebKitColorStyle",,,,2,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27,2,24,4,22,1,0,0,18,1,13,13,3,0,10,2,2,2,1,0,,,,,0,,0,0,,0.04,,,,
Public Function,"NativeWindowGtk::Show",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Unmaximize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::UpdateDraggableRegions",,,,3,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,3,18,6,13,3,0,0,7,3,7,9,3,0,6,4,4,4,1,1,,,,,0,,1,0,,0.17,,,,
Public Function,"NativeWindowGtk::~NativeWindowGtk",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::ButtonPressed",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,15,2,12,0,0,0,5,6,6,11,0,0,11,6,6,6,1,5,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::ContentsChanged",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::GetContentsView",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::HandleKeyEvent",,,,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,13,4,7,0,0,0,6,4,5,8,2,0,6,4,4,4,1,0,,,,,0,,3,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::InitToolbar",,,,7,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,62,7,55,2,53,0,0,0,12,1,37,37,1,0,36,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::Layout",,,,6,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,6,30,4,28,3,0,0,8,1,16,16,3,0,13,1,1,1,1,0,,,,,0,,0,0,,0.10,,,,
Public Function,"NativeWindowToolbarWin::NativeWindowToolbarWin",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::NativeWindowToolbarWin",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::SetButtonEnabled",,,,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,0,21,3,16,0,0,0,1,6,10,16,0,0,16,6,2,6,1,10,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::SetIsLoading",,,,2,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28,2,25,2,22,1,0,0,6,2,12,13,1,0,12,2,2,2,1,1,,,,,0,,1,0,,0.04,,,,
Public Function,"NativeWindowToolbarWin::SetUrlEntry",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::ViewHierarchyChanged",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,2,2,0,0,0,1,2,1,2,0,0,2,2,2,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowToolbarWin::~NativeWindowToolbarWin",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"NativeWindowWin",,,,5,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,5,42,20,24,0,0,0,22,2,22,23,2,0,21,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"NewDescriptionValuePair",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,3,4,0,0,0,2,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"NewDescriptionValuePair",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,3,4,0,0,0,3,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"NewStatusValue",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,2,4,0,0,0,2,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"Noop",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,3,0,0,0,2,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"NotifyRenderViewHost",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,0,5,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::ClearFormData",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::ClearFormDataImpl",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,3,0,0,0,3,1,4,4,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::HasFormData",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,13,3,10,0,0,0,5,1,5,5,2,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::HasFormDataImpl",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,4,5,0,0,0,4,1,5,5,1,0,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::NwFormDatabaseService",,,,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,1,16,1,14,0,0,0,10,1,6,6,0,0,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::NwFormDatabaseService",,,,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,1,16,1,14,0,0,0,1,1,6,6,0,0,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::OnWebDataServiceRequestDone",,,,1,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,1,20,6,14,0,0,0,12,4,11,13,2,0,11,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NwFormDatabaseService::Shutdown",,,,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,6,1,4,3,0,0,5,1,4,4,0,0,4,1,1,1,1,0,,,,,0,,0,0,,0.50,,,,
Public Function,"NwFormDatabaseService::get_autofill_webdata_service",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NwFormDatabaseService::~NwFormDatabaseService",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NwMenuModel::HasIcons",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"NwMenuModel::NwMenuModel",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NwProtocolHandler::MaybeCreateJob",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
