Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Abstract Class,"autofill::AutofillPopupViewDelegate",0,1,0,9,14,13,1,1,1,1,1,0,1,0,0,2,0,,0,0,,,,,10,0,0,0,0,10,10,2,0,0,1,9,,36,9,14,11,7,13,0,0,,,,10,10,0,0,,,,,,1,1,1,1,,0,,,0,0.93,1,1,1,1
Protected Virtual Function,"autofill::AutofillPopupViewDelegate::~AutofillPopupViewDelegate",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"autofill::AutofillPopupViewGtk",0,0,0,12,34,11,0,0,0,0,0,0,0,0,1,10,0,,0,0,,,,,16,4,4,0,0,16,19,0,0,15,0,1,,54,12,34,31,0,11,0,0,,,,21,21,0,0,,,,,,0,0,0,0,,1,,,100,0.32,0,0,0,0
Class,"autofill::AutofillPopupViewViews",0,0,0,6,18,7,0,0,0,0,0,0,0,0,2,3,0,,0,0,,,,,9,1,1,0,0,9,34,0,0,8,0,1,,30,6,18,14,0,7,0,0,,,,10,10,0,0,,,,,,0,0,0,0,,1,,,100,0.39,0,0,0,0
Struct,"autofill::DataResource",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,2,0,0,2,0,0,0,0,0,0,0,,4,0,4,3,0,0,0,0,,,,2,2,0,0,,,,,,0,0,0,0,,0,,,0,0.00,0,0,0,0
Class,"autofill::PopupControllerCommon",0,1,0,15,32,27,1,1,1,1,1,0,1,0,0,5,0,,0,0,,,,,14,5,5,0,0,14,14,6,0,3,1,10,,74,15,32,28,3,27,0,0,,,,22,19,0,3,,,,,,1,1,1,1,,0,,,95,0.84,3,3,3,3
Public Function,"autofill::PopupControllerCommon::container_view",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"autofill::PopupControllerCommon::element_bounds",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"autofill::PopupControllerCommon::web_contents",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"autofill::TabAutofillManagerDelegate",0,3,0,7,55,4,1,1,1,1,3,0,3,0,3,7,0,,0,0,,,,,20,3,3,0,0,20,21,0,0,2,0,18,,66,7,55,45,2,4,0,0,,,,26,24,0,2,,,,,,1,1,1,1,,1,,,96,0.07,2,2,2,2
Public Function,"autofill::TabAutofillManagerDelegate::GetDialogControllerForTesting",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"autofill::TabAutofillManagerDelegate::SetDialogControllerForTesting",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
File,"autofill_agent.cc",1,10,1,40,182,37,2,2,3,1,12,1,10,1,,,,0,,,,,,16,,,,,,,,,,,,,,257,40,170,56,89,37,0,12,,,71,121,43,0,78,,,,,,7,7,15,5,,,3,,,0.22,37,35,51,26
File,"autofill_agent.h",0,0,0,17,63,42,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,118,17,56,51,0,42,0,7,,,23,26,26,0,0,,,,,,0,0,0,0,,,0,,,0.75,0,0,0,0
File,"autofill_popup_base_view.cc",1,8,1,51,206,26,2,2,2,1,10,1,8,1,,,,0,,,,,,22,,,,,,,,,,,,,,282,51,189,46,129,25,4,15,,,80,131,32,0,99,,,,,,10,4,10,4,,,2,,,0.13,49,43,51,27
File,"autofill_popup_base_view.h",0,0,0,25,55,20,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,98,25,48,44,0,20,0,7,,,36,39,39,0,0,,,,,,0,0,0,0,,,0,,,0.42,0,0,0,0
File,"autofill_popup_controller.h",0,1,0,23,38,29,1,1,1,1,1,0,1,0,,,,1,,,,,,1,,,,,,,,,,,,,,88,23,29,26,4,29,0,9,,,21,24,24,0,0,,,,,,1,1,1,1,,,0,,,1.00,1,1,1,1
File,"autofill_popup_controller_impl.cc",1,9,1,130,477,48,2,2,2,1,11,1,8,1,,,,0,,,,,,50,,,,,,,,,,,,,,650,130,443,141,281,47,2,33,,,203,302,90,0,212,,,,,,9,6,10,5,,,2,,,0.11,95,88,113,62
File,"autofill_popup_controller_impl.h",0,1,0,45,119,52,1,1,1,1,1,0,1,0,,,,1,,,,,,1,,,,,,,,,,,,,,213,45,99,95,1,52,0,20,,,72,74,73,0,1,,,,,,1,1,1,1,,,0,,,0.53,1,1,1,1
File,"autofill_popup_view.h",0,1,0,19,28,18,1,1,1,1,1,0,1,0,,,,1,,,,,,1,,,,,,,,,,,,,,63,19,24,21,9,18,0,4,,,14,18,18,0,0,,,,,,1,1,1,1,,,0,,,0.75,1,1,1,1
File,"autofill_popup_view_bridge.h",0,0,0,15,27,16,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,53,15,20,17,0,16,0,7,,,15,16,16,0,0,,,,,,0,0,0,0,,,0,,,0.80,0,0,0,0
File,"autofill_popup_view_cocoa.h",0,4,1,9,16,10,1,1,1,1,5,0,4,1,,,,0,,,,,,1,,,,,,,,,,,,,,33,9,11,7,2,10,0,5,,,4,11,10,0,1,,,,,,1,1,1,1,,,0,,,0.91,1,1,1,1
File,"autofill_popup_view_delegate.h",0,1,0,17,27,20,1,1,1,1,1,0,1,0,,,,1,,,,,,1,,,,,,,,,,,,,,62,17,23,20,7,20,0,4,,,13,17,17,0,0,,,,,,1,1,1,1,,,0,,,0.87,1,1,1,1
File,"autofill_popup_view_gtk.cc",2,12,1,62,245,24,2,2,2,1,15,2,12,1,,,,0,,,,,,18,,,,,,,,,,,,,,327,62,225,85,160,24,0,20,,,112,142,49,0,93,,,,,,9,9,9,3,,,2,,,0.11,32,32,32,20
File,"autofill_popup_view_gtk.h",0,0,0,24,64,17,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,100,24,53,50,0,17,0,11,,,34,38,38,0,0,,,,,,0,0,0,0,,,0,,,0.32,0,0,0,0
File,"autofill_popup_view_views.cc",2,10,1,28,104,10,2,2,2,1,12,2,10,1,,,,0,,,,,,9,,,,,,,,,,,,,,141,28,90,37,63,10,0,14,,,34,51,23,0,28,,,,,,9,9,9,1,,,2,,,0.11,21,21,21,9
File,"autofill_popup_view_views.h",0,0,0,13,26,13,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,49,13,21,17,0,13,0,5,,,12,13,13,0,0,,,,,,0,0,0,0,,,0,,,0.62,0,0,0,0
File,"base.cc",0,5,0,9,25,20,1,1,1,1,5,0,5,0,,,,0,,,,,,4,,,,,,,,,,,,,,53,9,22,12,6,20,0,3,,,2,7,5,0,2,,,,,,1,1,1,1,,,0,,,0.91,4,4,4,4
File,"base.h",0,1,0,13,31,21,1,1,1,1,1,0,1,0,,,,1,,,,,,2,,,,,,,,,,,,,,63,13,25,22,2,21,0,6,,,13,17,15,0,2,,,,,,1,1,1,1,,,0,,,0.84,2,2,2,2
File,"bindings_common.cc",1,12,0,27,124,21,2,2,2,1,13,1,12,0,,,,0,,,,,,9,,,,,,,,,,,,,,170,27,114,36,74,21,0,10,,,48,69,27,0,42,,,,,,3,3,3,3,,,1,,,0.18,14,14,17,11
File,"bindings_common.h",0,0,0,13,30,31,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,72,13,25,25,0,31,0,5,,,9,11,11,0,0,,,,,,0,0,0,0,,,0,,,1.24,0,0,0,0
Function,"breakpad::ChromeExceptionFilter",,,,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,6,1,4,0,0,0,3,2,3,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::ClearCrashKey",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::ClearCrashKeyValueImpl",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,6,0,0,0,3,3,5,7,2,0,5,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Function,"breakpad::CrashDone",,,,2,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,41,2,24,5,19,2,8,5,19,2,18,19,2,0,17,2,2,2,1,1,,,,,0,,1,0,,0.08,,,,
Function,"breakpad::CrashDoneNoUpload",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,3,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::CrashDoneUpload",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,3,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::CrashForException",,,,0,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,0,15,5,10,3,0,0,4,3,5,7,1,0,6,3,3,3,1,1,,,,,0,,2,0,,0.20,,,,
Function,"breakpad::DumpDoneCallback",,,,2,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,2,16,5,10,7,0,0,7,4,7,10,2,0,8,4,4,4,3,2,,,,,2,,1,2,,0.44,,,,
Function,"breakpad::DumpDoneCallbackWhenNoCrash",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::DumpForHangDebuggingThread",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,0,0,3,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::DumpProcess",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,0,0,1,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::DumpProcess",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,2,0,0,0,1,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::DumpProcessAbnormalSignature",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,0,0,3,2,3,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::DumpProcessWithoutCrash",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,2,0,0,0,1,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::DumpProcessWithoutCrashThread",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::EnableCrashDumping",,,,3,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,44,3,35,8,28,5,1,4,15,4,16,18,6,0,12,3,3,3,1,1,,,,,0,,1,0,,0.14,,,,
Function,"breakpad::EnableNonBrowserCrashDumping",,,,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,1,13,2,11,3,0,0,6,1,5,5,1,0,4,1,1,1,1,0,,,,,0,,0,0,,0.23,,,,
Function,"breakpad::EntryPointNotFoundHardError",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,0,12,3,10,0,0,0,1,4,5,8,1,0,7,4,4,4,4,3,,,,,3,,1,3,,0.00,,,,
Function,"breakpad::ExecUploadProcessOrTerminate",,,,4,62,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,2,35,26,29,9,29,3,6,1,14,14,7,0,7,1,1,1,1,0,,,,,0,,0,0,,0.26,,,,
Function,"breakpad::FacilityFromException",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::FilterCallback",,,,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,7,1,4,2,0,0,5,2,3,4,0,0,4,2,2,2,1,0,,,,,0,,1,0,,0.29,,,,
Function,"breakpad::FilterCallbackWhenNoCrash",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,2,0,0,0,3,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::GetCustomInfo",,,,9,57,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,74,9,57,16,48,8,0,0,25,48,30,36,10,0,26,7,7,10,1,0,,,,,0,,2,0,,0.14,,,,
Function,"breakpad::GetProfileType",,,,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27,0,27,14,18,0,0,0,6,5,14,18,8,0,10,5,5,5,1,1,,,,,0,,4,0,,0.00,,,,
Function,"breakpad::HandleCrashDump",,,,24,178,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,328,24,162,46,123,123,11,9,37,714704,120,161,38,14,109,56,56,59,19,23,,,,,23,,8,22,,0.76,,,,
Function,"breakpad::HardErrorHandler",,,,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23,1,17,2,14,0,2,3,4,6,9,14,1,0,13,6,6,6,6,5,,,,,5,,1,5,,0.00,,,,
Function,"breakpad::HookNtTerminateProcess",,,,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,20,1,19,7,14,0,0,0,10,3,8,10,3,0,7,3,3,6,1,0,,,,,0,,2,0,,0.00,,,,
Function,"breakpad::InitCrashReporter",,,,15,67,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,104,15,62,14,53,17,6,4,26,133,32,43,10,0,33,12,12,13,3,4,,,,,2,,2,2,,0.27,,,,
Function,"breakpad::InitCrashReporter",,,,4,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,51,4,26,4,23,7,8,7,15,5,13,17,2,0,15,5,5,9,5,5,,,,,5,,2,5,,0.27,,,,
Function,"breakpad::InitDefaultCrashCallback",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Static Function,"breakpad::InitPipeNameEnvVar",,,,6,40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,55,6,40,10,30,9,0,0,14,16,17,24,6,0,18,8,8,11,7,10,,,,,10,,3,10,,0.23,,,,
Static Function,"breakpad::InitTerminateProcessHooks",,,,5,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,44,5,39,6,36,0,0,0,13,5,15,19,3,0,16,5,5,5,5,4,,,,,4,,1,4,,0.00,,,,
Function,"breakpad::InjectDumpForHangDebugging",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,2,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::InjectDumpProcessWithoutCrash",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,2,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::IsCrashReporterEnabled",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::LengthWithoutTrailingSpaces",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,1,3,0,0,0,1,2,2,3,0,0,3,2,2,3,1,0,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::LoadDataFromFD",,,,3,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,34,3,31,7,24,0,0,0,8,12,22,33,5,4,24,16,16,16,4,3,,,,,3,,4,3,,0.00,,,,
Function,"breakpad::LoadDataFromFile",,,,2,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,2,12,4,7,2,0,0,5,2,6,7,1,0,6,2,2,2,1,1,,,,,0,,1,0,,0.17,,,,
Class,"breakpad::MimeWriter",0,7,0,19,125,12,1,1,1,1,8,0,7,0,0,2,0,,0,2,,,,,13,4,0,4,0,13,13,0,0,0,3,10,,156,19,125,57,56,12,0,0,,,,74,24,1,49,,,,,,4,4,4,1,,0,,,83,0.10,18,18,18,12
Public Virtual Function,"breakpad::MimeWriter::AddBoundary",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,1,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"breakpad::MimeWriter::AddEnd",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,3,0,0,0,1,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"breakpad::MimeWriter::AddFileContents",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,0,11,2,8,0,0,0,2,1,8,8,0,0,8,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"breakpad::MimeWriter::AddItem",,,,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,0,8,1,5,1,0,0,5,2,4,5,0,0,5,2,2,2,1,0,,,,,0,,1,0,,0.13,,,,
Protected Function,"breakpad::MimeWriter::AddItemWithoutTrailingSpaces",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"breakpad::MimeWriter::AddPairData",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,0,12,4,7,0,0,0,2,1,7,7,0,0,7,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"breakpad::MimeWriter::AddPairDataInChunks",,,,5,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,38,5,33,11,23,0,0,0,8,4,20,23,5,0,18,4,4,4,1,2,,,,,0,,2,0,,0.00,,,,
Public Function,"breakpad::MimeWriter::AddPairString",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Protected Function,"breakpad::MimeWriter::AddString",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"breakpad::MimeWriter::Flush",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,4,1,2,0,0,0,2,2,3,4,0,1,3,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"breakpad::MimeWriter::MimeWriter",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,4,0,0,0,0,5,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"breakpad::MimeWriter::~MimeWriter",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::ModuleNotFoundHardError",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,3,5,0,0,0,1,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::NonBrowserCrashHandler",,,,9,66,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,79,9,62,19,51,6,2,2,23,7,52,57,15,2,40,8,8,8,3,2,,,,,2,,3,2,,0.10,,,,
Function,"breakpad::PopulateDistro",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,2,4,0,0,0,4,2,3,4,1,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::RaiseHardErrorMsg",,,,2,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,31,2,25,14,21,4,0,0,11,3,10,12,4,0,8,3,3,3,3,2,,,,,2,,1,2,,0.16,,,,
Function,"breakpad::ServiceExceptionFilter",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::SetBreakpadDumpPath",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,2,5,0,0,0,7,2,3,4,1,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::SetClientIdFromCommandLine",,,,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,11,4,8,1,0,0,6,2,5,6,2,0,4,2,2,2,1,1,,,,,0,,1,0,,0.09,,,,
Function,"breakpad::SetCrashKeyValue",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::SetCrashKeyValueImpl",,,,3,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,29,3,20,8,12,6,0,0,9,4,10,13,4,0,9,4,4,4,4,4,,,,,4,,2,4,,0.30,,,,
Static Function,"breakpad::SetIntegerValue",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1,7,1,5,0,0,0,3,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::SetPluginPath",,,,6,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27,6,18,6,14,4,0,0,9,3,11,13,4,0,9,3,3,3,1,1,,,,,0,,1,0,,0.22,,,,
Function,"breakpad::SetProcessStartTime",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,7,2,4,1,0,0,3,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.14,,,,
Function,"breakpad::ShowRestartDialogIfCrashed",,,,4,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,4,23,8,17,4,0,0,10,5,11,15,6,0,9,5,5,5,4,3,,,,,3,,1,3,,0.17,,,,
Function,"breakpad::TrimToBreakpadMax",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,0,0,2,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::WrapMessageBoxWithSEH",,,,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,1,10,2,5,4,0,0,7,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.40,,,,
Function,"breakpad::WriteLog",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,0,3,1,1,0,1,3,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"breakpad::kernel_timeval_to_ms",,,,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,2,4,1,0,0,1,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.17,,,,
Function,"breakpad::my_uint64_len",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,2,10,2,7,0,0,0,1,3,5,7,1,0,6,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::my_uint64tos",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,2,0,0,0,1,2,3,4,1,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"breakpad::timeval_to_ms",,,,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,2,4,1,0,0,1,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.17,,,,
Function,"breakpad::write_uint64_hex",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,7,3,4,0,0,0,1,2,5,6,2,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
File,"breakpad_linux.cc",2,18,5,169,1026,258,4,4,4,1,23,2,16,4,,,,1,,,,,,38,,,,,,,,,,,,,,1432,136,644,230,438,213,353,112,,,396,519,167,21,331,,,,,,56,56,59,19,,,8,,,0.33,139,139,147,65
File,"breakpad_linux.h",0,0,0,9,12,11,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,30,9,5,5,0,11,1,6,,,3,4,4,0,0,,,,,,0,0,0,0,,,0,,,2.20,0,0,0,0
