sol,861229,859,859,859,859,0
ans,861229,103,103,103,103,200
alx,861229,79,79,79,79,100
sid,861229,228,228,228,228,0
bid,861229,159,159,159,159,0
eml,861229,200,200,200,200,0
pnx,861229,594,594,594,594,2700
ccl,861229,251,251,251,251,1500
rtm,861229,58,60,58,58,3000
fcl,861229,27,27,27,27,0
snm,861229,300,300,300,300,0
bsd,861229,40,40,40,40,18500
rgc,861229,485,485,485,485,44800
bds,861229,150,150,150,150,36500
mod,861229,262,265,262,262,11400
ual,861229,14,14,14,14,18000
mgg,861229,25,25,25,25,7000
crs,861229,15,15,15,15,28200
ihn,861229,52,52,52,52,0
gpt,861229,259,261,258,259,40900
ror,861229,155,155,155,155,7200
wrf,861229,127,127,127,127,2000
dtv,861229,366,366,366,366,0
ncl,861229,276,276,276,276,100
rbs,861229,204,204,204,204,0
jen,861229,164,164,164,164,20000
cim,861229,58,58,58,58,12000
fhf,861229,219,219,219,219,0
wmt,861229,252,252,252,252,0
qrl,861229,164,164,162,164,271200
shr,861229,190,190,190,190,0
arn,861229,427,427,427,427,1900
moh,861229,21,21,21,21,6000
plp,861229,245,245,245,245,5500
cpv,861229,125,125,125,125,0
sks,861229,149,149,149,149,0
kgm,861229,710,710,710,710,7500
age,861229,212,212,212,212,0
emd,861229,230,230,230,230,0
fbg,861229,366,366,362,366,454700
mlg,861229,129,129,127,129,19800
nio,861229,200,200,200,200,0
vpe,861229,9,9,9,9,0
qst,861229,75,75,75,75,0
wmc,861229,295,295,292,295,274300
mac,861229,140,140,140,140,6000
sed,861229,72,73,72,72,3600
ldn,861229,1200,1200,1200,1200,0
bil,861229,673,675,673,673,62400
lko,861229,43,43,43,43,0
xpta,861229,95560,96030,95230,95420,0
lyg,861229,21,22,21,21,66800
bpt,861229,65,65,65,65,75400
scm,861229,134,134,134,134,0
abc,861229,301,301,296,301,1100
eqk,861229,78,79,78,78,32000
fmh,861229,207,207,203,207,12400
jsm,861229,610,610,610,610,2700
ahd,861229,144,144,144,144,0
nml,861229,330,330,330,330,500
sst,861229,225,225,225,225,1600
aov,861229,100,100,100,100,1200
ash,861229,237,237,237,237,0
wwh,861229,154,154,154,154,0
mdr,861229,62,62,62,62,1000
dat,861229,30,30,30,30,3000
nfm,861229,473,473,473,473,0
pia,861229,170,170,170,170,0
gvm,861229,210,210,210,210,12600
