Kind,Name,PercentLackOfCohesion,MaxInheritanceTree,CountClassBase,CountClassCoupled,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod
Package,"edu.syr.pcpratts.jpp.templates",,,,,,6,2,7
Public Class,"edu.syr.pcpratts.jpp.templates.ExtendedCFileFactory",33,1,1,6,3,2,1,3
Class,"edu.syr.pcpratts.jpp.templates.MethodDeclFinderPass",0,2,1,1,6,2,0,2
Public Class,"edu.syr.pcpratts.jpp.templates.TypeAnnotatorPass",50,2,1,3,6,2,1,2
Package,"edu.syr.pcpratts.jpp.typetable",,,,,,14,3,17
Public Class,"edu.syr.pcpratts.jpp.typetable.BuiltInTypes",19,1,1,2,5,4,1,5
Public Class,"edu.syr.pcpratts.jpp.typetable.Combinatorics",0,1,1,0,7,6,0,7
Public Class,"edu.syr.pcpratts.jpp.typetable.TypeTable",50,2,1,6,9,4,2,5
Package,"edu.syr.pcpratts.rootbeer",,,,,,69,35,77
Public Class,"edu.syr.pcpratts.rootbeer.Aug4th2011PerformanceStudy",75,1,1,0,14,13,9,14
Public Class,"edu.syr.pcpratts.rootbeer.Configuration",80,1,1,1,8,4,2,8
Public Class,"edu.syr.pcpratts.rootbeer.Constants",0,1,1,0,0,0,0,0
Public Class,"edu.syr.pcpratts.rootbeer.FindKernelForTestCase",60,1,1,0,5,5,3,5
Public Class,"edu.syr.pcpratts.rootbeer.JarClassLoader",33,1,1,0,3,3,1,3
Public Class,"edu.syr.pcpratts.rootbeer.Main",62,1,1,5,6,4,10,6
Public Class,"edu.syr.pcpratts.rootbeer.RootbeerCompiler",91,1,1,17,30,30,5,30
Public Class,"edu.syr.pcpratts.rootbeer.RootbeerPaths",66,1,1,0,3,2,0,3
Public Class,"edu.syr.pcpratts.rootbeer.RootbeerTest",0,1,1,3,3,3,0,3
Public Class,"edu.syr.pcpratts.rootbeer.RootbeerTestAgent",36,1,1,7,5,5,5,5
Package,"edu.syr.pcpratts.rootbeer.classloader",,,,,,183,69,184
Public Class,"edu.syr.pcpratts.rootbeer.classloader.DfsInfo",92,1,1,5,43,43,21,43
Public Class,"edu.syr.pcpratts.rootbeer.classloader.DfsMethodRef",19,1,1,0,5,5,2,5
Public Class,"edu.syr.pcpratts.rootbeer.classloader.DfsValueSwitch",95,1,2,4,56,56,6,56
Public Class,"edu.syr.pcpratts.rootbeer.classloader.FastClassResolver",89,1,1,3,23,23,14,23
Public Interface,"edu.syr.pcpratts.rootbeer.classloader.FastSceneTransformer",0,0,0,0,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.classloader.FastWholeProgram",93,1,1,8,46,45,22,46
Public Class,"edu.syr.pcpratts.rootbeer.classloader.MethodFinder",100,1,1,1,2,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.classloader.MethodRefFinder",0,1,1,1,2,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.classloader.NumberedType",37,1,2,0,4,4,2,4
Public Class,"edu.syr.pcpratts.rootbeer.classloader.WriteJarEntry",0,1,1,1,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.classloader.WriteStream",0,1,1,0,1,1,0,1
Package,"edu.syr.pcpratts.rootbeer.compiler",,,,,,69,25,70
Public Class,"edu.syr.pcpratts.rootbeer.compiler.AcceptableNativeMethods",0,1,1,0,2,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.compiler.ClassRemapping",71,1,1,3,19,19,4,19
Public Class,"edu.syr.pcpratts.rootbeer.compiler.ClassRemappingTransform",80,1,1,5,21,21,5,21
Public Class,"edu.syr.pcpratts.rootbeer.compiler.CloneClass",0,1,1,0,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.compiler.FindMethodCalls",0,1,1,0,3,3,0,3
Public Class,"edu.syr.pcpratts.rootbeer.compiler.KernelReachableMethods",62,1,1,1,7,7,5,7
Public Class,"edu.syr.pcpratts.rootbeer.compiler.RootbeerScene",83,1,1,1,13,12,5,13
Public Class,"edu.syr.pcpratts.rootbeer.compiler.SpecialInvokeFixup",0,1,1,0,1,1,4,1
Public Class,"edu.syr.pcpratts.rootbeer.compiler.Transform2",33,1,1,4,3,3,1,3
Package,"edu.syr.pcpratts.rootbeer.generate.bytecode",,,,,,268,104,271
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.AbstractVisitorGen",83,1,1,8,12,12,9,12
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.AcceptableGpuTypes",50,1,1,0,2,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.BclMemory",12,1,1,1,39,39,2,39
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.BclQueueManager",71,1,1,3,11,11,6,11
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.BytecodeLanguage",79,1,1,4,62,62,7,62
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.CloneMethod",0,1,1,1,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.Constants",0,1,1,0,0,0,0,0
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.FieldReadWriteInspector",73,1,1,4,14,14,7,14
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.GcHeapReadWriteAdder",33,1,1,2,3,3,1,3
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.GenerateRuntimeBasicBlock",76,1,1,13,16,16,6,16
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.GpuCodeSplitter",0,1,1,0,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.JavaNameToOpenCL",0,1,1,0,1,0,0,1
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.MultiDimensionalArrayTypeCreator",0,1,1,0,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.ReadOnlyTypes",53,1,1,1,5,5,3,5
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.RegisterNamer",50,1,1,0,3,2,1,3
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.SafeUuidGenerator",0,1,1,0,1,0,0,1
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.StaticOffsets",77,1,1,5,12,12,7,12
Private Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.StaticOffsets.SortableField",25,1,2,1,2,2,2,2
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.UnitAssembler",77,1,1,0,22,22,7,22
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.VisitorGen",89,2,1,16,29,17,9,17
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.VisitorReadGen",82,2,1,10,25,13,9,13
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.VisitorReadGenStatic",77,2,1,14,19,7,5,7
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.VisitorWriteGen",84,2,1,13,29,17,19,17
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.VisitorWriteGenStatic",75,2,1,14,20,8,3,8
Package,"edu.syr.pcpratts.rootbeer.generate.bytecode.permissiongraph",,,,,,9,3,9
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.permissiongraph.PermissionGraph",0,1,1,3,4,4,1,4
Public Class,"edu.syr.pcpratts.rootbeer.generate.bytecode.permissiongraph.PermissionGraphNode",30,1,1,0,5,5,2,5
Package,"edu.syr.pcpratts.rootbeer.generate.codesegment",,,,,,29,5,29
Public Interface,"edu.syr.pcpratts.rootbeer.generate.codesegment.CodeSegment",0,0,0,1,9,9,0,9
Public Class,"edu.syr.pcpratts.rootbeer.generate.codesegment.LoopCodeSegment",0,1,2,5,10,10,1,10
Public Class,"edu.syr.pcpratts.rootbeer.generate.codesegment.MethodCodeSegment",77,1,2,1,10,10,4,10
Package,"edu.syr.pcpratts.rootbeer.generate.misc",,,,,,49,15,49
Public Class,"edu.syr.pcpratts.rootbeer.generate.misc.BasicBlock",77,1,1,4,16,16,9,16
Public Class,"edu.syr.pcpratts.rootbeer.generate.misc.DetermineInputOutputParameters",76,1,1,1,12,12,6,12
Public Interface,"edu.syr.pcpratts.rootbeer.generate.misc.Loop",100,0,0,0,21,21,0,21
Package,"edu.syr.pcpratts.rootbeer.generate.opencl",,,,,,161,37,165
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.ArrayCopyGenerate",60,1,1,2,5,5,1,5
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.FieldPackingSorter",0,1,1,2,1,1,0,1
Private Class,"edu.syr.pcpratts.rootbeer.generate.opencl.FieldPackingSorter.SortableField",0,1,2,1,3,3,1,3
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.IsPolyMorphic",0,1,1,0,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.MethodHierarchies",0,1,1,3,4,4,1,4
Private Class,"edu.syr.pcpratts.rootbeer.generate.opencl.MethodHierarchies.MethodHierarchy",38,1,1,5,7,7,3,7
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.NameMangling",66,1,1,0,5,4,2,5
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.ObjectCloneGenerate",0,1,1,6,3,3,0,3
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.OpenCLArrayType",43,1,1,6,23,23,1,23
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.OpenCLClass",84,1,1,6,24,24,10,24
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.OpenCLInstanceof",62,1,1,5,8,8,2,8
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.OpenCLMethod",69,1,1,13,27,27,3,27
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.OpenCLPolymorphicMethod",54,1,1,4,12,12,2,12
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.OpenCLScene",88,1,1,25,31,28,10,31
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.OpenCLType",11,1,1,0,9,9,1,9
Public Abstract Class,"edu.syr.pcpratts.rootbeer.generate.opencl.UnitsSuitableForGpu",0,1,1,0,2,2,0,2
Package,"edu.syr.pcpratts.rootbeer.generate.opencl.body",,,,,,133,38,133
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.body.ConstructorStmtSwitch",58,2,1,2,34,6,2,6
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.body.MethodJimpleValueSwitch",90,1,2,9,63,63,9,63
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.body.MethodStmtSwitch",76,1,2,9,28,28,7,28
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.body.MonitorGroupItem",61,1,1,0,7,7,3,7
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.body.MonitorGroups",0,1,1,2,4,4,0,4
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.body.OpenCLBody",83,1,1,10,20,20,13,20
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.body.TrapItem",60,1,1,0,5,5,4,5
Package,"edu.syr.pcpratts.rootbeer.generate.opencl.fields",,,,,,77,29,77
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.CompositeField",66,1,1,1,9,9,5,9
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.FieldCloner",66,1,1,5,6,6,3,6
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.FieldCodeGeneration",61,1,1,6,6,6,3,6
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.FieldTypeSwitch",58,1,1,3,6,6,2,6
Private Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.FieldTypeSwitch.WrappedClass",33,1,2,1,3,3,2,3
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.OffsetCalculator",61,1,1,5,7,7,3,7
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.OpenCLField",85,1,1,9,29,29,6,29
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.ReverseClassHierarchy",37,1,1,3,4,4,2,4
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.fields.TreeNode",47,1,1,1,7,7,3,7
Package,"edu.syr.pcpratts.rootbeer.generate.opencl.tweaks",,,,,,28,4,30
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.tweaks.CompileResult",33,1,1,0,3,3,2,3
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.tweaks.CudaTweaks",0,2,1,4,14,7,0,7
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.tweaks.GenerateClScript",33,1,1,0,3,3,2,3
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.tweaks.NativeCpuTweaks",0,2,1,0,12,5,0,5
Public Class,"edu.syr.pcpratts.rootbeer.generate.opencl.tweaks.OpenCLTweaks",0,2,1,0,12,5,0,5
Public Abstract Class,"edu.syr.pcpratts.rootbeer.generate.opencl.tweaks.Tweaks",71,1,1,0,7,5,0,7
Package,"edu.syr.pcpratts.rootbeer.runtime",,,,,,92,16,98
Public Interface,"edu.syr.pcpratts.rootbeer.runtime.CompiledKernel",0,0,0,2,4,4,0,4
Public Class,"edu.syr.pcpratts.rootbeer.runtime.ConcreteRootbeer",90,1,2,9,10,9,1,10
Public Interface,"edu.syr.pcpratts.rootbeer.runtime.IRootbeer",0,0,0,0,5,5,0,5
Public Interface,"edu.syr.pcpratts.rootbeer.runtime.Kernel",0,0,0,0,1,1,0,1
Public Interface,"edu.syr.pcpratts.rootbeer.runtime.ParallelRuntime",0,0,0,1,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.runtime.PartiallyCompletedParallelJob",50,1,1,2,6,6,3,6
Public Class,"edu.syr.pcpratts.rootbeer.runtime.PartiallyCompletedParallelJob.CompositeIterator",25,1,2,1,4,4,2,4
Public Class,"edu.syr.pcpratts.rootbeer.runtime.Policy",0,1,1,0,0,0,0,0
Public Class,"edu.syr.pcpratts.rootbeer.runtime.Policy.Gpu",0,1,1,0,0,0,0,0
Public Class,"edu.syr.pcpratts.rootbeer.runtime.PrivateFields",0,1,1,0,17,17,0,17
Public Abstract Class,"edu.syr.pcpratts.rootbeer.runtime.ReadOnlyAnalyzer",33,1,1,1,3,3,1,3
Public Class,"edu.syr.pcpratts.rootbeer.runtime.ResultIterator",53,1,2,3,5,5,3,5
Public Class,"edu.syr.pcpratts.rootbeer.runtime.Rootbeer",0,1,2,3,6,6,1,6
Public Class,"edu.syr.pcpratts.rootbeer.runtime.RootbeerFactory",0,1,1,1,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.runtime.RootbeerGpu",50,1,1,0,4,0,0,4
Public Class,"edu.syr.pcpratts.rootbeer.runtime.Sentinal",0,1,1,0,0,0,0,0
Public Abstract Class,"edu.syr.pcpratts.rootbeer.runtime.Serializer",92,1,1,3,29,28,3,29
Private Static Class,"edu.syr.pcpratts.rootbeer.runtime.Serializer.WriteCacheResult",0,1,1,0,1,1,2,1
Package,"edu.syr.pcpratts.rootbeer.runtime.cpu",,,,,,7,3,8
Class,"edu.syr.pcpratts.rootbeer.runtime.cpu.CpuCore",25,1,2,1,4,4,2,4
Public Class,"edu.syr.pcpratts.rootbeer.runtime.cpu.CpuRuntime",62,1,2,3,4,3,1,4
Package,"edu.syr.pcpratts.rootbeer.runtime.gpu",,,,,,22,21,23
Public Class,"edu.syr.pcpratts.rootbeer.runtime.gpu.DeviceNotSuitableException",0,2,1,0,0,0,0,0
Public Abstract Class,"edu.syr.pcpratts.rootbeer.runtime.gpu.GcHeap",77,1,1,10,12,11,19,12
Public Interface,"edu.syr.pcpratts.rootbeer.runtime.gpu.GpuDevice",0,0,0,2,7,7,0,7
Public Class,"edu.syr.pcpratts.rootbeer.runtime.gpu.MultiArrayCount",50,1,1,0,4,4,2,4
Public Class,"edu.syr.pcpratts.rootbeer.runtime.gpu.OutOfGpuMemoryException",0,2,1,0,0,0,0,0
Package,"edu.syr.pcpratts.rootbeer.runtime.memory",,,,,,83,28,84
Public Abstract Class,"edu.syr.pcpratts.rootbeer.runtime.memory.BasicMemory",90,2,1,2,67,26,18,26
Public Class,"edu.syr.pcpratts.rootbeer.runtime.memory.BasicSwappedMemory",0,3,1,0,68,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.runtime.memory.BasicUnswappedMemory",0,3,1,0,70,3,0,3
Public Class,"edu.syr.pcpratts.rootbeer.runtime.memory.BatchIntReader",0,1,1,0,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.runtime.memory.BufferPrinter",0,1,1,1,3,3,0,3
Public Interface,"edu.syr.pcpratts.rootbeer.runtime.memory.DeviceMemory",0,0,0,0,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.runtime.memory.ExtendedByteArray",46,1,1,0,5,4,3,5
Public Abstract Class,"edu.syr.pcpratts.rootbeer.runtime.memory.Memory",88,1,1,1,41,41,4,41
Private Class,"edu.syr.pcpratts.rootbeer.runtime.memory.Memory.Pointer",0,1,1,0,1,1,3,1
Package,"edu.syr.pcpratts.rootbeer.runtime.nativecpu",,,,,,17,2,18
Public Class,"edu.syr.pcpratts.rootbeer.runtime.nativecpu.NativeCpuDevice",77,1,2,5,9,9,1,9
Public Class,"edu.syr.pcpratts.rootbeer.runtime.nativecpu.NativeCpuGcHeap",0,2,1,4,17,5,0,5
Public Class,"edu.syr.pcpratts.rootbeer.runtime.nativecpu.NativeCpuRuntime",62,1,2,2,4,3,1,4
Package,"edu.syr.pcpratts.rootbeer.runtime.remap",,,,,,34,4,36
Public Class,"edu.syr.pcpratts.rootbeer.runtime.remap.DoesntCallPrivateMethod",0,1,1,0,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.runtime.remap.GpuAtomicLong",5,2,2,0,19,19,1,19
Public Class,"edu.syr.pcpratts.rootbeer.runtime.remap.Random",88,1,2,1,16,14,3,16
Package,"edu.syr.pcpratts.rootbeer.runtime.util",,,,,,5,2,5
Public Class,"edu.syr.pcpratts.rootbeer.runtime.util.Stopwatch",60,1,1,0,5,5,2,5
Package,"edu.syr.pcpratts.rootbeer.runtime2.cuda",,,,,,137,80,142
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.BlockShaper",62,1,1,0,8,7,4,8
Public Generic Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.BlockingQueue",0,1,1,0,4,4,1,4
TypeVariable,"edu.syr.pcpratts.rootbeer.runtime2.cuda.BlockingQueue.T",0,0,1,0,0,0,0,0
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.CpuRunner",0,1,1,1,3,3,2,3
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.CpuRunnerCore",53,1,2,2,5,5,3,5
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.Cuda2DeviceMemory",0,1,2,0,4,4,0,4
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.CudaErrorException",50,2,1,0,2,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.CudaLoader",60,1,1,0,5,5,2,5
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.CudaRuntime2",91,1,2,22,24,22,34,24
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.FastMemory",88,2,1,1,90,49,6,49
Private Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.FastMemory.MemPointer",41,1,1,2,9,9,4,9
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.Handles",66,1,1,0,6,6,2,6
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.MemoryTest",0,1,1,3,4,3,0,4
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.PointerStack",11,1,1,0,3,3,3,3
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.SerializationTest",0,1,1,5,2,1,0,2
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.ToSpaceReader",44,1,1,4,3,3,3,3
Private Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.ToSpaceReader.InputItem",0,1,1,1,0,0,3,0
Private Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.ToSpaceReader.ReadThreadProc",0,1,2,4,2,2,2,2
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.ToSpaceWriter",44,1,1,5,3,3,3,3
Private Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.ToSpaceWriter.InputItem",0,1,1,1,0,0,2,0
Private Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.ToSpaceWriter.WriteThreadProc",0,1,2,5,2,2,2,2
Public Class,"edu.syr.pcpratts.rootbeer.runtime2.cuda.ToSpaceWriterResult",50,1,1,0,4,4,3,4
Package,"edu.syr.pcpratts.rootbeer.test",,,,,,21,0,21
Public Class,"edu.syr.pcpratts.rootbeer.test.AlignmentCheckedMemory",0,4,1,0,80,12,0,12
Public Class,"edu.syr.pcpratts.rootbeer.test.LoadTestSerialization",0,1,1,2,3,3,0,3
Public Interface,"edu.syr.pcpratts.rootbeer.test.TestException",0,0,0,0,2,2,0,2
Public Interface,"edu.syr.pcpratts.rootbeer.test.TestExceptionFactory",0,0,0,0,1,1,0,1
Public Interface,"edu.syr.pcpratts.rootbeer.test.TestSerialization",0,0,0,1,2,2,0,2
Public Interface,"edu.syr.pcpratts.rootbeer.test.TestSerializationFactory",0,0,0,0,1,1,0,1
Package,"edu.syr.pcpratts.rootbeer.test.execution",,,,,,5,0,6
Class,"edu.syr.pcpratts.rootbeer.test.execution.ExecutionTest",0,1,1,8,4,4,0,4
Public Class,"edu.syr.pcpratts.rootbeer.test.execution.SubsystemTest",0,1,1,1,2,1,0,2
Package,"edu.syr.pcpratts.rootbeer.test.serialization",,,,,,8,4,9
Public Class,"edu.syr.pcpratts.rootbeer.test.serialization.GenerateSerializersAndTest",0,1,1,5,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.test.serialization.SerializationTester",40,1,1,8,5,5,4,5
Public Class,"edu.syr.pcpratts.rootbeer.test.serialization.SubsystemTest",0,1,1,1,2,1,0,2
Package,"edu.syr.pcpratts.rootbeer.testcases.otherpackage",,,,,,6,5,6
Class,"edu.syr.pcpratts.rootbeer.testcases.otherpackage.CompositeClass5",50,7,1,0,12,3,2,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.otherpackage.CompositeClass6",22,8,1,0,15,3,3,3
Package,"edu.syr.pcpratts.rootbeer.testcases.otherpackage2",,,,,,3,0,6
Class,"edu.syr.pcpratts.rootbeer.testcases.otherpackage2.StaticsTest2PrivateClass",50,1,1,0,3,0,0,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.otherpackage2.StaticsTest2PublicClass",66,1,1,1,3,3,0,3
Package,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest",,,,,,18,9,18
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.CompositeClass0",50,2,1,0,1,1,2,1
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.CompositeClass1",0,3,1,0,3,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.CompositeClass2",0,4,1,0,5,2,2,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.CompositeClass3",0,5,1,0,7,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.CompositeClass4",0,6,1,0,9,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.ExMain",0,1,2,4,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.Main",0,1,2,42,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.PerformanceTests",0,1,2,5,1,1,0,1
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.SuperClass",0,1,2,2,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.SuperClassRunOnGpu",41,1,2,1,4,4,3,4
Package,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.arraysum",,,,,,5,3,5
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.arraysum.ArraySum",22,1,2,0,3,3,3,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.arraysum.ArraySumTest",0,1,2,2,2,2,0,2
Package,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.baseconversion",,,,,,24,8,24
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.baseconversion.BaseConversionRunOnGpu",22,1,2,2,3,3,3,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.baseconversion.BaseConversionTest",0,1,2,4,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.baseconversion.GpuList",37,1,1,0,8,8,2,8
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.baseconversion.GpuNumber",0,1,1,0,3,3,1,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.baseconversion.IntList",37,1,1,0,8,8,2,8
Package,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception",,,,,,19,14,19
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer1RunOnGpu",53,1,2,0,3,3,5,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer1Test",0,1,2,2,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer2Object",0,1,1,0,0,0,1,0
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer2RunOnGpu",50,1,2,1,2,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer2Test",0,1,2,2,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer3Object",0,1,1,0,0,0,1,0
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer3RunOnGpu",50,1,2,1,2,2,2,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer3Test",0,1,2,2,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer4Object",0,1,1,0,1,1,1,1
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer4RunOnGpu",44,1,2,1,3,3,3,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.exception.NullPointer4Test",0,1,2,2,2,2,0,2
Package,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired",,,,,,112,81,113
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired.AtomicLongRunOnGpu",22,1,2,0,3,3,6,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired.AtomicLongTest",0,1,2,2,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired.BruteForceFFTRunOnGpu",16,1,2,0,3,3,4,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired.BruteForceFFTTest",0,1,2,2,2,2,0,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired.DotClassChild",0,1,1,0,2,2,1,2
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired.DotClassRunOnGpu",53,1,2,1,3,3,5,3
Public Class,"edu.syr.pcpratts.rootbeer.testcases.rootbeertest.gpurequired.DotClassTest",0,1,2,2,2,2,0,2
