gns,861111,100,100,100,100,0
cvn,861111,60,60,60,60,14100
csr,861111,287,292,282,287,137000
bmp,861111,163,163,163,163,0
bhp,861111,585,587,585,585,281500
bic,861111,177,177,177,177,5100
pia,861111,160,160,160,160,0
erg,861111,157,157,153,157,18000
dgd,861111,41,44,41,41,65500
ptz,861111,148,148,132,148,7200
gpy,861111,89,89,89,89,8100
hrg,861111,420,420,420,420,600
ihn,861111,50,50,50,50,0
wrf,861111,171,171,171,171,20000
mrc,861111,59,59,59,59,200
lsc,861111,80,80,80,80,0
nph,861111,163,163,163,163,0
brd,861111,45,45,45,45,0
cbl,861111,14,16,14,14,24800
syl,861111,60,60,60,60,0
mim,861111,141,144,138,140,459100
gwf,861111,23,23,23,23,10400
cag,861111,58,60,58,58,51200
aad,861111,154,154,154,154,32800
tir,861111,37,37,37,37,0
npc,861111,237,237,237,237,1200
tru,861111,956,956,956,956,0
seg,861111,44,44,44,44,23100
wdi,861111,503,555,503,503,700
cad,861111,119,119,119,119,4400
clr,861111,72,78,72,72,14300
fim,861111,16,16,16,16,0
sog,861111,157,157,157,157,0
fri,861111,480,480,480,480,0
cis,861111,36,36,36,36,0
ala,861111,209,209,203,209,16100
seq,861111,146,146,146,146,1500
rai,861111,47,47,47,47,0
sft,861111,141,141,141,141,500
nab,861111,398,403,394,398,319000
aca,861111,312,328,302,312,57400
rio,861111,689,700,689,689,617300
anz,861111,343,343,332,335,761800
ppt,861111,680,680,680,680,0
tgl,861111,10,10,10,10,0
mrh,861111,55,55,53,55,56000
msf,861111,517,517,517,517,0
tre,861111,43,43,43,43,3000
cml,861111,195,195,193,194,1441100
bor,861111,320,320,306,306,621800
sdy,861111,144,144,144,144,0
mac,861111,164,164,160,164,10000
vwd,861111,10,10,10,10,0
her,861111,63,66,63,63,62500
cng,861111,181,184,181,181,55200
bil,861111,664,664,655,664,3700
pmt,861111,540,540,540,540,0
pmm,861111,390,390,347,390,12900
bae,861111,48,48,48,48,0
xpta,861111,94970,95100,94320,94480,0
amc,861111,355,358,347,351,97900
drm,861111,85,85,85,85,12000
awi,861111,61,61,61,61,6200
cir,861111,47,47,47,47,0
scm,861111,81,81,81,81,0
agd,861111,56,56,56,56,0
cfr,861111,15,15,14,15,157000
wlh,861111,11274,11838,11274,11274,4200
mxt,861111,18,19,18,18,167200
bsc,861111,64,64,64,64,0
fmh,861111,207,207,207,207,21700
